,Team,Owner,HR,R,RBI,SB,OBP,OPS,SO,SV,HD,ERA,WHP,QS,Pts,Rank,league_id,league_name,team_id,HR_Points,R_Points,RBI_Points,SB_Points,OBP_Points,OPS_Points,SO_Points,SV_Points,HD_Points,ERA_Points,WHP_Points,QS_Points,Total_Points,Overall_Rank
121,Monster Max's Ballpark Smash,Smackavelli,150,459,450,38,0.354,0.852,549,32,18,3.67,1.24,32,,4,21588,D3 - Sandy Koufax,124250,223.0,221.0,219.5,121.5,194.0,196.5,41.0,102.0,58.0,175.5,97.0,40.0,1689.0,61.0
122,Down With OBP,freakyouttie,116,410,369,37,0.347,0.831,717,40,27,3.91,1.24,48,,5,21588,D3 - Sandy Koufax,124282,99.5,145.5,103.5,112.0,146.5,160.0,151.0,145.5,122.0,113.0,97.0,181.5,1577.0,81.0
123,Service Time Manipulator,VoodooSteve,107,374,309,26,0.35,0.809,848,79,22,3.37,1.07,45,,6,21588,D3 - Sandy Koufax,124262,49.5,67.0,10.0,26.0,169.0,94.5,222.0,226.0,86.0,214.5,223.5,148.0,1536.0,90.0
124,wOBA Fett,Mrfarenheit,115,392,371,32,0.354,0.821,580,11,18,4.19,1.18,36,,7,21588,D3 - Sandy Koufax,124266,96.0,103.5,107.5,71.5,194.0,124.5,54.0,14.0,58.0,53.5,171.5,60.0,1108.0,157.0
125,The Big Cat's Pajamas,elawrence60,109,365,387,61,0.329,0.788,762,32,14,4.41,1.3,46,,8,21588,D3 - Sandy Koufax,124253,60.0,50.5,146.0,215.5,22.0,40.5,195.0,102.0,44.0,22.0,35.0,159.0,1091.5,165.0
126,Oh Righteous One,maxima423,113,358,347,48,0.339,0.806,620,12,23,4.27,1.31,42,,9,21588,D3 - Sandy Koufax,124274,84.0,36.5,56.0,177.0,82.5,82.5,70.5,17.0,91.0,39.5,28.0,117.5,882.0,193.0
127,BigLeagueJew,BarryBondsBalls,106,327,312,14,0.364,0.857,362,24,50,5.09,1.48,10,,10,21588,D3 - Sandy Koufax,124248,43.0,11.0,12.5,2.0,218.0,205.0,1.0,64.0,215.5,1.0,1.0,1.0,775.0,208.0
128,Emerald City Reign,spartanwolf,95,334,302,34,0.333,0.765,569,17,3,4.13,1.23,40,,11,21588,D3 - Sandy Koufax,124335,13.5,15.0,7.0,86.5,43.0,12.0,49.5,29.5,10.5,71.5,111.0,99.5,548.5,221.0
129,Team,Take Over,90,322,328,17,0.342,0.822,458,1,0,4.05,1.26,31,,12,21588,D3 - Sandy Koufax,124247,5.0,10.0,24.5,4.5,106.5,129.0,5.0,2.5,3.0,86.0,71.5,34.5,482.0,225.0
130,Carolina Cooters,patmikekelly,145,468,467,64,0.361,0.881,665,53,24,3.57,1.18,47,,1,21589,D3 - Jim Palmer,124451,211.0,225.0,226.0,218.5,211.0,221.0,111.0,204.0,98.0,195.0,171.5,171.0,2263.0,2.0
131,The Bats of Wrath,LesVlads,137,440,437,29,0.347,0.848,721,34,42,3.66,1.15,47,,2,21589,D3 - Jim Palmer,124419,185.5,208.0,216.0,46.0,146.5,191.5,154.0,110.0,196.5,177.5,198.5,171.0,2001.0,11.0
132,Prosner,Prosner,142,397,403,36,0.352,0.831,849,34,31,3.68,1.2,48,,3,21589,D3 - Jim Palmer,124312,204.0,118.0,171.5,105.0,184.0,160.0,223.0,110.0,148.0,172.5,150.5,181.5,1928.0,17.0
133,DSigMU21,DSigMU21,147,448,432,30,0.346,0.843,434,43,31,3.6,1.09,19,,4,21589,D3 - Jim Palmer,124376,215.0,213.5,215.0,55.0,138.5,182.0,3.0,157.5,148.0,191.5,220.0,2.5,1741.5,50.0
134,The Dizzy Batracers,Goyanks7777,111,416,364,44,0.344,0.813,638,34,27,4.27,1.29,42,,5,21589,D3 - Jim Palmer,124558,69.5,161.5,90.0,156.5,122.0,106.0,84.0,110.0,122.0,39.5,43.0,117.5,1221.5,139.0
135,Posey Riot,Jewker,114,395,360,32,0.341,0.83,548,44,23,3.87,1.18,32,,6,21589,D3 - Jim Palmer,124453,91.5,113.0,83.5,71.5,98.0,156.5,40.0,163.5,91.0,129.0,171.5,40.0,1249.0,133.0
136,SpearOfWealth,SpearOfWealth,120,387,336,39,0.333,0.774,793,38,31,3.9,1.29,43,,7,21589,D3 - Jim Palmer,124450,116.5,94.0,40.5,129.5,43.0,18.0,210.5,135.0,148.0,116.5,43.0,129.0,1223.5,138.0
137,Nut 2 Butt,ffejulator,113,361,341,66,0.35,0.828,496,24,2,3.79,1.25,29,,8,21589,D3 - Jim Palmer,124579,84.0,40.0,47.0,222.5,169.0,151.5,20.0,64.0,8.0,146.5,84.0,23.0,1059.5,172.5
138,Just the tip,Admiralthrawn11,93,337,329,35,0.336,0.767,541,35,24,3.63,1.15,40,,9,21589,D3 - Jim Palmer,124459,9.5,19.0,28.0,96.5,57.5,15.0,36.5,116.0,98.0,184.0,198.5,99.5,958.0,183.0
139,The Amazin' Mess,Ramzavail,97,397,341,28,0.35,0.808,527,15,42,3.88,1.26,26,,10,21589,D3 - Jim Palmer,124506,17.0,118.0,47.0,38.5,169.0,89.5,27.5,23.0,196.5,123.5,71.5,15.0,936.0,187.0
140,One Does Not Simply Walk if Youre Odor,JimmyChonga,100,302,288,30,0.328,0.775,575,35,23,3.77,1.2,35,,11,21589,D3 - Jim Palmer,124249,27.0,3.0,4.5,55.0,18.0,20.5,51.0,116.0,91.0,151.0,150.5,54.0,741.5,210.0
141,jackalope503,jackalope503,104,347,329,34,0.324,0.761,560,41,0,4.44,1.28,33,,12,21589,D3 - Jim Palmer,124380,36.5,27.0,28.0,86.5,8.5,8.0,43.0,150.5,3.0,19.5,52.0,45.5,508.0,223.0
142,Terrence Young,Terrence8026,150,463,428,29,0.364,0.881,808,44,33,3.44,1.14,54,,1,21590,D4 - Mike Mussina,124701,223.0,222.0,210.0,46.0,218.0,221.0,215.5,163.5,158.5,210.5,203.5,212.5,2304.0,1.0
143,HearTheBeard,hearthebeard,144,434,416,30,0.365,0.869,629,59,51,3.27,1.15,33,,2,21590,D4 - Mike Mussina,124722,209.5,201.0,193.0,55.0,222.0,215.5,79.0,218.5,217.5,220.0,198.5,45.5,2075.0,6.0
144,The Mensches,MasonO,146,411,382,29,0.338,0.836,646,55,20,3.69,1.2,37,,3,21590,D4 - Mike Mussina,124794,213.0,147.5,135.0,46.0,72.5,169.0,96.0,210.5,73.0,169.5,150.5,68.0,1550.5,86.0
145,cancer_sticks,cancer_sticks,119,412,371,33,0.345,0.814,784,46,38,4.23,1.26,38,,4,21590,D4 - Mike Mussina,124669,110.5,151.5,107.5,80.0,131.0,108.0,205.0,176.0,183.5,46.5,71.5,77.0,1448.0,99.0
146,Let The Mookie Win,Tcryden,107,392,390,48,0.352,0.825,624,30,39,4.3,1.22,40,,5,21590,D4 - Mike Mussina,124708,49.5,103.5,153.5,177.0,184.0,140.5,75.5,91.5,186.5,31.5,126.0,99.5,1418.5,105.0
147,Norwood Newt,nrwdnewt,95,377,369,45,0.342,0.796,535,43,8,3.22,1.16,38,,6,21590,D4 - Mike Mussina,124738,13.5,70.5,103.5,161.0,106.5,56.0,31.5,157.5,30.0,222.0,190.5,77.0,1219.5,141.0
148,Bowie Baysox,M5rich5,108,349,327,46,0.334,0.795,753,11,1,3.97,1.19,60,,7,21590,D4 - Mike Mussina,124700,54.5,28.5,22.0,168.0,48.0,53.0,190.0,14.0,6.0,100.0,162.0,224.5,1070.5,169.0
149,Lords of Lumber,Clarkbar36,109,338,328,43,0.361,0.848,539,37,4,4.17,1.3,38,,8,21590,D4 - Mike Mussina,124706,60.0,21.0,24.5,151.0,211.0,191.5,34.5,126.5,14.0,60.5,35.0,77.0,1006.5,179.0
150,Ole,MatrixDream,125,382,366,32,0.349,0.862,437,4,15,4.65,1.33,36,,9,21590,D4 - Mike Mussina,124778,138.0,86.0,94.0,71.5,162.5,213.0,4.0,5.0,46.0,8.5,17.5,60.0,906.0,190.0
151,Black Love Soul Food,ceashley32,99,349,332,60,0.338,0.787,562,24,13,3.94,1.26,29,,10,21590,D4 - Mike Mussina,124731,25.0,28.5,35.0,213.5,72.5,37.5,44.5,64.0,41.5,105.5,71.5,23.0,762.0,209.0
152,Stupid Betts,brhill5873,92,335,288,49,0.324,0.742,490,38,5,3.16,1.19,32,,11,21590,D4 - Mike Mussina,124715,7.0,16.5,4.5,181.5,8.5,2.0,19.0,135.0,17.0,224.0,162.0,40.0,817.0,200.0
153,The Standing Waves,thejoelingdead,107,314,319,19,0.32,0.767,533,18,25,3.63,1.22,31,,12,21590,D4 - Mike Mussina,124813,49.5,7.0,17.0,7.0,3.5,15.0,30.0,35.5,105.0,184.0,126.0,34.5,614.0,216.0
154,wOBA Fett,Uncledonny,142,440,404,37,0.353,0.837,845,48,25,3.71,1.12,55,,1,21591,D4 - Mariano Rivera,124710,204.0,208.0,174.0,112.0,189.5,171.5,221.0,183.0,105.0,168.0,211.5,216.5,2164.0,4.0
155,Sultans of Swing,marcram,138,417,419,40,0.348,0.811,722,27,56,3.29,1.12,51,,2,21591,D4 - Mariano Rivera,125383,190.5,165.0,197.0,135.0,155.5,100.0,156.5,79.5,222.5,219.0,211.5,201.5,2033.5,9.0
156,The Good Boys,Thegoodboys59,140,423,406,45,0.364,0.895,586,50,27,3.74,1.17,32,,3,21591,D4 - Mariano Rivera,125385,200.0,182.5,178.0,161.0,218.0,224.5,59.0,193.0,122.0,160.0,180.5,40.0,1918.5,19.0
157,Chazz city,wheredawhitewom,148,472,466,43,0.361,0.895,636,23,6,4.11,1.31,42,,4,21591,D4 - Mariano Rivera,124650,216.5,226.0,225.0,151.0,211.0,224.5,81.5,55.5,20.0,75.5,28.0,117.5,1632.0,68.5
158,Van Buren Boys,VanBurenBoys_8,123,424,376,23,0.345,0.809,638,44,39,3.63,1.11,39,,5,21591,D4 - Mariano Rivera,125068,130.0,186.0,117.5,16.0,131.0,94.5,84.0,163.5,186.5,184.0,215.5,88.5,1597.0,76.5
159,Franimal House,parkranger2000,130,394,379,40,0.356,0.86,687,12,8,3.93,1.21,52,,6,21591,D4 - Mariano Rivera,124903,166.5,110.0,129.5,135.0,203.0,209.5,128.0,17.0,30.0,108.0,138.5,206.5,1581.5,80.0
160,Vottomatic,KeeptheDH,104,375,341,53,0.33,0.759,644,77,18,3.88,1.27,35,,7,21591,D4 - Mariano Rivera,125213,36.5,68.0,47.0,195.0,24.0,4.5,92.5,225.0,58.0,123.5,61.5,54.0,989.5,180.0
161,Little Cowboys,YellowPerch,82,303,286,68,0.331,0.786,509,17,6,3.62,1.2,43,,8,21591,D4 - Mariano Rivera,124711,1.0,4.0,3.0,224.0,30.5,35.0,24.0,29.5,20.0,187.0,150.5,129.0,837.5,196.0
162,uggla123,superplatypus57,106,403,329,35,0.331,0.773,669,16,19,4.13,1.29,47,,9,21591,D4 - Mariano Rivera,125392,43.0,129.0,28.0,96.5,30.5,17.0,114.0,25.5,66.5,71.5,43.0,171.0,835.5,197.0
163,Darebel10000,Darebel10000,92,336,318,39,0.322,0.759,664,49,20,3.96,1.26,37,,10,21591,D4 - Mariano Rivera,124866,7.0,18.0,16.0,129.5,5.5,4.5,108.5,189.0,73.0,102.0,71.5,68.0,792.5,206.0
164,"Rigs, Pipes & Lettuce",NufCed,87,297,331,43,0.324,0.775,470,6,4,3.87,1.2,38,,11,21591,D4 - Mariano Rivera,124685,4.0,2.0,32.5,151.0,8.5,20.5,9.0,6.5,14.0,129.0,150.5,77.0,604.5,217.0
165,War Pigs,gloriouswombat,115,308,323,22,0.336,0.797,537,45,0,4.14,1.32,24,,12,21591,D4 - Mariano Rivera,125378,96.0,5.0,18.5,13.5,57.5,59.5,33.0,170.5,3.0,67.0,22.0,10.5,556.0,220.0
166,SonsofBichettes,Wisemansstaff,126,406,387,43,0.353,0.828,648,51,46,3.73,1.18,29,,1,21592,D4 - Mark Buehrle,124697,144.5,135.0,146.0,151.0,189.5,151.5,98.0,195.0,208.5,164.5,171.5,23.0,1778.0,40.0
167,The Muddbutts,jimtow28,150,439,430,61,0.334,0.826,623,29,19,4.0,1.23,44,,2,21592,D4 - Mark Buehrle,124652,223.0,206.0,213.5,215.5,48.0,145.0,73.5,87.0,66.5,96.5,111.0,138.5,1624.0,70.0
168,The Vottoman Empire,KitchenTaco,112,362,300,36,0.346,0.805,700,35,24,3.63,1.14,50,,3,21592,D4 - Mark Buehrle,124693,76.5,42.5,6.0,105.0,138.5,79.0,137.5,116.0,98.0,184.0,203.5,194.0,1380.5,114.0
169,Whirly Buehrles,eddardsnark31,119,378,338,27,0.347,0.803,722,40,27,4.05,1.22,43,,4,21592,D4 - Mark Buehrle,124682,110.5,73.0,43.5,32.5,146.5,75.5,156.5,145.5,122.0,86.0,126.0,129.0,1246.5,134.0
170,Dayzdnconfused,dayzdnconfused,123,449,414,25,0.346,0.83,568,36,17,3.81,1.24,37,,5,21592,D4 - Mark Buehrle,124695,130.0,215.0,190.5,20.5,138.5,156.5,48.0,120.0,53.5,141.0,97.0,68.0,1378.5,115.0
171,The Hacksaw,DrJackBauer,111,335,376,38,0.345,0.818,620,37,8,3.75,1.2,46,,6,21592,D4 - Mark Buehrle,124688,69.5,16.5,117.5,121.5,131.0,114.0,70.5,126.5,30.0,157.0,150.5,159.0,1263.5,130.0
172,tbinta,tbinta,121,383,387,58,0.332,0.806,689,41,19,4.32,1.26,45,,7,21592,D4 - Mark Buehrle,124679,120.0,88.0,146.0,211.5,38.0,82.5,129.0,150.5,66.5,29.0,71.5,148.0,1280.5,128.0
173,Wharf Rats,srndsnd,126,394,396,26,0.364,0.869,581,17,15,4.18,1.31,46,,8,21592,D4 - Mark Buehrle,124666,144.5,110.0,163.0,26.0,218.0,215.5,55.0,29.5,46.0,57.5,28.0,159.0,1252.0,132.0
174,Senatorialist,senatorialist,98,392,357,35,0.34,0.789,694,37,26,3.83,1.24,39,,9,21592,D4 - Mark Buehrle,124698,21.0,103.5,76.0,96.5,90.5,43.5,133.5,126.5,112.5,137.5,97.0,88.5,1126.5,152.0
175,Lt. Frank Drebin,alekhine888,102,338,313,32,0.329,0.76,486,30,25,4.28,1.26,22,,10,21592,D4 - Mark Buehrle,124687,29.5,21.0,14.0,71.5,22.0,6.5,16.0,91.5,105.0,36.0,71.5,7.5,492.0,224.0
176,Samuels Square Garden,jacobgomets,98,332,329,35,0.336,0.786,639,17,7,4.31,1.32,39,,11,21592,D4 - Mark Buehrle,124665,21.0,14.0,28.0,96.5,57.5,35.0,86.5,29.5,24.5,30.0,22.0,88.5,533.0,222.0
177,Keepin' it Realmuto,FletchTopper,86,295,268,22,0.344,0.836,370,27,0,4.09,1.28,30,,12,21592,D4 - Mark Buehrle,124691,3.0,1.0,2.0,13.5,122.0,169.0,2.0,79.5,3.0,79.5,52.0,30.0,556.5,219.0
178,The Rosies,RoRosie,149,466,455,51,0.363,0.88,682,38,56,3.45,1.2,43,,1,21593,D4 - Roger Clemens,124672,219.0,224.0,223.0,187.5,214.0,219.0,123.5,135.0,222.5,207.0,150.5,129.0,2254.0,3.0
179,Smoak 'Em If You Got 'Em,slaw47,138,423,423,45,0.331,0.819,767,70,6,3.45,1.14,49,,2,21593,D4 - Roger Clemens,124664,190.5,182.5,202.0,161.0,30.5,117.5,198.5,224.0,20.0,207.0,203.5,187.5,1924.5,18.0
180,Jobos Hobos,jobo1372,137,389,430,20,0.34,0.811,702,51,26,3.77,1.22,47,,3,21593,D4 - Roger Clemens,124660,185.5,97.0,213.5,9.0,90.5,100.0,140.0,195.0,112.5,151.0,126.0,171.0,1591.0,79.0
181,I Like Big Bats,fahey42,118,389,374,36,0.346,0.808,645,31,50,3.55,1.16,41,,4,21593,D4 - Roger Clemens,124671,105.0,97.0,113.0,105.0,138.5,89.5,94.0,97.0,215.5,196.0,190.5,107.5,1548.5,88.0
182,Some Lady Named Baby Ruth,abrown26,102,365,343,38,0.355,0.824,522,25,19,3.5,1.06,31,,5,21593,D4 - Roger Clemens,124651,29.5,50.5,50.0,121.5,199.5,137.5,25.0,70.5,66.5,200.5,225.5,34.5,1211.0,142.0
183,santiago casilla batting,Borderlines,124,430,378,54,0.347,0.825,473,38,9,4.4,1.31,29,,6,21593,D4 - Roger Clemens,124658,134.5,197.0,126.5,198.5,146.5,140.5,11.0,135.0,34.0,23.0,28.0,23.0,1197.5,144.0
184,WillyMaysHays,willymayshays,129,371,383,25,0.35,0.854,478,24,44,4.14,1.25,21,,7,21593,D4 - Roger Clemens,124662,162.5,61.5,136.0,20.5,169.0,201.0,13.0,64.0,204.0,67.0,84.0,6.0,1188.5,147.0
185,Planet Express,PJFry,104,342,342,32,0.316,0.762,740,40,10,3.91,1.25,50,,8,21593,D4 - Roger Clemens,124674,36.5,25.0,49.0,71.5,1.0,9.5,179.0,145.5,35.5,113.0,84.0,194.0,943.5,185.5
186,LJ's Hoes,segoldma,117,416,402,37,0.348,0.828,483,24,4,4.71,1.27,30,,9,21593,D4 - Roger Clemens,124657,102.5,161.5,170.0,112.0,155.5,151.5,14.0,64.0,14.0,6.0,61.5,30.0,1042.5,175.0
187,Other People's Keepers,MrMet15,104,361,333,46,0.341,0.808,644,32,21,4.28,1.31,36,,10,21593,D4 - Roger Clemens,124670,36.5,40.0,37.0,168.0,98.0,89.5,92.5,102.0,79.5,36.0,28.0,60.0,867.0,194.0
188,Springfield Isotopes,enjoyingcarp650,109,364,327,32,0.351,0.817,709,18,7,4.54,1.34,41,,11,21593,D4 - Roger Clemens,124667,60.0,46.5,22.0,71.5,176.5,112.0,146.5,35.5,24.5,14.0,13.0,107.5,829.5,199.0
189,Faith + 1,LeftCoastDrumer,84,318,265,52,0.326,0.736,546,20,8,3.79,1.1,39,,12,21593,D4 - Roger Clemens,124678,2.0,9.0,1.0,191.5,12.5,1.0,38.5,44.0,30.0,146.5,217.5,88.5,782.0,207.0
190,The Duda Abides,kennkerp,150,451,429,35,0.353,0.86,719,33,19,3.54,1.17,59,,1,21594,D4 - Willie Mays,124690,223.0,216.5,211.5,96.5,189.5,209.5,152.5,105.5,66.5,197.5,180.5,223.0,2072.0,7.0
191,Ponch,ponch101,150,464,453,30,0.369,0.91,675,40,41,3.96,1.22,43,,2,21594,D4 - Willie Mays,124704,223.0,223.0,221.0,55.0,224.0,226.0,118.5,145.5,192.0,102.0,126.0,129.0,1985.0,12.0
192,Dock Ellis,eatinChips,125,420,408,47,0.364,0.853,661,31,42,3.77,1.23,34,,3,21594,D4 - Willie Mays,124742,138.0,174.0,183.5,173.0,218.0,198.5,106.5,97.0,196.5,151.0,111.0,49.5,1796.5,38.0
193,Scherzer? I barely Cano her.,yaheardwperd,124,413,360,53,0.333,0.799,713,37,36,3.53,1.17,55,,4,21594,D4 - Willie Mays,124654,134.5,155.0,83.5,195.0,43.0,67.5,148.5,126.5,175.5,199.0,180.5,216.5,1725.0,53.0
194,Never Have I Devers,camboss,127,451,438,65,0.341,0.827,716,18,18,4.06,1.22,49,,5,21594,D4 - Willie Mays,124735,153.5,216.5,217.0,220.5,98.0,148.5,150.0,35.5,58.0,83.5,126.0,187.5,1694.5,60.0
195,Madison Mallards,MBatistussi,134,396,361,41,0.339,0.814,609,45,46,3.96,1.22,36,,6,21594,D4 - Willie Mays,124689,180.0,115.0,87.0,140.5,82.5,108.0,67.0,170.5,208.5,102.0,126.0,60.0,1447.0,100.0
196,God Hates Skaggs,mattcahill,120,378,378,29,0.336,0.81,811,47,13,3.74,1.22,58,,7,21594,D4 - Willie Mays,124726,116.5,73.0,126.5,46.0,57.5,97.0,217.0,179.5,41.5,160.0,126.0,221.5,1462.0,97.0
197,Proxy Draft,Thesneak155,94,329,316,63,0.337,0.788,489,48,19,3.61,1.17,25,,8,21594,D4 - Willie Mays,125981,11.0,12.0,15.0,217.0,64.5,40.5,18.0,183.0,66.5,189.0,180.5,12.5,1009.5,178.0
198,Failure to Launch Angle,Take Over,113,396,353,43,0.351,0.83,470,44,8,3.77,1.28,30,,9,21594,D4 - Willie Mays,124681,84.0,115.0,66.0,151.0,176.5,156.5,9.0,163.5,30.0,151.0,52.0,30.0,1184.5,148.0
199,A+ for Effort,D3f3nd3r,142,415,395,20,0.347,0.849,535,7,17,4.8,1.36,33,,10,21594,D4 - Willie Mays,124767,204.0,159.0,161.5,9.0,146.5,194.0,31.5,9.5,53.5,2.0,5.5,45.5,1021.5,176.0
200,Shelby Miller Return Tour,poopascoopa69,95,316,312,30,0.341,0.793,475,37,4,4.04,1.17,29,,11,21594,D4 - Willie Mays,124653,13.5,8.0,12.5,55.0,98.0,49.5,12.0,126.5,14.0,89.5,180.5,23.0,682.0,213.0
201,God Squad,Take Over,92,340,370,29,0.338,0.786,507,18,8,4.06,1.23,25,,12,21594,D4 - Willie Mays,124721,7.0,23.5,106.0,46.0,72.5,35.0,23.0,35.5,30.0,83.5,111.0,12.5,585.5,218.0
202,Byron Buxton Top 5,stranske,132,423,375,41,0.373,0.861,653,62,25,3.88,1.21,36,,1,21595,D4 - Frank Robinson,124663,173.5,182.5,115.0,140.5,226.0,211.5,101.5,221.5,105.0,123.5,138.5,60.0,1799.0,37.0
203,Wrigley Wrecking Crew,ThisIsOurYear,119,404,356,37,0.354,0.842,675,35,44,3.25,1.12,44,,2,21595,D4 - Frank Robinson,124985,110.5,131.5,73.0,112.0,194.0,181.0,118.5,116.0,204.0,221.0,211.5,138.5,1811.5,33.0
204,puddy,studio54,125,390,392,55,0.343,0.841,636,46,23,3.44,1.07,43,,3,21595,D4 - Frank Robinson,124709,138.0,99.5,157.5,202.5,114.0,180.0,81.5,176.0,91.0,210.5,223.5,129.0,1803.0,36.0
205,Color of Money,Zolak,148,436,424,31,0.336,0.823,624,39,24,3.87,1.22,42,,4,21595,D4 - Frank Robinson,125096,216.5,203.5,204.5,62.5,57.5,134.0,75.5,140.5,98.0,129.0,126.0,117.5,1565.0,83.0
206,Chatt Mapman Superstars,theDICTATORguy,139,443,411,38,0.344,0.805,622,37,31,3.93,1.27,39,,5,21595,D4 - Frank Robinson,124747,195.5,211.0,187.5,121.5,122.0,79.0,72.0,126.5,148.0,108.0,61.5,88.5,1521.0,93.0
207,Ral,RalJTK,116,405,393,73,0.32,0.76,707,55,34,3.89,1.23,33,,6,21595,D4 - Frank Robinson,125373,99.5,133.0,159.5,226.0,3.5,6.5,145.0,210.5,164.5,119.5,111.0,45.5,1424.0,103.0
208,Warlex,Warlex,122,422,401,28,0.345,0.822,651,6,4,3.86,1.21,53,,7,21595,D4 - Frank Robinson,124716,124.5,179.0,169.0,38.5,131.0,129.0,99.0,6.5,14.0,133.0,138.5,209.5,1371.5,116.0
209,Chris Davis Support Group,sooners285,106,376,363,29,0.347,0.811,743,38,29,4.27,1.29,38,,8,21595,D4 - Frank Robinson,124815,43.0,69.0,89.0,46.0,146.5,100.0,182.0,135.0,134.5,39.5,43.0,77.0,1104.5,160.5
210,Scrapple10,Scrapple10,114,358,376,64,0.348,0.853,484,37,0,4.17,1.27,32,,9,21595,D4 - Frank Robinson,125463,91.5,36.5,117.5,218.5,155.5,198.5,15.0,126.5,3.0,60.5,61.5,40.0,1124.5,154.0
211,Daddy's Little Girls,Pete_Grassi,107,372,354,31,0.347,0.835,591,7,2,3.92,1.27,53,,10,21595,D4 - Frank Robinson,125420,49.5,63.5,69.0,62.5,146.5,166.0,61.0,9.5,8.0,110.5,61.5,209.5,1017.0,177.0
212,Mad Max's Madness,Verarde,103,365,356,31,0.339,0.798,597,39,22,4.24,1.25,34,,11,21595,D4 - Frank Robinson,124684,32.5,50.5,73.0,62.5,82.5,64.0,63.0,140.5,86.0,44.5,84.0,49.5,832.5,198.0
213,Password is Taco,Mr_Whitman,105,351,338,14,0.338,0.798,593,19,22,4.14,1.21,45,,12,21595,D4 - Frank Robinson,125450,39.5,30.0,43.5,2.0,72.5,64.0,62.0,41.0,86.0,67.0,138.5,148.0,794.0,205.0
214,MadBum Men,fert360,133,441,397,40,0.346,0.826,682,38,8,3.47,1.17,54,,1,21596,D4 - Mark Mulder,124680,177.0,210.0,164.0,135.0,138.5,145.0,123.5,135.0,30.0,204.0,180.5,212.5,1855.0,25.0
215,Expos,MikeO13,131,417,377,45,0.355,0.859,665,26,28,4.05,1.2,49,,2,21596,D4 - Mark Mulder,124729,170.5,165.0,122.5,161.0,199.5,207.0,111.0,75.0,129.5,86.0,150.5,187.5,1765.0,45.0
216,Terlets and Boilers,HRsOnly,133,403,417,66,0.357,0.861,569,21,27,3.9,1.19,32,,3,21596,D4 - Mark Mulder,125371,177.0,129.0,195.0,222.5,205.5,211.5,49.5,47.5,122.0,116.5,162.0,40.0,1678.0,63.0
217,Miggy Mouse Club,Squinto,143,408,389,21,0.357,0.881,643,41,30,4.04,1.21,37,,3,21596,D4 - Mark Mulder,124683,207.5,140.0,151.0,11.5,205.5,221.0,91.0,150.5,140.0,89.5,138.5,68.0,1614.0,73.0
218,Fargo Frostbite,HuskerVol716,131,412,414,42,0.352,0.827,731,38,28,4.39,1.29,41,,5,21596,D4 - Mark Mulder,124661,170.5,151.5,190.5,145.0,184.0,148.5,168.0,135.0,129.5,24.0,43.0,107.5,1597.0,76.5
219,Dahl Me Maybe,theillusionist,124,438,398,33,0.343,0.83,625,21,18,4.18,1.25,44,,6,21596,D4 - Mark Mulder,125419,134.5,205.0,165.0,80.0,114.0,156.5,77.0,47.5,58.0,57.5,84.0,138.5,1317.5,121.0
220,Mozambiques,Porkchop120,109,379,358,41,0.341,0.801,623,16,6,3.13,1.16,51,,7,21596,D4 - Mark Mulder,124686,60.0,76.0,79.0,140.5,98.0,71.5,73.5,25.5,20.0,225.0,190.5,201.5,1261.0,131.0
221,Fleer Ultra,MeesterHat,111,392,304,37,0.341,0.798,567,49,18,4.01,1.19,32,,8,21596,D4 - Mark Mulder,124826,69.5,103.5,8.0,112.0,98.0,64.0,47.0,189.0,58.0,94.5,162.0,40.0,1045.5,174.0
222,Himalaya Playas,zigzagmaru,107,415,389,52,0.339,0.795,612,19,10,4.16,1.31,44,,9,21596,D4 - Mark Mulder,124675,49.5,159.0,151.0,191.5,82.5,53.0,68.0,41.0,35.5,62.0,28.0,138.5,1059.5,172.5
223,Greinke's Haunted Mansion,mcombs,97,311,305,27,0.341,0.783,618,49,31,3.79,1.19,27,,10,21596,D4 - Mark Mulder,124777,17.0,6.0,9.0,32.5,98.0,32.0,69.0,189.0,148.0,146.5,162.0,17.0,926.0,189.0
224,Manatee Stingers,jimgriddy,98,381,366,49,0.328,0.775,671,52,7,4.2,1.31,42,,11,21596,D4 - Mark Mulder,125353,21.0,82.5,94.0,181.5,18.0,20.5,115.0,199.0,24.5,51.0,28.0,117.5,952.5,184.0
225,Chad Hippos,Sir-tomba,101,361,346,27,0.338,0.793,586,0,21,4.29,1.25,41,,12,21596,D4 - Mark Mulder,124677,28.0,40.0,54.5,32.5,72.5,49.5,59.0,1.0,79.5,33.5,84.0,107.5,641.5,215.0
