,Team,Owner,HR,R,RBI,SB,OBP,OPS,SO,SV,HD,ERA,WHP,QS,Pts,Rank,league_id,league_name,team_id,HR_Points,R_Points,RBI_Points,SB_Points,OBP_Points,OPS_Points,SO_Points,SV_Points,HD_Points,ERA_Points,WHP_Points,QS_Points,Total_Points,Overall_Rank
39,gscorefb,gscorefb,125,363,366,29,0.336,0.819,638,25,30,4.44,1.34,42,,10,21580,D2 - Joe Torre,124190,172.0,91.0,144.0,61.0,69.0,128.5,113.0,76.5,154.5,17.5,14.5,144.0,1185.5,146.0
40,Vladdy is Zaddy,NDZ,108,358,339,28,0.325,0.777,701,20,37,4.19,1.28,46,,11,21580,D2 - Joe Torre,124182,88.5,81.0,79.5,51.0,12.0,29.0,177.0,48.0,187.0,55.5,55.0,189.5,1053.0,172.0
41,The Ghost Of Drake LaRoche,cobright,118,344,340,16,0.341,0.805,650,48,25,4.33,1.26,29,,12,21580,D2 - Joe Torre,124157,139.0,50.0,83.5,5.5,110.0,90.5,125.0,195.5,118.5,33.0,78.0,33.0,1061.5,169.0
42,Fuzzy Orange Monster,HanshinFan,114,336,306,44,0.333,0.793,577,34,29,3.94,1.28,34,,13,21580,D2 - Joe Torre,124213,119.5,37.0,26.0,169.0,49.5,52.5,66.5,119.0,146.5,115.0,55.0,61.0,1016.5,177.0
43,IWannaBeHonest,IWannaBeHonest,100,325,360,55,0.321,0.772,647,13,16,4.44,1.34,40,,14,21580,D2 - Joe Torre,124150,45.0,26.5,130.0,209.5,5.0,18.0,121.0,20.5,55.0,17.5,14.5,118.0,780.5,207.0
44,Big Willy Style,bigwilbert,152,399,405,22,0.35,0.859,684,23,30,3.57,1.17,48,,1,21582,D2 - Bobby Cox,124393,226.0,187.5,208.5,17.0,177.0,210.5,157.5,63.5,154.5,194.0,180.0,201.5,1977.5,12.0
45,Vandelay Industries,sterlingmallory,108,390,338,39,0.349,0.798,701,44,38,3.74,1.16,46,,2,21582,D2 - Bobby Cox,124155,88.5,166.0,76.5,142.5,166.0,69.5,177.0,179.0,191.0,159.0,190.0,189.5,1794.5,35.0
46,Giada's Puff Pastries,luther_elmo,117,375,391,64,0.339,0.826,747,22,29,3.79,1.18,44,,3,21582,D2 - Bobby Cox,124320,134.0,117.0,191.0,223.0,92.0,150.5,206.0,56.5,146.5,143.0,168.5,166.0,1794.0,36.0
47,The Nifty Fifty,HunterbeHunted,106,380,334,42,0.341,0.799,733,54,47,3.36,1.23,39,,3,21582,D2 - Bobby Cox,124301,73.5,132.5,65.5,157.0,110.0,76.0,201.0,217.5,215.5,213.5,114.0,108.0,1684.0,63.0
48,Team SESH,shanewalden,127,380,359,34,0.343,0.837,696,12,28,4.22,1.28,46,,5,21582,D2 - Bobby Cox,124195,180.0,132.5,127.5,103.5,126.5,178.0,173.0,18.5,138.0,49.5,55.0,189.5,1471.5,98.0
49,falco1002,chaopw2010,118,408,373,28,0.343,0.797,706,43,25,4.31,1.35,43,,6,21582,D2 - Bobby Cox,124200,139.0,203.5,160.0,51.0,126.5,64.0,182.0,171.5,118.5,35.0,8.0,156.5,1415.5,106.0
50,The Way Baseball Go,Untgt51,107,351,333,24,0.331,0.797,779,25,35,3.74,1.14,46,,7,21582,D2 - Bobby Cox,124270,80.0,64.5,63.5,24.5,36.0,64.0,219.5,76.5,182.0,159.0,203.0,189.5,1362.0,116.0
51,Dirty Scherzey,MorphineSmile,115,378,360,26,0.335,0.797,680,44,26,3.7,1.24,46,,8,21582,D2 - Bobby Cox,124336,124.5,123.5,130.0,36.0,62.0,64.0,151.5,179.0,127.5,171.0,97.0,189.5,1455.5,102.0
52,Chicks Dig the Long Dongers,southpaw47,105,373,343,24,0.338,0.785,720,50,29,3.69,1.08,38,,9,21582,D2 - Bobby Cox,124203,68.5,115.0,91.0,24.5,82.0,37.0,192.0,203.0,146.5,175.0,222.0,96.0,1452.5,103.0
53,Springer Training '19,ogin,113,348,378,44,0.327,0.795,692,28,29,4.51,1.33,39,,10,21582,D2 - Bobby Cox,124174,114.5,58.5,169.5,169.0,18.5,58.5,165.0,91.5,146.5,14.0,19.5,108.0,1133.0,154.0
54,Right in the Pujols,frmrpreztaft,104,346,321,44,0.332,0.778,704,15,43,3.97,1.27,39,,11,21582,D2 - Bobby Cox,124334,63.0,55.0,45.5,169.0,42.0,32.0,181.0,26.0,206.5,106.5,67.5,108.0,1102.0,164.0
55,The Wright Stuff,bruceitup,118,377,320,32,0.329,0.786,674,50,19,4.36,1.2,35,,12,21582,D2 - Bobby Cox,124243,139.0,120.5,43.5,85.0,26.5,39.5,145.5,203.0,75.5,26.5,151.5,69.0,1125.0,156.0
56,slow drafts suck,69putout,107,356,364,31,0.35,0.841,501,22,18,4.63,1.38,29,,13,21582,D2 - Bobby Cox,124149,80.0,75.0,137.5,75.5,177.0,188.0,26.0,56.5,66.5,7.0,3.0,33.0,925.0,187.0
57,My team,tkfyesterday,94,341,321,48,0.35,0.81,460,2,13,4.47,1.34,37,,14,21582,D2 - Bobby Cox,124332,23.5,43.5,45.5,184.0,177.0,105.0,10.0,4.0,42.5,15.0,14.5,86.0,750.5,210.0
58,Trillium Trails,nfeuerer,139,394,406,36,0.337,0.821,710,31,34,3.6,1.15,44,,1,21583,D3 - Andy Pettitte,124328,210.0,176.5,211.5,122.5,75.0,135.5,184.0,107.0,177.5,190.0,196.0,166.0,1951.5,15.0
59,Arrow'd by Archer,mkultra3,127,379,399,37,0.344,0.852,675,40,34,3.99,1.28,37,,2,21583,D3 - Andy Pettitte,124440,180.0,127.0,204.5,130.5,137.5,203.5,147.0,152.5,177.5,101.5,55.0,86.0,1702.5,59.0
60,Ahead of the Curve,jdballa,119,399,361,35,0.339,0.81,768,51,38,4.21,1.31,43,,3,21583,D3 - Andy Pettitte,124371,145.0,187.5,133.0,112.5,92.0,105.0,217.0,208.5,191.0,52.0,27.5,156.5,1627.5,71.0
61,Oneonta Tigers,breakfishclub,130,397,379,35,0.366,0.88,654,27,29,4.89,1.39,46,,4,21583,D3 - Andy Pettitte,124345,189.0,182.0,171.5,112.5,224.0,220.0,129.5,86.0,146.5,2.0,2.0,189.5,1654.5,66.0
62,Happy Holadays,SHTTNwTHINKIN,109,365,335,28,0.338,0.798,844,58,29,3.41,1.15,49,,5,21583,D3 - Andy Pettitte,124299,95.0,97.5,67.5,51.0,82.0,69.5,226.0,221.0,146.5,210.0,196.0,206.5,1668.5,64.0
63,Bush League Brawlers,topheroc,109,358,365,52,0.336,0.8,722,45,32,3.5,1.2,42,,6,21583,D3 - Andy Pettitte,124369,95.0,81.0,140.5,203.0,69.0,81.5,193.0,184.0,164.0,201.0,151.5,144.0,1707.5,55.5
64,The Juiced Balls,JayWilly,135,392,384,34,0.342,0.826,682,18,13,4.36,1.27,45,,7,21583,D3 - Andy Pettitte,124296,204.0,171.5,182.0,103.5,116.5,150.5,155.0,38.5,42.5,26.5,67.5,175.5,1433.5,104.0
65,Red Rockets,hgfantomos,107,379,339,48,0.339,0.798,678,42,27,3.79,1.22,42,,8,21583,D3 - Andy Pettitte,124325,80.0,127.0,79.5,184.0,92.0,69.5,149.5,163.0,133.0,143.0,132.5,144.0,1497.0,94.0
66,Helyar Hellhounds,holtbeast70,112,342,305,25,0.331,0.79,629,35,3,3.44,1.07,49,,9,21583,D3 - Andy Pettitte,124284,109.5,46.0,22.0,31.0,36.0,48.0,108.5,123.0,11.0,206.0,223.5,206.5,1171.0,147.0
67,stupid money,spacejam8,94,368,340,33,0.35,0.809,547,21,10,3.78,1.17,34,,10,21583,D3 - Andy Pettitte,124344,23.5,104.0,83.5,95.5,177.0,100.5,49.0,52.0,37.0,146.5,180.0,61.0,1109.5,160.5
68,Springfield Isotopes,Saaulgooodmaan,104,335,343,67,0.343,0.82,441,14,2,4.61,1.24,38,,11,21583,D3 - Andy Pettitte,124359,63.0,34.5,91.0,225.0,126.5,131.5,6.5,23.0,8.5,8.5,97.0,96.0,911.0,188.0
69,Lord Chanka,BillyDietz,110,339,302,23,0.344,0.814,470,19,32,4.05,1.26,24,,12,21583,D3 - Andy Pettitte,124391,100.5,40.5,18.0,20.0,137.5,115.5,19.0,44.0,164.0,83.0,78.0,13.5,833.5,204.0
70,Battered Bird Club,Tomosaki,121,399,390,36,0.353,0.859,662,30,24,3.55,1.22,40,,1,21584,D3 - Randy Johnson,124355,156.0,187.5,188.0,122.5,194.5,210.5,135.5,101.5,108.5,196.0,132.5,118.0,1851.0,21.5
71,Springfield Isotopes,sanru22,126,385,388,44,0.35,0.841,754,24,19,3.87,1.2,45,,2,21584,D3 - Randy Johnson,124289,175.5,150.0,185.0,169.0,177.0,188.0,210.0,71.0,75.5,127.5,151.5,175.5,1855.5,19.0
72,wOBAffet,AdroitNinja,123,380,366,32,0.36,0.857,685,45,30,3.89,1.17,38,,3,21584,D3 - Randy Johnson,124338,167.0,132.5,144.0,85.0,212.5,209.0,159.5,184.0,154.5,124.0,180.0,96.0,1848.0,23.0
73,Redbird Redemption,RedbeardMtn,115,397,393,46,0.355,0.828,622,17,22,3.69,1.22,45,,4,21584,D3 - Randy Johnson,124357,124.5,182.0,193.5,176.0,203.5,161.0,101.0,33.5,92.0,175.0,132.5,175.5,1750.0,45.0
74,Indecent Expos,MurrayN,110,407,379,16,0.349,0.821,726,53,28,4.2,1.23,41,,5,21584,D3 - Randy Johnson,124295,100.5,201.5,171.5,5.5,166.0,135.5,195.0,214.5,138.0,54.0,114.0,130.0,1626.0,72.0
75,Jhonny P. Goode,BackInRed,114,404,377,31,0.35,0.824,621,32,38,3.95,1.23,36,,6,21584,D3 - Randy Johnson,124263,119.5,195.0,168.0,75.5,177.0,145.0,98.5,110.5,191.0,112.5,114.0,77.5,1584.0,78.0
76,Swing and A Miss,bmox09,127,385,369,34,0.331,0.816,627,40,24,4.12,1.27,41,,7,21584,D3 - Randy Johnson,124288,180.0,150.0,152.0,103.5,36.0,121.0,106.0,152.5,108.5,68.5,67.5,130.0,1375.5,114.0
77,FaNtAsY bAsEbAlL,BluntForce19,107,356,306,31,0.322,0.747,693,64,19,3.8,1.16,44,,8,21584,D3 - Randy Johnson,124269,80.0,75.0,26.0,75.5,8.0,3.0,166.0,223.0,75.5,140.0,190.0,166.0,1228.0,141.0
78,Andy6789,Andy6789,106,351,346,48,0.344,0.818,532,26,17,3.66,1.14,40,,9,21584,D3 - Randy Johnson,124280,73.5,64.5,100.0,184.0,137.5,124.5,46.0,81.0,60.0,182.0,203.0,118.0,1374.0,115.0
79,Ol' Dirty Bastardo,scottiemac41,107,336,338,48,0.338,0.797,441,43,28,3.41,1.14,27,,9,21584,D3 - Randy Johnson,124261,80.0,37.0,76.5,184.0,82.0,64.0,6.5,171.5,138.0,210.0,203.0,22.0,1274.5,128.0
80,Trout Mike Replica,camly75,126,345,346,22,0.346,0.842,536,13,5,4.33,1.34,36,,11,21584,D3 - Randy Johnson,124267,175.5,53.0,100.0,17.0,151.5,191.0,48.0,20.5,19.0,33.0,14.5,77.5,900.5,191.0
81,Steve Lyon's Trousers,comosaydeesay,94,350,320,48,0.314,0.755,577,7,23,4.1,1.3,38,,12,21584,D3 - Randy Johnson,124317,23.5,61.5,43.5,184.0,1.0,5.0,66.5,10.0,99.5,72.5,34.5,96.0,697.5,215.0
82,Gyroballs are tasty,Hardrock527,132,380,380,33,0.342,0.823,817,42,24,3.85,1.24,57,,1,21585,D3 - John Smoltz,124310,197.5,132.5,175.0,95.5,116.5,142.5,224.0,163.0,108.5,133.0,97.0,224.0,1809.0,32.0
83,Rollie Fingaz,Rollie_Fingers,120,388,399,27,0.339,0.801,819,25,55,3.7,1.1,48,,2,21585,D3 - John Smoltz,124254,150.0,159.5,204.5,42.0,92.0,84.5,225.0,76.5,225.5,171.0,219.0,201.5,1851.0,21.5
84,jheist917,jheist917,122,392,389,50,0.334,0.799,700,51,23,3.77,1.18,44,,3,21585,D3 - John Smoltz,124275,162.0,171.5,186.0,193.0,56.0,76.0,175.0,208.5,99.5,151.0,168.5,166.0,1813.0,29.0
85,Harper Contract Is Ryan Howard Contract 2.0,KobraCola,111,394,373,28,0.366,0.874,671,42,34,3.93,1.23,40,,4,21585,D3 - John Smoltz,124255,105.5,176.5,160.0,51.0,224.0,219.0,143.0,163.0,177.5,117.0,114.0,118.0,1768.5,41.0
86,Light Sabermetrics,DarthKling,127,413,375,41,0.354,0.843,758,25,23,4.23,1.28,48,,5,21585,D3 - John Smoltz,124276,180.0,206.5,164.5,151.0,200.5,192.5,211.5,76.5,99.5,46.0,55.0,201.5,1785.0,39.0
87,Stop melden,clayko,131,404,398,42,0.351,0.848,584,39,21,4.08,1.33,43,,6,21585,D3 - John Smoltz,124251,193.5,195.0,202.0,157.0,187.5,200.0,72.0,148.0,86.0,77.0,19.5,156.5,1694.0,61.0
88,Ice Cold Pitchers,mbennings,131,384,358,36,0.341,0.813,736,28,31,3.91,1.19,42,,7,21585,D3 - John Smoltz,124278,193.5,146.0,126.0,122.5,110.0,111.0,203.0,91.5,159.5,119.5,160.0,144.0,1686.5,62.0
89,Arrdee,Arrdee,123,378,398,52,0.338,0.824,524,27,29,4.02,1.26,24,,8,21585,D3 - John Smoltz,124273,167.0,123.5,202.0,203.0,82.0,145.0,43.0,86.0,146.5,91.0,78.0,13.5,1380.5,113.0
90,obiwan088,obiwan088,96,345,323,24,0.329,0.777,629,50,25,3.18,1.11,43,,9,21585,D3 - John Smoltz,124297,28.0,53.0,50.0,24.5,26.5,29.0,108.5,203.0,118.5,223.0,215.0,156.5,1235.5,136.5
91,Nonstop87,Take Over,110,375,316,37,0.35,0.813,507,26,45,4.13,1.24,19,,10,21585,D3 - John Smoltz,124955,100.5,117.0,39.5,130.5,177.0,111.0,29.0,81.0,211.5,65.5,97.0,3.5,1163.0,149.0
92,Killer Tofu,patodro,121,366,355,35,0.342,0.821,605,55,14,4.74,1.33,27,,11,21585,D3 - John Smoltz,124245,156.0,99.0,122.0,112.5,116.5,135.5,85.0,219.5,45.5,5.0,19.5,22.0,1138.0,153.0
93,Untitled,Take Over,88,306,311,41,0.326,0.779,476,11,15,4.6,1.35,29,,12,21585,D3 - John Smoltz,124294,11.5,12.0,32.5,151.0,15.0,34.0,22.0,16.0,50.0,10.0,8.0,33.0,395.0,226.0
94,GIANT QUESTIONS,Tr0N,121,380,364,30,0.347,0.828,715,59,14,3.43,1.19,53,,1,21586,D3 - Pedro Martinez,124279,156.0,132.5,137.5,69.5,156.5,161.0,188.0,222.0,45.5,207.0,160.0,217.5,1853.0,20.0
95,Show Me Your Foul Tips,mattsui,130,392,390,39,0.341,0.839,712,1,33,3.88,1.2,55,,2,21586,D3 - Pedro Martinez,124340,189.0,171.5,188.0,142.5,110.0,183.0,185.5,2.5,170.5,125.5,151.5,222.0,1841.5,24.0
96,Billy Beane is Not My Lover,H4MSTER297,127,425,402,48,0.332,0.798,751,50,7,3.63,1.2,41,,3,21586,D3 - Pedro Martinez,124316,180.0,216.5,206.0,184.0,42.0,69.5,209.0,203.0,26.5,187.0,151.5,130.0,1805.0,33.0
97,Mattingly's Sideburns,Zoomzilla,119,368,350,14,0.346,0.819,749,24,50,3.36,1.14,53,,4,21586,D3 - Pedro Martinez,124322,145.0,104.0,110.0,2.0,151.5,128.5,207.0,71.0,218.5,213.5,203.0,217.5,1771.5,40.0
98,treemeister22,treemeister22,116,367,378,23,0.363,0.854,618,48,42,3.66,1.23,36,,5,21586,D3 - Pedro Martinez,124315,130.0,100.5,169.5,20.0,218.0,207.0,95.0,195.5,203.5,182.0,114.0,77.5,1712.5,54.0
99,The Mendoza Line,c_braun,108,339,347,29,0.333,0.807,761,36,39,3.33,1.1,42,,6,21586,D3 - Pedro Martinez,124318,88.5,40.5,103.0,61.0,49.5,96.5,213.5,131.0,195.0,216.0,219.0,144.0,1557.5,83.0
100,Blues Hammer,Coleslaw,140,368,403,32,0.336,0.833,695,20,26,4.37,1.28,41,,7,21586,D3 - Pedro Martinez,124283,213.0,104.0,207.0,85.0,69.0,168.5,170.0,48.0,127.5,24.5,55.0,130.0,1401.5,110.0
101,Chubby Checker,HauckPark,121,404,346,40,0.359,0.827,641,43,33,4.56,1.32,34,,8,21586,D3 - Pedro Martinez,124326,156.0,195.0,100.0,146.5,209.5,157.0,117.5,171.5,170.5,12.5,23.0,61.0,1520.0,90.5
102,Klubots,hockeyisgood,120,363,380,52,0.344,0.818,688,41,18,4.38,1.29,43,,9,21586,D3 - Pedro Martinez,124348,150.0,91.0,175.0,203.0,137.5,124.5,161.0,157.5,66.5,23.0,43.0,156.5,1488.5,95.0
103,Bullpen Bar,Mr_Monro,101,405,330,52,0.343,0.803,589,30,11,3.95,1.26,36,,10,21586,D3 - Pedro Martinez,124324,50.5,197.0,59.0,203.0,126.5,87.0,74.0,101.5,39.0,112.5,78.0,77.5,1205.5,143.0
104,Your Team Name,TonySnark,104,370,359,57,0.328,0.806,513,48,14,3.95,1.25,21,,11,21586,D3 - Pedro Martinez,124319,63.0,111.0,127.5,213.5,22.0,94.0,36.0,195.5,45.5,112.5,87.0,7.5,1115.0,158.5
105,Absolute Units,paledragon64,101,321,287,28,0.344,0.793,576,23,27,4.39,1.28,33,,12,21586,D3 - Pedro Martinez,124330,50.5,22.0,8.5,51.0,137.5,52.5,65.0,63.5,133.0,21.5,55.0,54.5,714.5,212.0
