,Team,Owner,HR,R,RBI,SB,OBP,OPS,SO,SV,HD,ERA,WHP,QS,Pts,Rank,league_id,league_name,team_id,HR_Points,R_Points,RBI_Points,SB_Points,OBP_Points,OPS_Points,SO_Points,SV_Points,HD_Points,ERA_Points,WHP_Points,QS_Points,Total_Points,Overall_Rank
10,Shaky,shaky,211,744,754,62,0.334,0.81,1019,75,46,4.59,1.32,67,,11,21579,The Sultans of Stats 2019,124202,93.5,172.5,207.5,94.0,32.5,57.5,70.5,173.0,102.5,10.0,27.5,99.0,1140.0,150.0
11,Allegheny River Stranglers,kjohnm,219,658,651,47,0.331,0.808,1169,52,70,3.99,1.27,62,,12,21579,The Sultans of Stats 2019,124151,116.5,57.5,85.5,23.0,15.0,52.0,116.0,92.5,191.0,128.0,92.5,71.0,1040.5,165.0
12,Clown Cheesesteaks,Hurtya,200,605,636,57,0.329,0.767,1276,38,71,4.1,1.21,68,,13,21579,The Sultans of Stats 2019,124188,63.5,26.0,66.0,68.5,12.0,3.0,170.0,46.5,194.0,105.0,161.5,102.5,1018.5,166.0
13,Humongous Melonheads,bearzRchill,193,677,621,61,0.337,0.799,1230,51,69,4.35,1.29,59,,14,21579,The Sultans of Stats 2019,124179,48.0,81.0,49.0,87.5,49.0,36.0,142.0,86.5,187.5,42.5,61.0,58.5,928.5,182.0
14,Mighty Morphin' Bauer Rangers,notgradylittle,190,641,581,55,0.334,0.791,1203,63,57,4.15,1.3,89,,15,21579,The Sultans of Stats 2019,124164,43.5,44.0,30.0,55.0,32.5,21.5,130.0,134.0,146.0,93.5,50.0,205.5,985.5,170.0
15,boston phucknuts,phucknut,198,653,605,53,0.323,0.772,1263,41,52,4.37,1.27,62,,16,21579,The Sultans of Stats 2019,124304,61.0,54.0,39.0,47.0,4.5,4.5,159.0,54.5,128.5,40.5,92.5,71.0,756.0,205.0
16,Hayzer,Hayzer13,221,743,736,53,0.347,0.822,1404,44,68,3.59,1.17,93,,1,21581,D2 - Tony La Russa,124209,122.0,170.5,197.0,47.0,140.0,91.0,211.0,62.5,183.5,209.0,205.0,217.0,1855.5,38.0
17,Bavarian Legends,xacex,251,750,699,76,0.34,0.82,1399,7,85,4.23,1.27,93,,2,21581,D2 - Tony La Russa,124148,202.5,180.5,152.5,156.0,73.5,83.0,208.0,4.5,219.5,70.0,92.5,217.0,1659.5,67.0
18,Team Pup N Suds,florun,247,728,722,53,0.362,0.866,1291,59,62,4.22,1.26,75,,3,21581,D2 - Tony La Russa,124161,191.0,144.5,178.0,47.0,221.0,212.0,176.0,119.0,165.5,73.5,103.5,141.5,1772.5,51.0
19,Makes you wanna Schoop Schoop Schoop,shivvvy,235,715,670,60,0.352,0.849,1378,83,38,3.98,1.21,77,,4,21581,D2 - Tony La Russa,124228,164.0,130.0,112.0,81.0,182.5,190.0,204.0,196.0,75.0,130.5,161.5,150.5,1777.0,49.5
20,hbt,onegaishimasu,208,743,647,58,0.351,0.835,1255,64,67,3.84,1.17,66,,5,21581,D2 - Tony La Russa,124226,84.5,170.5,79.5,73.5,173.0,134.5,156.5,138.5,179.0,169.0,205.0,93.0,1656.5,68.0
21,vzomed,vzomed,227,729,672,53,0.339,0.826,1476,45,75,4.31,1.27,88,,6,21581,D2 - Tony La Russa,124172,141.0,146.0,115.5,47.0,63.0,103.0,220.0,66.0,204.5,55.0,92.5,202.0,1455.5,96.0
22,kristusv,KristusV,243,708,655,84,0.342,0.829,1168,39,55,3.94,1.29,81,,7,21581,D2 - Tony La Russa,124204,177.0,116.0,92.0,183.5,90.0,114.0,114.0,50.0,136.5,140.5,61.0,177.5,1452.0,97.0
23,Finding Nimmo,SPRX97,206,661,648,62,0.354,0.824,1182,39,80,3.81,1.21,67,,8,21581,D2 - Tony La Russa,124181,77.5,61.5,82.0,94.0,195.5,95.5,123.5,50.0,212.0,177.0,161.5,99.0,1429.0,105.0
24,BustHerPosey,BustHerPosey,206,695,648,66,0.331,0.777,1252,80,61,3.65,1.16,84,,9,21581,D2 - Tony La Russa,124165,77.5,104.0,82.0,110.0,15.0,10.5,152.5,190.5,161.5,203.0,212.5,190.0,1509.0,88.0
25,Syndergaarden Cop,GarrettGus,230,716,726,59,0.343,0.844,1049,68,57,4.51,1.34,59,,10,21581,D2 - Tony La Russa,124187,150.0,132.5,186.5,76.5,99.5,164.5,81.0,148.0,146.0,17.5,17.0,58.5,1277.5,127.0
26,Two Birds One Bat,sinfolaw,212,739,659,82,0.337,0.806,1235,76,38,4.23,1.35,80,,11,21581,D2 - Tony La Russa,124173,97.0,164.5,100.0,176.5,49.0,48.0,146.0,178.5,75.0,70.0,12.5,172.5,1289.5,126.0
27,OldManMax,OldManMax,217,728,690,103,0.332,0.81,982,45,76,4.38,1.34,41,,12,21581,D2 - Tony La Russa,124205,112.0,144.5,139.0,218.0,19.5,57.5,60.0,66.0,207.5,37.0,17.0,11.0,1089.0,158.0
28,CloudKoopa,CloudKoopa,204,661,634,60,0.339,0.819,1177,63,53,4.2,1.3,60,,13,21581,D2 - Tony La Russa,124154,72.5,61.5,61.0,81.0,63.0,79.0,120.5,134.0,132.0,78.5,50.0,62.5,995.5,167.0
29,Who's Your Vladdy?,26torrez,189,631,623,83,0.335,0.804,820,68,46,4.38,1.32,31,,14,21581,D2 - Tony La Russa,124207,42.0,38.0,54.0,180.5,38.0,44.5,16.0,148.0,102.5,37.0,27.5,4.0,732.0,209.0
30,Zach20245,Zach20245,223,751,710,92,0.352,0.851,1374,47,64,3.93,1.15,93,,1,21580,D2 - Joe Torre,124167,126.5,184.0,164.5,204.0,182.5,197.5,203.0,73.0,169.5,143.0,216.0,217.0,2080.5,13.0
31,NextLevelFantasy,NextLvlFantasy,240,733,748,51,0.345,0.829,1282,22,106,3.56,1.17,84,,2,21580,D2 - Joe Torre,124033,171.5,155.0,205.0,40.0,117.5,114.0,172.0,21.5,226.0,212.5,205.0,190.0,1830.0,41.5
32,Hakuna Tanaka,ndevito1,248,732,711,56,0.343,0.825,1269,46,77,3.82,1.24,79,,3,21580,D2 - Joe Torre,124178,193.0,151.5,167.5,61.5,99.5,99.0,164.5,70.0,209.0,173.5,124.5,166.5,1680.0,65.0
33,evilempire105,evilempire105,201,750,652,76,0.351,0.836,1177,87,75,3.92,1.25,69,,4,21580,D2 - Joe Torre,124168,66.0,180.5,88.0,156.0,173.0,138.0,120.5,203.5,204.5,146.5,113.0,108.0,1697.5,60.0
34,SparksFlowing,SparksFlowing,236,714,672,75,0.346,0.821,1197,37,70,3.84,1.21,70,,5,21580,D2 - Joe Torre,124217,168.0,127.5,115.5,151.5,126.0,86.5,128.0,42.5,191.0,169.0,161.5,114.5,1581.5,78.0
35,TheTinDoor,TheTinDoor,233,737,701,90,0.344,0.836,1115,57,59,4.3,1.27,58,,6,21580,D2 - Joe Torre,124159,157.0,160.0,155.5,200.0,110.5,138.0,91.0,109.5,153.0,56.5,92.5,56.5,1480.0,92.0
36,The Mookie Monster,MattR123,198,761,669,67,0.341,0.796,1309,59,60,4.08,1.3,82,,7,21580,D2 - Joe Torre,124232,61.0,192.5,111.0,116.5,81.5,31.5,185.0,119.0,158.0,110.5,50.0,180.5,1397.0,108.0
37,HeyWaduhYaSayNahKid,ndjolt02,219,668,635,61,0.34,0.807,1212,74,50,3.84,1.22,60,,8,21580,D2 - Joe Torre,124160,116.5,71.5,63.0,87.5,73.5,49.5,133.0,167.0,120.5,169.0,149.5,62.5,1263.0,130.0
38,The Ghost Of Drake LaRoche,cobright,244,663,675,28,0.343,0.829,1211,97,49,4.41,1.25,50,,9,21580,D2 - Joe Torre,124157,181.0,64.5,120.0,2.5,99.5,114.0,132.0,216.5,116.5,29.0,113.0,31.0,1219.5,138.0
39,gscorefb,gscorefb,232,685,675,62,0.331,0.808,1263,34,67,4.38,1.31,78,,10,21580,D2 - Joe Torre,124190,155.0,90.0,120.0,94.0,15.0,52.0,159.0,35.0,179.0,37.0,39.0,158.5,1133.5,151.0
40,TeddyRoosevelt10,teddyroosevelt1,204,671,657,85,0.329,0.801,1119,71,38,4.18,1.22,63,,11,21580,D2 - Joe Torre,124152,72.5,74.5,95.0,186.5,12.0,39.0,92.5,161.5,75.0,82.0,149.5,75.5,1115.5,155.0
41,Vladdy is Zaddy,NDZ,198,676,631,57,0.336,0.804,1248,37,65,4.39,1.32,83,,12,21580,D2 - Joe Torre,124182,61.0,80.0,58.5,68.5,43.5,44.5,151.0,42.5,173.0,33.5,27.5,184.0,967.5,177.0
42,Fuzzy Orange Monster,HanshinFan,197,636,545,79,0.343,0.819,937,62,40,4.21,1.31,57,,13,21580,D2 - Joe Torre,124213,57.0,41.5,12.5,163.5,99.5,79.0,42.0,130.0,81.5,76.0,39.0,54.0,875.5,187.0
43,IWannaBeHonest,IWannaBeHonest,208,654,691,90,0.334,0.816,961,45,27,4.55,1.37,55,,14,21580,D2 - Joe Torre,124150,84.5,55.0,142.0,200.0,32.5,69.0,52.5,66.0,43.5,15.5,5.0,48.0,813.5,198.0
44,Vandelay Industries,sterlingmallory,233,763,688,73,0.353,0.839,1412,83,72,3.91,1.2,83,,1,21582,D2 - Bobby Cox,124155,157.0,195.0,134.0,144.5,190.0,149.5,212.0,196.0,197.5,149.0,175.0,184.0,2083.5,12.0
45,Big Willy Style,bigwilbert,245,727,724,45,0.349,0.833,1303,57,62,3.57,1.19,91,,2,21582,D2 - Bobby Cox,124393,185.5,142.5,182.0,18.5,155.5,127.0,183.0,109.5,165.5,211.0,187.0,211.0,1878.0,32.0
46,The Nifty Fifty,HunterbeHunted,206,718,671,82,0.347,0.821,1365,103,81,3.54,1.21,74,,3,21582,D2 - Bobby Cox,124301,77.5,135.5,113.5,176.5,140.0,86.5,201.0,222.0,214.5,215.5,161.5,135.0,1879.0,31.0
47,Team SESH,shanewalden,234,727,663,75,0.351,0.849,1320,29,52,4.17,1.27,86,,4,21582,D2 - Bobby Cox,124195,160.0,142.5,104.0,151.5,173.0,190.0,188.0,27.5,128.5,85.5,92.5,197.0,1640.0,71.5
48,Giada's Puff Pastries,luther_elmo,227,741,711,115,0.336,0.822,1338,33,60,4.48,1.27,75,,5,21582,D2 - Bobby Cox,124320,141.0,167.5,167.5,223.0,43.5,91.0,194.0,33.0,158.0,20.5,92.5,141.5,1473.0,93.0
49,The Way Baseball Go,Untgt51,209,673,652,58,0.333,0.8,1494,44,66,3.89,1.17,89,,6,21582,D2 - Bobby Cox,124270,88.5,77.5,88.0,73.5,26.0,37.0,223.0,62.5,175.5,155.0,205.0,205.5,1417.0,107.0
50,INDUSTRIAL STRENGTH TRASH DOOKIE (Dirty Scherzey),MorphineSmile,235,692,708,56,0.341,0.826,1298,60,56,4.16,1.28,78,,7,21582,D2 - Bobby Cox,124336,164.0,100.5,161.5,61.5,81.5,103.0,179.0,123.5,141.0,89.0,76.0,158.5,1439.0,100.0
51,Springer Training '19,ogin,212,710,696,72,0.341,0.83,1327,51,59,4.38,1.32,79,,8,21582,D2 - Bobby Cox,124174,97.0,120.0,148.5,141.5,81.5,121.0,189.0,86.5,153.0,37.0,27.5,166.5,1369.0,113.0
52,falco1002,chaopw2010,236,748,711,47,0.346,0.824,1220,76,46,4.63,1.35,75,,9,21582,D2 - Bobby Cox,124200,168.0,178.0,167.5,23.0,126.0,95.5,135.0,178.5,102.5,8.0,12.5,141.5,1336.0,120.0
53,slow drafts suck,69putout,225,716,732,67,0.346,0.846,954,55,45,4.73,1.39,48,,10,21582,D2 - Bobby Cox,124149,131.5,132.5,195.5,116.5,126.0,174.0,49.0,103.5,98.5,5.0,3.0,22.0,1157.0,148.0
54,Chicks Dig the Long Dongers,southpaw47,204,668,639,48,0.336,0.783,1293,73,75,4.02,1.2,63,,11,21582,D2 - Bobby Cox,124203,72.5,71.5,70.5,28.5,43.5,14.0,177.0,164.0,204.5,123.5,175.0,75.5,1220.0,137.0
55,My team,tkfyesterday,194,664,622,90,0.358,0.848,889,14,27,4.13,1.32,76,,12,21582,D2 - Bobby Cox,124332,49.5,67.0,51.5,200.0,210.5,182.5,26.0,10.5,43.5,100.0,27.5,146.0,1114.5,156.0
56,Right in the Pujols,frmrpreztaft,208,662,639,65,0.332,0.792,1316,28,81,3.96,1.29,74,,13,21582,D2 - Bobby Cox,124334,84.5,63.0,70.5,105.5,19.5,23.5,186.5,25.0,214.5,133.5,61.0,135.0,1122.0,154.0
57,The Wright Stuff,bruceitup,226,721,635,56,0.332,0.795,1253,75,47,4.62,1.28,67,,14,21582,D2 - Bobby Cox,124243,136.0,138.5,63.0,61.5,19.5,29.0,154.0,173.0,107.5,9.0,76.0,99.0,1066.0,161.0
58,Trillium Trails,nfeuerer,268,777,756,69,0.348,0.849,1401,63,67,4.03,1.21,78,,1,21583,D3 - Andy Pettitte,124328,220.0,208.0,211.0,130.5,150.0,190.0,209.5,134.0,179.0,121.0,161.5,158.5,2073.0,14.0
59,The Juiced Balls,JayWilly,277,782,774,80,0.351,0.859,1353,43,38,4.35,1.26,81,,2,21583,D3 - Andy Pettitte,124296,225.0,211.5,218.0,167.5,173.0,207.0,198.0,59.5,75.0,42.5,103.5,177.5,1858.0,36.0
60,Oneonta Tigers,breakfishclub,259,762,723,73,0.361,0.881,1287,63,62,4.58,1.37,83,,3,21583,D3 - Andy Pettitte,124345,213.0,194.0,180.0,144.5,217.5,221.0,174.0,134.0,165.5,11.0,5.0,184.0,1843.5,39.0
61,Happy Holadays,SHTTNwTHINKIN,222,713,682,56,0.339,0.814,1486,96,51,3.72,1.21,89,,4,21583,D3 - Andy Pettitte,124299,124.0,125.5,129.5,61.5,63.0,64.0,222.0,215.0,124.0,192.5,161.5,205.5,1688.0,64.0
62,Bush League Brawlers,topheroc,226,691,725,71,0.338,0.817,1421,62,73,3.9,1.24,85,,5,21583,D3 - Andy Pettitte,124369,136.0,98.0,184.5,138.0,53.5,71.5,213.0,130.0,200.5,151.5,124.5,194.5,1695.5,62.0
63,Arrow'd by Archer,mkultra3,231,733,732,69,0.341,0.846,1230,78,69,4.16,1.28,72,,6,21583,D3 - Andy Pettitte,124440,152.5,155.0,195.5,130.5,81.5,174.0,142.0,183.0,187.5,89.0,76.0,123.0,1689.5,63.0
64,Ahead of the Curve,Take Over,216,733,659,69,0.352,0.844,1163,83,61,3.96,1.29,64,,7,21583,D3 - Andy Pettitte,124371,109.0,155.0,100.0,130.5,182.5,164.5,109.5,196.0,161.5,133.5,61.0,80.5,1583.5,77.0
65,stupid money,Take Over,185,703,652,55,0.361,0.846,891,48,25,3.86,1.2,50,,8,21583,D3 - Andy Pettitte,124344,35.0,109.0,88.0,55.0,217.5,174.0,29.5,74.5,38.5,165.5,175.0,31.0,1192.5,145.0
66,Springfield Isotopes,Saaulgooodmaan,197,616,640,107,0.347,0.844,815,24,2,4.09,1.22,68,,9,21583,D3 - Andy Pettitte,124359,57.0,32.5,73.0,219.0,140.0,164.5,15.0,23.0,7.0,108.5,149.5,102.5,1091.5,157.0
67,Helyar Hellhounds,Take Over,185,583,545,36,0.329,0.778,1145,55,7,3.51,1.09,79,,10,21583,D3 - Andy Pettitte,124284,35.0,13.0,12.5,9.0,12.0,12.0,106.0,103.5,15.5,217.5,225.0,166.5,927.5,183.0
68,Red Rockets,hgfantomos,173,620,542,95,0.342,0.802,968,75,41,4.5,1.32,54,,11,21583,D3 - Andy Pettitte,124325,15.5,34.0,11.0,208.0,90.0,41.0,57.0,173.0,84.5,19.0,27.5,43.5,804.0,201.0
69,Lord Chanka,Take Over,204,607,547,35,0.343,0.822,799,36,57,4.39,1.28,38,,12,21583,D3 - Andy Pettitte,124391,72.5,27.0,14.0,7.5,99.5,91.0,12.0,39.0,146.0,33.5,76.0,7.5,625.5,217.0
70,Indecent Expos,MurrayN,229,738,746,32,0.35,0.842,1331,92,60,3.78,1.21,80,,1,21584,D3 - Randy Johnson,124295,148.0,162.0,203.0,5.0,163.0,158.0,191.0,212.0,158.0,184.0,161.5,172.5,1918.0,27.0
71,Redbird Redemption,RedbeardMtn,244,765,751,64,0.35,0.842,1114,29,52,3.88,1.23,83,,2,21584,D3 - Randy Johnson,124357,181.0,198.0,206.0,101.5,163.0,158.0,90.0,27.5,128.5,158.5,137.0,184.0,1733.0,54.0
72,wOBAffet,AdroitNinja,231,687,666,48,0.352,0.838,1437,87,59,3.88,1.17,75,,3,21584,D3 - Randy Johnson,124338,152.5,91.0,106.0,28.5,182.5,147.5,216.5,203.5,153.0,158.5,205.0,141.5,1786.0,48.0
73,Battered Bird Club,Tomosaki,235,733,705,62,0.339,0.836,1231,56,54,3.65,1.2,82,,4,21584,D3 - Randy Johnson,124355,164.0,155.0,158.0,94.0,63.0,138.0,144.0,106.0,133.5,203.0,175.0,180.5,1714.0,58.0
74,Jhonny P. Goode,BackInRed,228,760,741,75,0.353,0.844,1168,49,51,4.32,1.28,69,,5,21584,D3 - Randy Johnson,124263,145.0,190.5,199.0,151.5,190.0,164.5,114.0,77.5,124.0,51.0,76.0,108.0,1591.0,76.0
75,Swing and A Miss,bmox09,244,760,727,71,0.344,0.849,963,86,32,4.09,1.26,55,,6,21584,D3 - Randy Johnson,124288,181.0,190.5,188.5,138.0,110.5,190.0,54.0,199.5,54.0,108.5,103.5,48.0,1566.0,81.0
76,FaNtAsY bAsEbAlL,BluntForce19,226,707,638,50,0.342,0.801,1301,99,52,3.89,1.2,78,,7,21584,D3 - Randy Johnson,124269,136.0,114.0,69.0,35.5,90.0,39.0,181.0,218.0,128.5,155.0,175.0,158.5,1499.5,89.0
77,Springfield Isotopes,sanru22,219,721,690,86,0.347,0.837,1329,46,41,4.17,1.25,78,,8,21584,D3 - Randy Johnson,124289,116.5,138.5,139.0,190.0,140.0,143.5,190.0,70.0,84.5,85.5,113.0,158.5,1569.0,80.0
78,Andy6789,Andy6789,192,658,640,80,0.347,0.834,944,49,34,3.76,1.18,65,,9,21584,D3 - Randy Johnson,124280,46.5,57.5,73.0,167.5,140.0,131.0,44.0,77.5,60.0,188.0,195.5,86.5,1267.0,129.0
79,Ol' Dirty Bastardo,scottiemac41,188,616,609,88,0.339,0.785,799,74,59,4.06,1.24,44,,10,21584,D3 - Randy Johnson,124261,40.5,32.5,42.0,195.5,63.0,15.0,12.0,167.0,153.0,113.5,124.5,15.0,973.5,176.0
80,Steve Lyon's Trousers,comosaydeesay,185,678,613,93,0.319,0.775,946,8,35,4.03,1.3,62,,11,21584,D3 - Randy Johnson,124317,35.0,83.0,46.5,206.0,2.0,8.5,46.0,6.0,63.5,121.0,50.0,71.0,738.5,207.0
81,Trout Mike Replica,camly75,223,652,621,54,0.346,0.833,927,22,25,4.26,1.31,60,,12,21584,D3 - Randy Johnson,124267,126.5,53.0,49.0,51.5,126.0,127.0,36.5,21.5,38.5,61.0,39.0,62.5,792.0,204.0
82,Ice Cold Pitchers,mbennings,251,741,694,67,0.351,0.849,1495,49,56,3.76,1.17,93,,1,21585,D3 - John Smoltz,124278,202.5,167.5,145.5,116.5,173.0,190.0,224.0,77.5,141.0,188.0,205.0,217.0,2047.5,16.0
83,Harper Contract Is Ryan Howard Contract 2.0,KobraCola,236,774,794,60,0.363,0.876,1126,74,68,3.96,1.24,65,,2,21585,D3 - John Smoltz,124255,168.0,206.0,222.0,81.0,223.5,216.0,98.5,167.0,183.5,133.5,124.5,86.5,1910.0,29.0
84,Gyroballs are tasty,Hardrock527,255,723,730,64,0.342,0.83,1439,101,49,3.86,1.22,91,,3,21585,D3 - John Smoltz,124310,208.5,140.5,192.5,101.5,90.0,121.0,218.0,219.5,116.5,165.5,149.5,211.0,1934.0,25.0
85,Rollie Fingaz,Rollie_Fingers,261,731,745,47,0.339,0.817,1563,51,92,3.92,1.14,85,,4,21585,D3 - John Smoltz,124254,217.0,149.5,202.0,23.0,63.0,71.5,226.0,86.5,223.5,146.5,218.5,194.5,1821.5,43.0
86,Light Sabermetrics,DarthKling,246,750,716,68,0.347,0.837,1389,38,59,4.23,1.29,91,,5,21585,D3 - John Smoltz,124276,188.0,180.5,173.5,123.5,140.0,143.5,206.0,46.5,153.0,70.0,61.0,211.0,1696.5,61.0
87,jheist917,jheist917,235,736,712,81,0.336,0.812,1302,90,47,3.89,1.21,76,,6,21585,D3 - John Smoltz,124275,164.0,158.5,170.0,172.0,43.5,59.0,182.0,210.0,107.5,155.0,161.5,146.0,1729.0,55.0
88,Stop melden,clayko,227,713,724,63,0.351,0.847,1022,53,41,4.18,1.36,69,,7,21585,D3 - John Smoltz,124251,141.0,125.5,182.0,98.5,173.0,178.5,74.0,97.5,84.5,82.0,8.0,108.0,1352.5,117.0
89,Arrdee,Arrdee,221,745,702,129,0.343,0.822,1003,51,45,4.37,1.3,50,,8,21585,D3 - John Smoltz,124273,122.0,174.0,157.0,226.0,99.5,91.0,66.0,86.5,98.5,40.5,50.0,31.0,1242.0,134.0
90,obiwan088,obiwan088,195,673,631,51,0.334,0.797,1156,80,50,3.56,1.2,74,,9,21585,D3 - John Smoltz,124297,52.0,77.5,58.5,40.0,32.5,33.0,107.0,190.5,120.5,212.5,175.0,135.0,1234.0,135.0
91,Killer Tofu,patodro,217,711,647,67,0.344,0.816,1043,87,27,5.04,1.36,52,,10,21585,D3 - John Smoltz,124245,112.0,121.5,79.5,116.5,110.5,69.0,79.0,203.5,43.5,2.0,8.0,37.5,982.5,172.0
92,Nonstop87,Take Over,183,650,514,60,0.348,0.813,761,46,67,4.57,1.32,22,,11,21585,D3 - John Smoltz,124955,27.5,51.0,4.0,81.0,150.0,61.0,4.0,70.0,179.0,12.5,27.5,2.0,669.5,213.0
93,Untitled,Take Over,168,598,592,56,0.339,0.83,792,18,35,4.32,1.32,49,,12,21585,D3 - John Smoltz,124294,10.5,21.0,35.5,61.5,63.0,121.0,9.0,16.5,63.5,51.0,27.5,26.0,506.0,222.0
94,Chubby Checker,HauckPark,252,782,699,85,0.357,0.848,1297,88,66,3.99,1.24,79,,1,21586,D3 - Pedro Martinez,124326,205.0,211.5,152.5,186.5,206.0,182.5,178.0,207.5,175.5,128.0,124.5,166.5,2124.0,8.0
95,Show Me Your Foul Tips,mattsui,242,765,707,82,0.347,0.848,1268,13,68,4.13,1.22,95,,2,21586,D3 - Pedro Martinez,124340,174.5,198.0,160.0,176.5,140.0,182.5,163.0,9.0,183.5,100.0,149.5,222.5,1859.0,35.0
96,treemeister22,treemeister22,234,709,701,56,0.357,0.846,1159,77,64,3.55,1.22,72,,3,21586,D3 - Pedro Martinez,124315,160.0,118.5,155.5,61.5,206.0,174.0,108.0,181.0,169.5,214.0,149.5,123.0,1820.5,44.0
97,Mattingly's Sideburns,Zoomzilla,226,694,668,30,0.351,0.835,1401,53,103,3.13,1.11,95,,4,21586,D3 - Pedro Martinez,124322,136.0,102.5,109.5,4.0,173.0,134.5,209.5,97.5,225.0,226.0,222.5,222.5,1862.5,34.0
98,Billy Beane is Not My Lover,H4MSTER297,228,771,709,83,0.344,0.836,1394,65,17,3.81,1.25,88,,5,21586,D3 - Pedro Martinez,124316,145.0,201.0,163.0,180.5,110.5,138.0,207.0,141.0,30.0,177.0,113.0,202.0,1808.0,45.0
99,Blues Hammer,Coleslaw,260,733,769,88,0.34,0.846,1232,35,61,4.16,1.25,76,,6,21586,D3 - Pedro Martinez,124283,215.0,155.0,216.0,195.5,73.5,174.0,145.0,36.5,161.5,89.0,113.0,146.0,1720.0,57.0
100,The Mendoza Line,c_braun,221,675,659,44,0.339,0.821,1430,64,59,3.7,1.17,80,,7,21586,D3 - Pedro Martinez,124318,122.0,79.0,100.0,16.5,63.0,86.5,214.0,138.5,153.0,196.0,205.0,172.5,1546.0,83.0
101,GIANT QUESTIONS,Tr0N,214,678,675,60,0.333,0.786,1254,109,38,3.8,1.26,91,,8,21586,D3 - Pedro Martinez,124279,105.0,83.0,120.0,81.0,26.0,16.0,155.0,225.0,75.0,180.0,103.5,211.0,1380.5,111.0
102,Your Team Name,TonySnark,207,708,710,112,0.338,0.829,1053,79,26,4.32,1.28,50,,9,21586,D3 - Pedro Martinez,124319,81.0,116.0,164.5,221.5,53.5,114.0,82.0,186.5,40.5,51.0,76.0,31.0,1217.5,140.0
103,Klubots,hockeyisgood,197,663,659,84,0.347,0.829,1139,64,39,4.47,1.3,67,,10,21586,D3 - Pedro Martinez,124348,57.0,64.5,100.0,183.5,140.0,114.0,102.0,138.5,79.5,23.0,50.0,99.0,1151.0,149.0
104,Absolute Units,paledragon64,213,670,648,46,0.353,0.84,950,33,46,4.7,1.34,48,,11,21586,D3 - Pedro Martinez,124330,101.5,73.0,82.0,20.0,190.0,151.5,47.0,33.0,102.5,6.0,17.0,22.0,845.5,191.0
105,Bullpen Bar,Mr_Monro,186,715,622,81,0.347,0.818,1119,58,16,4.56,1.32,69,,11,21586,D3 - Pedro Martinez,124324,38.0,130.0,51.5,172.0,140.0,74.5,92.5,114.0,28.0,14.0,27.5,108.0,990.0,168.0
