,Team,Owner,HR,R,RBI,SB,OBP,OPS,SO,SV,HD,ERA,WHP,QS,Pts,Rank,league_id,league_name,team_id,HR_Points,R_Points,RBI_Points,SB_Points,OBP_Points,OPS_Points,SO_Points,SV_Points,HD_Points,ERA_Points,WHP_Points,QS_Points,Total_Points,Overall_Rank
22,The Ghost Of Drake LaRoche,cobright,244,663,675,28,0.343,0.829,1211,97,49,4.41,1.25,50,,9,21580,D2 - Joe Torre,124157,38.0,7.0,24.5,1.0,23.5,28.0,15.0,41.0,11.0,7.0,25.5,4.0,1538.0,30.0
23,gscorefb,gscorefb,232,685,675,62,0.331,0.808,1263,34,67,4.38,1.31,78,,10,21580,D2 - Joe Torre,124190,28.0,14.0,24.5,19.5,2.5,12.0,23.0,7.0,28.5,10.5,11.5,25.5,1449.0,33.5
24,TeddyRoosevelt10,teddyroosevelt1,204,671,657,85,0.329,0.801,1119,71,38,4.18,1.22,63,,11,21580,D2 - Joe Torre,124152,8.0,11.0,16.0,36.0,1.0,7.0,9.0,31.0,4.0,20.0,28.5,11.5,1434.5,35.0
25,Vladdy is Zaddy,NDZ,198,676,631,57,0.336,0.804,1248,37,65,4.39,1.32,83,,12,21580,D2 - Joe Torre,124182,4.5,13.0,4.0,12.0,11.0,8.5,19.0,8.5,26.0,8.0,8.5,32.5,1282.5,39.0
26,Fuzzy Orange Monster,HanshinFan,197,636,545,79,0.343,0.819,937,62,40,4.21,1.31,57,,13,21580,D2 - Joe Torre,124213,3.0,2.0,1.0,31.0,23.5,15.5,3.0,26.0,6.0,18.0,11.5,6.0,1204.0,40.0
27,IWannaBeHonest,IWannaBeHonest,208,654,691,90,0.334,0.816,961,45,27,4.55,1.37,55,,14,21580,D2 - Joe Torre,124150,14.0,3.0,28.0,38.0,8.0,14.0,5.0,15.0,1.5,4.0,2.0,5.0,1132.0,41.0
28,Vandelay Industries,sterlingmallory,233,763,688,73,0.353,0.839,1412,83,72,3.91,1.2,83,,1,21582,D2 - Bobby Cox,124155,29.5,42.0,26.0,26.0,39.0,35.0,40.0,38.5,32.0,31.0,34.5,32.5,2430.0,2.0
29,Big Willy Style,bigwilbert,245,727,724,45,0.349,0.833,1303,57,62,3.57,1.19,91,,2,21582,D2 - Bobby Cox,124393,39.0,25.5,38.0,2.0,33.0,31.0,29.0,21.5,23.5,40.0,36.0,39.0,2203.0,4.0
30,The Nifty Fifty,HunterbeHunted,206,718,671,82,0.347,0.821,1365,103,81,3.54,1.21,74,,3,21582,D2 - Bobby Cox,124301,11.0,23.0,21.0,32.5,31.5,18.5,35.0,42.0,39.5,42.0,31.5,18.5,2222.0,3.0
31,Team SESH,shanewalden,234,727,663,75,0.351,0.849,1320,29,52,4.17,1.27,86,,4,21582,D2 - Bobby Cox,124195,31.0,25.5,18.0,27.5,35.0,39.5,32.0,5.0,13.0,21.0,21.0,36.0,1959.5,13.0
32,Giada's Puff Pastries,luther_elmo,227,741,711,115,0.336,0.822,1338,33,60,4.48,1.27,75,,5,21582,D2 - Bobby Cox,124320,25.5,34.0,35.0,42.0,11.0,20.5,34.0,6.0,20.5,6.0,21.0,21.0,1783.0,17.0
33,The Way Baseball Go,Untgt51,209,673,652,58,0.333,0.8,1494,44,66,3.89,1.17,89,,6,21582,D2 - Bobby Cox,124270,16.0,12.0,13.5,13.5,7.0,6.0,42.0,12.5,27.0,32.0,38.5,38.0,1754.0,22.0
34,INDUSTRIAL STRENGTH TRASH DOOKIE (Dirty Scherzey),MorphineSmile,235,692,708,56,0.341,0.826,1298,60,56,4.16,1.28,78,,7,21582,D2 - Bobby Cox,124336,32.5,15.0,32.0,10.0,19.0,25.5,28.0,25.0,16.0,22.0,17.5,25.5,1759.5,20.0
35,Springer Training '19,ogin,212,710,696,72,0.341,0.83,1327,51,59,4.38,1.32,79,,8,21582,D2 - Bobby Cox,124174,17.5,18.0,29.0,25.0,19.0,30.0,33.0,19.0,18.5,10.5,8.5,27.5,1702.0,24.0
36,falco1002,chaopw2010,236,748,711,47,0.346,0.824,1220,76,46,4.63,1.35,75,,9,21582,D2 - Bobby Cox,124200,34.5,37.0,35.0,3.0,29.0,22.5,17.0,35.5,8.5,2.0,3.5,21.0,1633.0,25.0
37,slow drafts suck,69putout,225,716,732,67,0.346,0.846,954,55,45,4.73,1.39,48,,10,21582,D2 - Bobby Cox,124149,23.0,21.5,40.0,23.5,29.0,37.0,4.0,20.0,7.0,1.0,1.0,3.0,1470.5,31.0
38,Chicks Dig the Long Dongers,southpaw47,204,668,639,48,0.336,0.783,1293,73,75,4.02,1.2,63,,11,21582,D2 - Bobby Cox,124203,8.0,9.5,8.5,4.0,11.0,2.0,27.0,32.0,34.0,25.0,34.5,11.5,1546.5,29.0
39,My team,tkfyesterday,194,664,622,90,0.358,0.848,889,14,27,4.13,1.32,76,,12,21582,D2 - Bobby Cox,124332,2.0,8.0,2.0,38.0,41.0,38.0,2.0,2.0,1.5,23.0,8.5,23.0,1449.5,32.0
40,Right in the Pujols,frmrpreztaft,208,662,639,65,0.332,0.792,1316,28,81,3.96,1.29,74,,13,21582,D2 - Bobby Cox,124334,14.0,6.0,8.5,21.0,5.0,3.0,31.0,4.0,39.5,27.0,15.5,18.5,1449.0,33.5
41,The Wright Stuff,bruceitup,226,721,635,56,0.332,0.795,1253,75,47,4.62,1.28,67,,14,21582,D2 - Bobby Cox,124243,24.0,24.0,6.5,10.0,5.0,4.0,21.0,34.0,10.0,3.0,17.5,14.5,1352.5,37.0
