,Team,Owner,HR,R,RBI,SB,OBP,OPS,SO,SV,HD,ERA,WHP,QS,Pts,Rank,league_id,league_name,team_id,HR_Points,R_Points,RBI_Points,SB_Points,OBP_Points,OPS_Points,SO_Points,SV_Points,HD_Points,ERA_Points,WHP_Points,QS_Points,Total_Points,Overall_Rank
20,Andy6789,Andy6789,216,746,730,93,0.348,0.833,1088,55,41,3.77,1.18,73,,9,21584,D3 - Randy Johnson,124280,15.5,22.0,28.0,64.0,49.0,41.5,24.0,26.0,21.0,65.5,69.0,31.5,1816.5,50.0
21,Ol' Dirty Bastardo,scottiemac41,216,708,691,97,0.345,0.798,888,82,69,4.13,1.24,48,,10,21584,D3 - Randy Johnson,124261,15.5,16.0,15.0,69.0,43.0,9.0,4.0,61.0,61.5,33.0,43.5,7.0,1536.5,65.0
22,Trout Mike Replica,camly75,260,757,727,63,0.349,0.846,1044,25,31,4.14,1.31,67,,11,21584,D3 - Randy Johnson,124267,48.0,24.0,26.5,23.0,52.5,62.0,18.0,8.0,13.0,31.0,10.5,23.5,1398.0,69.0
23,Steve Lyon's Trousers,comosaydeesay,202,774,692,99,0.322,0.775,1042,8,39,4.08,1.3,68,,12,21584,D3 - Randy Johnson,124317,8.0,28.0,16.0,73.5,1.0,1.0,17.0,2.0,19.5,35.0,16.5,25.0,1101.5,80.0
24,Ice Cold Pitchers,mbennings,287,844,785,74,0.35,0.849,1708,58,63,3.89,1.17,102,,1,21585,D3 - John Smoltz,124278,72.5,62.0,47.5,36.0,58.0,66.5,80.5,30.0,51.0,53.0,74.0,80.0,2578.5,11.0
25,jheist917,jheist917,271,849,831,90,0.339,0.82,1511,99,63,3.85,1.2,85,,2,21585,D3 - John Smoltz,124275,57.5,65.0,68.0,62.0,21.0,25.5,66.0,73.5,51.0,59.0,60.5,50.0,2429.5,19.0
26,Harper Contract Is Ryan Howard Contract 2.0,KobraCola,268,876,907,67,0.365,0.88,1270,81,83,3.94,1.24,71,,3,21585,D3 - John Smoltz,124255,55.0,77.0,82.0,28.0,84.0,84.0,38.5,58.5,77.5,46.5,43.5,29.5,2523.5,13.0
27,Rollie Fingaz,Rollie_Fingers,291,832,822,57,0.341,0.819,1729,62,105,3.82,1.13,91,,4,21585,D3 - John Smoltz,124254,76.5,54.0,65.0,13.5,28.5,24.0,83.0,36.5,83.0,62.0,81.0,64.5,2434.0,17.0
28,Gyroballs are tasty,Hardrock527,278,818,794,76,0.339,0.817,1649,115,60,3.86,1.21,103,,5,21585,D3 - John Smoltz,124310,66.5,47.0,52.5,43.5,21.0,21.5,77.0,80.5,45.0,57.0,56.5,82.0,2404.0,21.0
29,Light Sabermetrics,DarthKling,278,831,806,75,0.346,0.831,1577,49,68,4.35,1.3,101,,6,21585,D3 - John Smoltz,124276,66.5,52.5,62.0,39.5,45.0,39.0,72.0,19.0,59.0,13.0,16.5,78.0,2089.5,37.0
30,Stop melden,clayko,250,799,803,78,0.351,0.842,1160,54,51,4.18,1.35,77,,7,21585,D3 - John Smoltz,124251,39.0,36.0,60.0,47.0,63.0,53.5,29.0,23.5,34.0,28.0,3.5,37.5,1795.5,52.0
31,obiwan088,obiwan088,244,776,766,61,0.332,0.806,1280,93,55,3.71,1.23,78,,8,21585,D3 - John Smoltz,124297,34.0,30.0,40.0,19.5,4.0,13.5,41.0,69.0,41.0,72.0,49.0,40.5,1786.0,53.0
32,Arrdee,Arrdee,247,835,785,144,0.338,0.811,1147,62,48,4.19,1.28,59,,9,21585,D3 - John Smoltz,124273,35.0,56.0,47.5,84.0,17.5,17.0,28.0,36.5,27.5,27.0,23.0,16.0,1660.0,58.0
33,Killer Tofu,patodro,250,813,742,76,0.345,0.827,1203,92,32,4.76,1.31,64,,10,21585,D3 - John Smoltz,124245,39.0,44.5,31.0,43.5,43.0,36.0,32.0,67.0,14.5,3.0,10.5,21.0,1556.5,64.0
34,Nonstop87,Take Over,211,712,569,65,0.349,0.822,851,53,74,4.42,1.3,25,,11,21585,D3 - John Smoltz,124955,13.0,17.0,1.0,24.5,52.5,29.5,2.0,22.0,71.0,11.0,16.5,2.0,1156.0,79.0
35,Untitled,Take Over,186,660,659,59,0.336,0.822,889,19,39,4.13,1.3,57,,12,21585,D3 - John Smoltz,124294,2.0,5.0,11.0,17.0,12.5,29.5,5.0,5.5,19.5,33.0,16.5,12.5,874.0,83.0
36,Chubby Checker,HauckPark,283,875,786,100,0.356,0.844,1491,92,82,4.04,1.24,86,,1,21586,D3 - Pedro Martinez,124326,69.5,76.0,49.0,75.5,74.5,57.5,63.0,67.0,76.0,38.5,43.5,53.0,2671.0,8.0
37,Mattingly's Sideburns,Zoomzilla,268,800,779,36,0.352,0.844,1600,62,119,3.23,1.12,104,,2,21586,D3 - Pedro Martinez,124322,55.0,37.5,46.0,1.0,66.5,57.5,73.0,36.5,84.0,84.0,82.0,83.0,2601.5,10.0
38,treemeister22,treemeister22,272,809,804,66,0.356,0.848,1346,81,69,3.54,1.22,83,,3,21586,D3 - Pedro Martinez,124315,59.5,42.0,61.0,26.5,74.5,64.5,47.0,58.5,61.5,80.0,52.5,46.5,2462.0,16.0
39,Show Me Your Foul Tips,mattsui,268,858,796,92,0.343,0.835,1423,19,87,4.04,1.22,107,,4,21586,D3 - Pedro Martinez,124340,55.0,68.5,54.5,63.0,37.5,46.0,55.0,5.5,81.0,38.5,52.5,84.0,2336.0,26.0
40,Billy Beane is Not My Lover,H4MSTER297,249,864,792,94,0.343,0.833,1576,73,23,3.76,1.24,102,,5,21586,D3 - Pedro Martinez,124316,36.0,72.0,51.0,66.0,37.5,41.5,71.0,48.0,9.0,67.0,43.5,80.0,2328.0,27.0
41,Blues Hammer,Coleslaw,294,835,855,104,0.337,0.838,1404,36,69,4.25,1.26,84,,6,21586,D3 - Pedro Martinez,124283,78.5,56.0,73.5,78.0,15.5,49.5,53.5,13.5,61.5,19.5,30.0,49.0,2121.5,35.0
42,The Mendoza Line,c_braun,259,766,759,48,0.34,0.825,1647,78,64,3.63,1.15,91,,7,21586,D3 - Pedro Martinez,124318,46.0,27.0,39.0,8.5,25.0,33.5,76.0,56.0,54.5,77.0,80.0,64.5,2210.0,30.0
43,Your Team Name,TonySnark,240,823,828,125,0.341,0.837,1232,88,26,4.23,1.25,61,,8,21586,D3 - Pedro Martinez,124319,32.0,49.0,67.0,81.0,28.5,48.0,37.0,62.5,10.0,22.0,35.5,20.0,1897.5,48.0
44,GIANT QUESTIONS,Tr0N,238,762,756,71,0.334,0.787,1389,118,48,3.79,1.25,99,,9,21586,D3 - Pedro Martinez,124279,30.0,25.5,37.0,31.5,6.0,3.0,49.0,82.0,27.5,64.0,35.5,74.5,1866.0,49.0
45,Klubots,hockeyisgood,220,744,727,96,0.352,0.838,1229,68,42,4.55,1.31,71,,10,21586,D3 - Pedro Martinez,124348,19.0,21.0,26.5,68.0,66.5,49.5,36.0,42.0,22.5,6.5,10.5,29.5,1612.0,61.0
46,Bullpen Bar,Mr_Monro,221,813,701,89,0.345,0.818,1270,75,16,4.49,1.33,76,,11,21586,D3 - Pedro Martinez,124324,20.5,44.5,18.0,60.5,43.0,23.0,38.5,51.5,8.0,10.0,6.5,35.0,1452.5,67.0
47,Absolute Units,paledragon64,239,752,734,48,0.353,0.839,1051,35,52,4.78,1.34,51,,12,21586,D3 - Pedro Martinez,124330,31.0,23.0,29.0,8.5,69.5,51.5,20.5,11.5,37.0,2.0,5.0,8.0,1235.5,73.0
48,Woops,TehHat,282,872,855,88,0.35,0.856,1466,56,83,3.75,1.2,92,,1,21587,D3 - Greg Maddux,124272,68.0,74.5,73.5,58.5,58.0,74.0,61.0,28.5,77.5,69.0,60.5,67.5,2761.0,3.0
49,13 Going on 330,meftw111,287,872,895,89,0.348,0.844,1533,55,70,3.82,1.2,100,,2,21587,D3 - Greg Maddux,124323,72.5,74.5,80.0,60.5,49.0,57.5,68.0,26.0,64.5,62.0,60.5,76.5,2690.5,5.0
50,F---ING WIZARD FROGS!!!,StickyChicken,285,861,774,86,0.36,0.857,1538,64,72,4.28,1.24,81,,3,21587,D3 - Greg Maddux,124281,71.0,71.0,43.0,55.5,81.5,76.0,69.5,40.0,68.0,16.0,43.5,44.0,2427.0,20.0
51,derekjohn,derekjohn,295,903,839,53,0.334,0.814,1398,75,85,4.0,1.21,79,,4,21587,D3 - Greg Maddux,124268,80.0,80.0,71.0,10.0,6.0,18.5,51.0,51.5,80.0,43.5,56.5,42.5,2140.5,33.0
52,Mighty Minnesota Mientkiewiczs,ZCyclone,253,843,825,94,0.34,0.832,1369,68,72,4.13,1.29,92,,5,21587,D3 - Greg Maddux,124305,42.0,61.0,66.0,66.0,25.0,40.0,48.0,42.0,68.0,33.0,20.0,67.5,2156.0,32.0
53,Ice Station Zebra Associates,sabugod,204,679,633,74,0.363,0.857,1226,55,30,3.88,1.17,95,,6,21587,D3 - Greg Maddux,124303,10.0,8.0,8.0,36.0,83.0,76.0,35.0,26.0,12.0,55.0,74.0,71.5,1948.0,45.0
54,Berber Collage Ellipsis,mheadphone,276,851,798,60,0.356,0.846,1436,19,59,4.52,1.35,99,,7,21587,D3 - Greg Maddux,124307,64.0,66.0,56.5,18.0,74.5,62.0,57.0,5.5,43.0,8.5,3.5,74.5,1963.5,44.0
55,Jdthep,jdthep,228,805,749,71,0.339,0.806,1342,103,62,4.0,1.25,79,,8,21587,D3 - Greg Maddux,124314,26.5,39.5,33.0,31.5,21.0,13.5,45.5,75.0,48.0,43.5,35.5,42.5,1803.0,51.0
56,The BreakFastBall Club,snakku,250,776,715,80,0.358,0.858,985,90,15,4.22,1.25,42,,9,21587,D3 - Greg Maddux,124302,39.0,30.0,23.5,52.5,78.5,78.5,10.0,64.5,7.0,23.0,35.5,4.0,1748.0,55.0
57,Goonies Never Say Die,goon39,274,762,758,71,0.336,0.839,1317,111,43,4.21,1.28,69,,10,21587,D3 - Greg Maddux,124293,61.5,25.5,38.0,31.5,12.5,51.5,44.0,78.0,24.0,25.0,23.0,27.0,1738.0,56.0
58,The Rally Caps,thatguychris,193,695,650,75,0.335,0.79,1188,94,53,3.93,1.19,59,,11,21587,D3 - Greg Maddux,124271,3.0,11.0,10.0,39.5,9.0,5.0,30.0,70.5,39.5,48.5,64.5,16.0,1487.5,66.0
59,The Tato,ShortGameNate,222,665,685,79,0.342,0.822,1051,52,50,4.24,1.31,43,,12,21587,D3 - Greg Maddux,124277,23.0,6.5,14.0,49.5,33.0,29.5,20.5,20.5,32.0,21.0,10.5,5.0,1175.0,77.0
60,Service Time Manipulator,VoodooSteve,271,805,755,61,0.357,0.854,1708,133,49,3.49,1.11,95,,1,21588,D3 - Sandy Koufax,124262,57.5,39.5,36.0,19.5,77.0,73.0,80.5,84.0,30.0,82.0,83.0,71.5,2671.5,7.0
61,Riptide,BelowTheBenthic,259,860,768,98,0.344,0.83,1503,119,91,3.62,1.18,89,,2,21588,D3 - Sandy Koufax,124259,46.0,70.0,41.0,71.0,40.5,37.5,64.0,83.0,82.0,78.0,69.0,59.5,2697.5,4.0
62,AREY36,AREY36,289,882,914,99,0.336,0.853,1098,81,60,3.52,1.18,69,,3,21588,D3 - Sandy Koufax,124265,75.0,78.0,83.0,73.5,12.5,71.0,26.0,58.5,45.0,81.0,69.0,27.0,2478.0,14.0
63,Monster Max's Ballpark Smash,Smackavelli,294,890,871,98,0.35,0.853,1189,44,35,3.83,1.26,73,,4,21588,D3 - Sandy Koufax,124250,78.5,79.0,77.0,71.0,58.0,71.0,31.0,16.0,17.0,60.0,30.0,31.5,2236.5,29.0
64,wOBA Fett,Mrfarenheit,254,840,787,62,0.358,0.834,1211,17,60,3.94,1.18,74,,5,21588,D3 - Sandy Koufax,124266,43.0,59.0,50.0,21.5,78.5,43.5,34.0,3.0,45.0,46.5,69.0,33.5,1990.5,42.0
65,Hartford Yard Goats,Foley23,234,811,735,87,0.341,0.815,1486,115,49,3.98,1.23,92,,6,21588,D3 - Sandy Koufax,124246,28.0,43.0,30.0,57.0,28.5,20.0,62.0,80.5,30.0,45.0,49.0,67.5,2075.0,39.0
66,Down With OBP,freakyouttie,250,808,800,68,0.342,0.822,1457,92,52,4.25,1.27,86,,7,21588,D3 - Sandy Koufax,124282,39.0,41.0,59.0,29.0,33.0,29.5,59.0,67.0,37.0,19.5,27.0,53.0,1928.0,46.0
67,The Big Cat's Pajamas,elawrence60,222,707,753,98,0.337,0.805,1404,72,42,4.27,1.25,83,,8,21588,D3 - Sandy Koufax,124253,23.0,15.0,35.0,71.0,15.5,12.0,53.5,45.0,22.5,17.0,35.5,46.5,1634.0,59.0
68,Oh Righteous One,Take Over,235,729,679,100,0.339,0.808,1128,19,32,4.15,1.28,77,,9,21588,D3 - Sandy Koufax,124274,29.0,19.0,13.0,75.5,21.0,15.0,27.0,5.5,14.5,30.0,23.0,37.5,1312.5,71.0
69,BigLeagueJew,BarryBondsBalls,212,659,623,44,0.359,0.858,604,47,81,4.95,1.46,10,,10,21588,D3 - Sandy Koufax,124248,14.0,4.0,6.0,5.0,80.0,78.5,1.0,17.0,75.0,1.0,1.0,1.0,1214.0,75.0
70,Team,Take Over,183,649,639,47,0.342,0.83,1033,1,0,3.77,1.25,83,,11,21588,D3 - Sandy Koufax,124247,1.0,2.5,9.0,7.0,33.0,37.5,14.0,1.0,1.0,65.5,35.5,46.5,1172.5,78.0
71,Emerald City Reign,spartanwolf,222,731,706,57,0.343,0.81,963,41,11,4.63,1.31,59,,12,21588,D3 - Sandy Koufax,124335,23.0,20.0,20.5,13.5,37.5,16.0,7.0,15.0,6.0,4.0,10.5,16.0,882.5,82.0
72,Carolina Cooters,patmikekelly,307,918,917,106,0.35,0.873,1342,77,71,3.9,1.19,86,,1,21589,D3 - Jim Palmer,124451,82.0,83.0,84.0,79.0,58.0,83.0,45.5,55.0,66.0,51.0,64.5,53.0,2816.0,2.0
73,The Bats of Wrath,LesVlads,288,914,886,72,0.353,0.857,1432,76,77,3.92,1.21,87,,2,21589,D3 - Jim Palmer,124419,74.0,82.0,79.0,34.0,69.5,76.0,56.0,53.5,72.0,50.0,56.5,56.5,2686.0,6.0
74,Prosner,Prosner,283,824,796,74,0.35,0.834,1607,90,73,3.93,1.22,78,,3,21589,D3 - Jim Palmer,124312,69.5,51.0,54.5,36.0,58.0,43.5,75.0,64.5,70.0,48.5,52.5,40.5,2433.0,18.0
75,DSigMU21,DSigMU21,315,933,878,62,0.348,0.862,984,73,63,3.67,1.16,54,,4,21589,D3 - Jim Palmer,124376,83.0,84.0,78.0,21.5,49.0,80.0,9.0,48.0,51.0,73.5,78.0,10.0,2351.5,25.0
76,SpearOfWealth,SpearOfWealth,275,777,771,71,0.326,0.795,1731,62,66,3.86,1.25,102,,5,21589,D3 - Jim Palmer,124450,63.0,32.0,42.0,31.5,2.0,7.0,84.0,36.5,56.5,57.0,35.5,80.0,1988.5,43.0
77,Just the tip,Admiralthrawn11,221,701,695,88,0.335,0.791,1030,73,51,3.59,1.16,74,,6,21589,D3 - Jim Palmer,124459,20.5,14.0,17.0,58.5,9.0,6.0,13.0,48.0,34.0,79.0,78.0,33.5,1661.0,57.0
78,Posey Riot,Jewker,223,781,702,79,0.34,0.814,1054,73,52,4.07,1.18,60,,7,21589,D3 - Jim Palmer,124453,25.0,33.0,19.0,49.5,25.0,18.5,22.0,48.0,37.0,36.5,69.0,19.0,1605.5,62.0
79,The Dizzy Batracers,Goyanks7777,228,835,745,86,0.352,0.835,1003,61,47,4.34,1.3,59,,8,21589,D3 - Jim Palmer,124558,26.5,56.0,32.0,55.5,66.5,46.0,12.0,34.0,26.0,14.0,16.5,16.0,1591.0,63.0
80,Nut 2 Butt,ffejulator,202,687,620,138,0.347,0.824,1049,48,3,4.02,1.28,65,,9,21589,D3 - Jim Palmer,124579,8.0,9.0,5.0,83.0,46.5,32.0,19.0,18.0,4.0,41.5,23.0,22.0,1347.5,70.0
81,The Amazin' Mess,Ramzavail,194,723,706,45,0.349,0.82,998,35,69,4.07,1.24,46,,10,21589,D3 - Jim Palmer,124506,5.0,18.0,20.5,6.0,52.5,25.5,11.0,11.5,61.5,36.5,43.5,6.0,1286.0,72.0
82,One Does Not Simply Walk if Youre Odor,JimmyChonga,194,576,588,57,0.334,0.788,1089,59,38,3.67,1.19,69,,11,21589,D3 - Jim Palmer,124249,5.0,1.0,2.0,13.5,6.0,4.0,25.0,31.5,18.0,73.5,64.5,27.0,1230.0,74.0
83,jackalope503,jackalope503,202,690,661,65,0.336,0.796,968,69,1,4.56,1.3,52,,12,21589,D3 - Jim Palmer,124380,8.0,10.0,12.0,24.5,12.5,8.0,8.0,44.0,2.0,5.0,16.5,9.0,815.5,84.0
