,Team,Owner,HR,R,RBI,SB,OBP,OPS,SO,SV,HD,ERA,WHP,QS,Pts,Rank,league_id,league_name,team_id,HR_Points,R_Points,RBI_Points,SB_Points,OBP_Points,OPS_Points,SO_Points,SV_Points,HD_Points,ERA_Points,WHP_Points,QS_Points,Total_Points,Overall_Rank
106,Woops,TehHat,282,872,855,88,0.35,0.856,1466,56,83,3.75,1.2,92,,1,21587,D3 - Greg Maddux,124272,190.0,204.5,208.5,159.5,166.0,197.0,175.0,80.0,202.0,188.5,169.0,184.0,2124.0,9.0
107,13 Going on 330,meftw111,287,872,895,89,0.348,0.844,1533,55,70,3.82,1.2,100,,2,21587,D3 - Greg Maddux,124323,200.5,204.5,220.0,164.0,142.5,165.0,194.0,76.5,159.5,172.0,169.0,207.5,2075.0,11.0
108,F---ING WIZARD FROGS!!!,StickyChicken,285,861,774,86,0.36,0.857,1538,64,72,4.28,1.24,81,,3,21587,D3 - Greg Maddux,124281,197.0,193.5,129.0,151.5,217.0,199.5,197.5,107.0,167.0,50.0,122.0,120.5,1851.5,38.5
109,derekjohn,derekjohn,295,903,839,53,0.334,0.814,1398,75,85,4.0,1.21,79,,4,21587,D3 - Greg Maddux,124268,216.5,219.0,197.5,24.5,29.0,62.0,148.0,144.0,206.0,126.5,157.0,112.5,1642.5,67.5
110,Mighty Minnesota Mientkiewiczs,ZCyclone,253,843,825,94,0.34,0.832,1369,68,72,4.13,1.29,92,,5,21587,D3 - Greg Maddux,124305,130.0,169.0,185.0,182.0,72.5,119.0,134.0,122.0,167.0,91.5,54.0,184.0,1610.0,70.5
111,Ice Station Zebra Associates,sabugod,204,679,633,74,0.363,0.857,1226,55,30,3.88,1.17,95,,6,21587,D3 - Greg Maddux,124303,27.0,26.0,18.0,106.0,221.5,199.5,89.0,76.5,42.0,155.5,203.5,194.0,1358.5,113.0
112,Berber Collage Ellipsis,mheadphone,276,851,798,60,0.356,0.846,1436,19,59,4.52,1.35,99,,7,21587,D3 - Greg Maddux,124307,178.5,180.5,161.5,45.5,199.5,174.0,161.0,17.0,121.5,17.0,9.5,204.0,1469.5,91.0
113,Jdthep,jdthep,228,805,749,71,0.339,0.806,1342,103,62,4.0,1.25,79,,8,21587,D3 - Greg Maddux,124314,68.5,120.5,96.5,87.5,65.5,45.0,120.5,209.5,131.0,126.5,105.5,112.5,1289.0,125.0
114,The BreakFastBall Club,snakku,250,776,715,80,0.358,0.858,985,90,15,4.22,1.25,42,,9,21587,D3 - Greg Maddux,124302,120.0,89.5,63.0,134.5,210.0,202.5,26.0,185.0,22.0,68.0,105.5,9.0,1235.0,136.0
115,Goonies Never Say Die,goon39,274,762,758,71,0.336,0.839,1317,111,43,4.21,1.28,69,,10,21587,D3 - Greg Maddux,124293,174.0,75.5,110.0,87.5,42.0,146.5,114.0,216.5,73.5,72.0,65.0,73.0,1249.5,134.0
116,The Rally Caps,thatguychris,193,695,650,75,0.335,0.79,1188,94,53,3.93,1.19,59,,11,21587,D3 - Greg Maddux,124271,13.0,33.5,27.5,111.0,36.0,19.0,78.0,196.0,107.5,141.0,180.0,42.5,985.0,170.0
117,The Tato,ShortGameNate,222,665,685,79,0.342,0.822,1051,52,50,4.24,1.31,43,,12,21587,D3 - Greg Maddux,124277,58.0,20.5,42.5,131.0,87.0,90.0,42.5,67.0,93.0,59.5,30.5,10.0,731.5,208.0
118,Service Time Manipulator,VoodooSteve,271,805,755,61,0.357,0.854,1708,133,49,3.49,1.11,95,,1,21588,D3 - Sandy Koufax,124262,166.5,120.5,105.5,49.5,205.0,195.0,221.5,226.0,88.5,221.0,222.0,194.0,2015.0,20.0
119,Riptide,BelowTheBenthic,259,860,768,98,0.344,0.83,1503,119,91,3.62,1.18,89,,2,21588,D3 - Sandy Koufax,124259,139.5,190.5,120.0,190.5,107.0,114.5,186.0,225.0,214.5,209.5,191.0,169.0,2057.0,15.0
120,AREY36,AREY36,289,882,914,99,0.336,0.853,1098,81,60,3.52,1.18,69,,3,21588,D3 - Sandy Koufax,124265,206.0,211.0,224.0,194.0,42.0,192.0,57.5,166.0,125.0,218.0,191.0,73.0,1899.5,32.0
121,Monster Max's Ballpark Smash,Smackavelli,294,890,871,98,0.35,0.853,1189,44,35,3.83,1.26,73,,4,21588,D3 - Sandy Koufax,124250,214.0,213.0,216.0,190.5,166.0,192.0,79.5,47.0,53.0,169.0,91.5,84.5,1716.0,58.0
122,wOBA Fett,Mrfarenheit,254,840,787,62,0.358,0.834,1211,17,60,3.94,1.18,74,,5,21588,D3 - Sandy Koufax,124266,133.0,167.0,145.5,54.0,210.0,125.5,86.0,12.0,125.0,138.0,191.0,89.0,1476.0,90.0
123,Hartford Yard Goats,Foley23,234,811,735,87,0.341,0.815,1486,115,49,3.98,1.23,92,,6,21588,D3 - Sandy Koufax,124246,78.0,125.0,79.5,155.0,78.0,65.0,181.0,221.0,88.5,132.5,136.0,184.0,1523.5,82.0
124,Down With OBP,freakyouttie,250,808,800,68,0.342,0.822,1457,92,52,4.25,1.27,86,,7,21588,D3 - Sandy Koufax,124282,120.0,122.0,166.0,80.0,87.0,90.0,170.5,190.5,102.5,56.5,78.5,149.5,1413.0,102.0
125,The Big Cat's Pajamas,elawrence60,222,707,753,98,0.337,0.805,1404,72,42,4.27,1.25,83,,8,21588,D3 - Sandy Koufax,124253,58.0,40.0,103.0,190.5,50.0,43.0,151.5,132.5,71.0,51.0,105.5,131.5,1127.5,153.0
126,Oh Righteous One,Take Over,235,729,679,100,0.339,0.808,1128,19,32,4.15,1.28,77,,9,21588,D3 - Sandy Koufax,124274,81.0,50.0,38.0,197.0,65.5,48.0,65.0,17.0,47.5,87.0,65.0,100.0,861.0,189.5
127,BigLeagueJew,BarryBondsBalls,212,659,623,44,0.359,0.858,604,47,81,4.95,1.46,10,,10,21588,D3 - Sandy Koufax,124248,37.0,15.0,13.5,10.0,213.5,202.5,1.0,53.5,194.5,1.0,1.0,1.0,743.5,205.0
128,Team,Take Over,183,649,639,47,0.342,0.83,1033,1,0,3.77,1.25,83,,11,21588,D3 - Sandy Koufax,124247,6.5,12.5,22.0,12.5,87.0,114.5,35.0,1.5,2.0,180.0,105.5,131.5,710.5,212.0
129,Emerald City Reign,spartanwolf,222,731,706,57,0.343,0.81,963,41,11,4.63,1.31,59,,12,21588,D3 - Sandy Koufax,124335,58.0,52.5,55.5,38.0,96.5,51.0,21.0,42.5,19.5,6.0,30.5,42.5,513.5,223.0
130,Carolina Cooters,patmikekelly,307,918,917,106,0.35,0.873,1342,77,71,3.9,1.19,86,,1,21589,D3 - Jim Palmer,124451,221.5,222.5,226.0,207.0,166.0,216.0,120.5,151.0,163.0,149.0,180.0,149.5,2172.0,5.0
131,The Bats of Wrath,LesVlads,288,914,886,72,0.353,0.857,1432,76,77,3.92,1.21,87,,2,21589,D3 - Jim Palmer,124419,203.5,221.0,219.0,93.5,189.5,199.5,159.0,148.0,180.5,144.0,157.0,156.5,2071.0,12.0
132,Prosner,Prosner,283,824,796,74,0.35,0.834,1607,90,73,3.93,1.22,78,,3,21589,D3 - Jim Palmer,124312,191.5,144.0,156.5,106.0,166.0,125.5,212.0,185.0,171.5,141.0,146.5,106.0,1851.5,38.5
133,DSigMU21,DSigMU21,315,933,878,62,0.348,0.862,984,73,63,3.67,1.16,54,,4,21589,D3 - Jim Palmer,124376,224.0,226.0,217.0,54.0,142.5,207.0,25.0,138.0,136.0,200.0,211.0,25.0,1805.5,48.0
134,SpearOfWealth,SpearOfWealth,275,777,771,71,0.326,0.795,1731,62,66,3.86,1.25,102,,5,21589,D3 - Jim Palmer,124450,176.5,92.5,125.0,87.5,6.5,23.5,226.0,101.0,145.0,161.0,105.5,214.0,1464.0,92.5
135,Just the tip,Admiralthrawn11,221,701,695,88,0.335,0.791,1030,73,51,3.59,1.16,74,,6,21589,D3 - Jim Palmer,124459,53.0,38.0,47.0,159.5,36.0,20.5,33.0,138.0,98.0,212.0,211.0,89.0,1135.0,150.0
136,Posey Riot,Jewker,223,781,702,79,0.34,0.814,1054,73,52,4.07,1.18,60,,7,21589,D3 - Jim Palmer,124453,61.5,95.0,53.5,131.0,72.5,62.0,44.0,138.0,102.5,107.5,191.0,46.5,1105.0,157.0
137,The Dizzy Batracers,Goyanks7777,228,835,745,86,0.352,0.835,1003,61,47,4.34,1.3,59,,8,21589,D3 - Jim Palmer,124558,68.5,162.0,92.5,151.5,183.0,129.5,30.0,97.5,79.5,37.0,43.0,42.5,1116.5,156.0
138,Nut 2 Butt,ffejulator,202,687,620,138,0.347,0.824,1049,48,3,4.02,1.28,65,,9,21589,D3 - Jim Palmer,124579,25.0,28.0,12.0,225.0,134.0,94.0,40.0,57.5,8.5,120.0,65.0,56.5,865.5,188.0
139,The Amazin' Mess,Ramzavail,194,723,706,45,0.349,0.82,998,35,69,4.07,1.24,46,,10,21589,D3 - Jim Palmer,124506,15.0,46.0,55.5,11.0,152.0,80.0,28.5,30.0,154.5,107.5,122.0,11.5,813.5,198.0
140,One Does Not Simply Walk if Youre Odor,JimmyChonga,194,576,588,57,0.334,0.788,1089,59,38,3.67,1.19,69,,11,21589,D3 - Jim Palmer,124249,15.0,4.0,7.0,38.0,29.0,16.0,53.5,89.5,57.0,200.0,180.0,73.0,762.0,203.0
141,jackalope503,jackalope503,202,690,661,65,0.336,0.796,968,69,1,4.56,1.3,52,,12,21589,D3 - Jim Palmer,124380,25.0,30.5,31.5,66.5,42.0,25.0,22.0,126.5,5.0,10.0,43.0,21.0,448.0,226.0
142,Terrence Young,Terrence8026,307,895,852,67,0.357,0.874,1546,102,85,3.75,1.17,94,,1,21590,D4 - Mike Mussina,124701,221.5,214.0,207.0,78.0,205.0,217.0,201.0,208.0,206.0,188.5,203.5,190.5,2340.0,1.0
143,HearTheBeard,hearthebeard,300,831,840,60,0.354,0.853,1130,98,79,3.48,1.14,54,,2,21590,D4 - Mike Mussina,124722,219.0,152.0,199.0,45.5,193.5,192.0,66.0,201.5,186.5,222.5,217.0,25.0,1919.5,31.0
144,Let The Mookie Win,Tcryden,246,837,797,105,0.351,0.835,1321,66,79,4.06,1.2,74,,3,21590,D4 - Mike Mussina,124708,108.5,164.5,158.5,206.0,176.5,129.5,115.0,113.5,186.5,110.0,169.0,89.0,1726.5,57.0
145,The Mensches,MasonO,276,761,739,76,0.338,0.842,1088,78,48,3.77,1.22,62,,4,21590,D4 - Mike Mussina,124794,178.5,74.0,83.0,118.5,57.5,155.0,51.5,154.0,84.5,180.0,146.5,51.0,1334.0,119.0
146,Bowie Baysox,M5rich5,201,688,634,90,0.349,0.836,1352,19,1,3.68,1.15,113,,5,21590,D4 - Mike Mussina,124700,22.5,29.0,19.5,166.5,152.0,132.5,128.0,17.0,5.0,197.5,214.5,225.0,1309.0,122.0
147,Norwood Newt,nrwdnewt,222,777,751,69,0.345,0.829,1111,47,19,3.64,1.24,75,,6,21590,D4 - Mike Mussina,124738,58.0,92.5,99.5,81.5,117.5,112.0,62.0,53.5,27.0,206.5,122.0,93.0,1125.0,155.0
148,cancer_sticks,cancer_sticks,243,783,724,66,0.34,0.813,1376,97,60,4.2,1.27,62,,7,21590,D4 - Mike Mussina,124669,98.0,97.0,69.5,73.5,72.5,60.0,136.0,199.5,125.0,75.5,78.5,51.0,1136.0,149.0
149,Lords of Lumber,Clarkbar36,197,669,588,92,0.36,0.853,998,72,5,4.48,1.31,66,,8,21590,D4 - Mike Mussina,124706,18.0,23.0,7.0,171.0,217.0,192.0,28.5,132.5,12.0,22.0,30.5,60.5,914.0,182.0
150,Ole,MatrixDream,250,774,743,73,0.35,0.87,792,5,31,4.8,1.35,56,,9,21590,D4 - Mike Mussina,124778,120.0,85.5,90.5,100.5,166.0,215.0,2.0,3.0,44.0,2.0,9.5,32.0,870.0,187.0
151,Black Love Soul Food,ceashley32,183,695,661,84,0.346,0.812,1068,48,20,4.22,1.29,54,,10,21590,D4 - Mike Mussina,124731,6.5,33.5,31.5,145.0,125.0,57.5,48.0,57.5,29.0,68.0,54.0,25.0,680.5,214.0
152,Stupid Betts,brhill5873,197,646,642,92,0.328,0.784,848,82,7,3.68,1.27,49,,11,21590,D4 - Mike Mussina,124715,18.0,10.0,23.0,171.0,9.0,12.0,5.0,171.5,15.0,197.5,78.5,15.0,725.5,209.0
153,The Standing Waves,thejoelingdead,181,566,572,32,0.328,0.778,1138,42,50,4.1,1.29,68,,12,21590,D4 - Mike Mussina,124813,4.5,2.0,4.0,3.0,9.0,8.0,70.0,44.5,93.0,99.5,54.0,68.5,460.0,225.0
154,Franimal House,parkranger2000,285,864,864,99,0.363,0.889,1448,94,49,4.17,1.25,87,,1,21591,D4 - Mariano Rivera,124903,197.0,198.0,212.0,194.0,221.5,226.0,166.0,196.0,88.5,81.0,105.5,156.5,2042.0,17.0
155,wOBA Fett,Uncledonny,271,863,782,79,0.347,0.826,1714,98,53,3.53,1.11,108,,2,21591,D4 - Mariano Rivera,124710,166.5,196.0,138.5,131.0,134.0,103.5,223.5,201.5,107.5,217.0,222.0,222.5,2063.5,13.0
156,Van Buren Boys,VanBurenBoys_8,295,878,850,56,0.344,0.845,1400,96,69,3.66,1.11,75,,3,21591,D4 - Mariano Rivera,125068,216.5,208.5,206.0,33.5,107.0,169.5,150.0,198.0,154.5,203.0,222.0,93.0,1961.5,26.0
157,Sultans of Swing,marcram,271,850,798,84,0.349,0.821,1704,57,87,3.51,1.19,117,,4,21591,D4 - Mariano Rivera,125383,166.5,179.0,161.5,145.0,152.0,84.5,220.0,82.5,208.5,219.5,180.0,226.0,2025.0,18.5
158,The Good Boys,Thegoodboys59,255,793,790,75,0.36,0.876,1081,86,45,4.12,1.26,59,,5,21591,D4 - Mariano Rivera,125385,134.0,102.5,148.5,111.0,217.0,219.5,49.0,178.0,75.0,95.5,91.5,42.5,1464.0,92.5
159,Chazz city,wheredawhitewom,274,867,831,52,0.353,0.875,1100,38,19,4.16,1.31,71,,6,21591,D4 - Mariano Rivera,124650,174.0,201.0,192.0,23.0,189.5,218.0,59.0,36.5,27.0,84.0,30.5,79.5,1314.0,121.0
160,Vottomatic,KeeptheDH,211,668,650,94,0.337,0.809,1026,117,41,3.91,1.24,46,,7,21591,D4 - Mariano Rivera,125213,35.5,22.0,27.5,182.0,50.0,49.0,32.0,223.0,67.0,146.5,122.0,11.5,968.0,173.0
161,Darebel10000,Darebel10000,181,662,643,86,0.321,0.755,1267,84,56,3.99,1.26,69,,8,21591,D4 - Mariano Rivera,124866,4.5,18.0,24.0,151.5,3.0,2.0,96.0,175.0,118.0,130.5,91.5,73.0,887.0,186.0
162,uggla123,superplatypus57,222,804,675,66,0.342,0.797,1233,16,37,4.18,1.3,91,,9,21591,D4 - Mariano Rivera,125392,58.0,118.5,36.5,73.5,87.0,26.5,92.0,10.5,56.0,79.0,43.0,178.0,858.5,191.0
163,"Rigs, Pipes & Lettuce",NufCed,188,570,638,73,0.334,0.814,1093,11,5,3.78,1.21,88,,10,21591,D4 - Mariano Rivera,124685,11.0,3.0,21.0,100.5,29.0,62.0,56.0,7.5,12.0,177.5,157.0,163.0,799.5,199.0
164,War Pigs,gloriouswombat,231,594,647,51,0.348,0.838,1012,80,0,4.52,1.34,50,,11,21591,D4 - Mariano Rivera,125378,72.0,6.0,25.5,21.5,142.5,140.5,31.0,160.5,2.0,17.0,13.5,16.5,648.5,219.0
165,Little Cowboys,YellowPerch,185,661,624,131,0.329,0.784,821,19,8,4.18,1.27,62,,12,21591,D4 - Mariano Rivera,124711,8.0,17.0,15.0,223.0,11.0,12.0,4.0,17.0,16.5,79.0,78.5,51.0,532.0,222.0
166,SonsofBichettes,Wisemansstaff,279,832,776,93,0.35,0.837,1478,79,60,3.62,1.15,83,,1,21592,D4 - Mark Buehrle,124697,185.5,155.0,132.5,176.0,166.0,135.5,179.0,158.0,125.0,209.5,214.5,131.5,1968.0,24.0
167,Dayzdnconfused,dayzdnconfused,267,878,884,76,0.352,0.849,1215,99,19,4.09,1.28,77,,2,21592,D4 - Mark Buehrle,124695,157.5,208.5,218.0,118.5,183.0,182.5,87.0,204.5,27.0,102.5,65.0,100.0,1654.0,66.0
168,Whirly Buehrles,eddardsnark31,275,812,759,49,0.344,0.812,1538,81,55,3.94,1.22,88,,3,21592,D4 - Mark Buehrle,124682,176.5,127.0,111.5,16.5,107.0,57.5,197.5,166.0,114.5,138.0,146.5,163.0,1521.5,83.0
169,The Hacksaw,DrJackBauer,245,730,730,81,0.347,0.841,1270,71,24,4.11,1.25,87,,4,21592,D4 - Mark Buehrle,124688,106.0,51.0,73.5,138.0,134.0,151.5,98.0,129.5,33.0,97.5,105.5,156.5,1274.0,127.0
170,The Muddbutts,jimtow28,289,897,860,109,0.334,0.825,1117,58,63,4.23,1.29,65,,5,21592,D4 - Mark Buehrle,124652,206.0,215.0,211.0,212.0,29.0,97.5,63.0,85.0,136.0,63.5,54.0,56.5,1428.5,100.0
171,The Vottoman Empire,KitchenTaco,235,783,681,63,0.347,0.818,1309,53,54,4.13,1.18,86,,6,21592,D4 - Mark Buehrle,124693,81.0,97.0,39.0,57.5,134.0,73.5,111.0,70.0,111.5,91.5,191.0,149.5,1206.5,140.0
172,Wharf Rats,srndsnd,243,728,739,49,0.365,0.88,1159,34,29,4.0,1.27,91,,6,21592,D4 - Mark Buehrle,124666,98.0,49.0,83.0,16.5,224.5,222.5,73.0,28.0,40.0,126.5,78.5,178.0,1217.5,138.0
173,tbinta,tbinta,244,795,773,114,0.337,0.819,1349,69,47,4.49,1.29,82,,8,21592,D4 - Mark Buehrle,124679,102.0,105.0,127.5,215.0,50.0,77.0,126.0,126.5,79.5,20.0,54.0,125.0,1207.5,139.0
174,Senatorialist,senatorialist,210,756,724,73,0.337,0.795,1285,76,50,3.75,1.2,73,,9,21592,D4 - Mark Buehrle,124698,33.0,69.0,69.5,100.5,50.0,23.5,104.0,148.0,93.0,188.5,169.0,84.5,1132.5,151.0
175,Lt. Frank Drebin,alekhine888,197,646,593,63,0.343,0.816,951,75,41,3.82,1.18,39,,10,21592,D4 - Mark Buehrle,124687,18.0,10.0,9.0,57.5,96.5,67.5,18.0,144.0,67.0,172.0,191.0,5.5,856.0,193.0
176,Samuels Square Garden,jacobgomets,201,656,654,50,0.345,0.826,1169,37,27,4.09,1.26,74,,11,21592,D4 - Mark Buehrle,124665,22.5,14.0,29.0,19.0,117.5,103.5,76.0,34.5,36.5,102.5,91.5,89.0,735.5,207.0
177,Keepin' it Realmuto,FletchTopper,205,629,634,61,0.35,0.866,918,59,1,4.23,1.33,76,,12,21592,D4 - Mark Buehrle,124691,28.5,8.0,19.5,49.5,166.0,212.5,15.0,89.5,5.0,63.5,18.0,96.0,771.0,202.0
178,The Rosies,RoRosie,314,929,916,101,0.359,0.883,1276,74,96,3.71,1.23,78,,1,21593,D4 - Roger Clemens,124672,223.0,224.5,225.0,200.5,213.5,224.0,100.5,142.0,220.5,194.5,136.0,106.0,2210.0,3.0
179,Whiskey Jacks,Thunder_Boy,278,901,846,92,0.353,0.863,1134,89,40,4.1,1.27,69,,2,21593,D4 - Roger Clemens,124658,182.5,218.0,202.0,171.0,189.5,209.0,68.0,183.0,62.5,99.5,78.5,73.0,1736.5,56.0
180,Smoak 'Em If You Got 'Em,slaw47,257,833,799,85,0.332,0.81,1389,115,29,4.04,1.23,81,,3,21593,D4 - Roger Clemens,124664,136.0,157.5,164.5,148.5,17.5,51.0,144.5,221.0,40.0,114.0,136.0,120.5,1451.0,95.0
181,I Like Big Bats,fahey42,239,832,739,87,0.353,0.825,1246,64,108,3.86,1.21,74,,4,21593,D4 - Roger Clemens,124671,87.5,155.0,83.0,155.0,189.5,97.5,93.5,107.0,224.0,161.0,157.0,89.0,1599.0,73.0
182,Jobos Hobos,jobo1372,247,744,778,50,0.339,0.801,1299,108,36,3.76,1.17,79,,5,21593,D4 - Roger Clemens,124660,111.0,59.5,135.0,19.0,65.5,34.5,109.0,212.5,54.5,183.5,203.5,112.5,1300.0,123.0
183,Some Lady Named Baby Ruth,abrown26,234,744,699,71,0.356,0.84,949,38,34,3.59,1.06,56,,6,21593,D4 - Roger Clemens,124651,78.0,59.5,50.0,87.5,199.5,150.0,17.0,36.5,52.0,212.0,226.0,32.0,1200.0,141.0
184,Other People's Keepers,MrMet15,230,770,684,101,0.35,0.838,1290,67,31,4.43,1.28,67,,7,21593,D4 - Roger Clemens,124670,71.0,83.0,41.0,200.5,166.0,140.5,107.0,117.5,44.0,26.5,65.0,64.5,1126.5,154.0
185,Planet Express,PJFry,176,622,628,81,0.315,0.747,1343,51,32,3.84,1.22,93,,8,21593,D4 - Roger Clemens,124674,2.0,7.0,16.0,138.0,1.0,1.0,122.0,62.5,47.5,168.0,146.5,188.5,900.0,184.0
186,Springfield Isotopes,enjoyingcarp650,244,752,712,65,0.343,0.827,1356,28,13,4.54,1.35,80,,9,21593,D4 - Roger Clemens,124667,102.0,67.0,60.0,66.5,96.5,108.0,129.0,24.0,21.0,13.5,9.5,117.0,814.0,197.0
187,WillyMaysHays,willymayshays,253,727,742,64,0.344,0.839,818,42,77,4.24,1.3,30,,9,21593,D4 - Roger Clemens,124662,130.0,48.0,88.5,61.0,107.0,146.5,3.0,44.5,180.5,59.5,43.0,3.0,914.5,181.0
188,LJ's Hoes,segoldma,219,765,781,61,0.349,0.842,872,45,6,4.31,1.25,52,,11,21593,D4 - Roger Clemens,124657,45.0,79.5,137.0,49.5,152.0,155.0,9.0,48.0,14.0,45.5,105.5,21.0,861.0,189.5
189,Faith + 1,LeftCoastDrumer,158,581,528,73,0.331,0.775,1098,35,21,3.65,1.12,81,,12,21593,D4 - Roger Clemens,124678,1.0,5.0,2.0,100.5,14.5,6.5,57.5,30.0,30.0,205.0,219.5,120.5,792.0,201.0
190,The Duda Abides,kennkerp,316,918,906,81,0.358,0.877,1439,73,47,3.87,1.2,99,,1,21594,D4 - Willie Mays,124690,225.0,222.5,222.0,138.0,210.0,221.0,163.0,138.0,79.5,157.0,169.0,204.0,2149.0,6.0
191,Never Have I Devers,camboss,259,886,867,113,0.349,0.843,1445,67,50,3.55,1.19,92,,2,21594,D4 - Willie Mays,124735,139.5,212.0,214.5,213.5,152.0,159.5,165.0,117.5,93.0,214.0,180.0,184.0,2044.5,16.0
192,Ponch,ponch101,296,899,866,77,0.361,0.887,1351,68,81,3.86,1.22,88,,3,21594,D4 - Willie Mays,124704,218.0,217.0,213.0,124.5,220.0,225.0,127.0,122.0,194.5,161.0,146.5,163.0,2131.5,8.0
193,Dock Ellis,eatinChips,249,865,793,85,0.36,0.85,1462,66,91,3.8,1.19,79,,4,21594,D4 - Willie Mays,124742,114.5,200.0,152.0,148.5,217.0,185.5,174.0,113.5,214.5,175.0,180.0,112.5,1987.0,22.0
194,God Hates Skaggs,mattcahill,287,857,813,53,0.344,0.85,1556,81,26,3.86,1.22,105,,5,21594,D4 - Willie Mays,124726,200.5,185.0,176.0,24.5,107.0,185.5,203.0,166.0,34.5,161.0,146.5,219.0,1808.5,46.5
195,Scherzer? I barely Cano her.,yaheardwperd,220,785,683,107,0.336,0.792,1377,73,78,3.89,1.24,95,,6,21594,D4 - Willie Mays,124654,48.5,100.0,40.0,208.0,42.0,22.0,137.0,138.0,182.5,152.5,122.0,194.0,1386.5,108.0
196,Madison Mallards,MBatistussi,266,758,751,72,0.336,0.816,1311,79,74,4.26,1.28,70,,7,21594,D4 - Willie Mays,124689,156.0,72.5,99.5,93.5,42.0,67.5,112.0,158.0,175.0,53.0,65.0,76.5,1170.5,146.0
197,Proxy Draft,Thesneak155,191,678,623,126,0.334,0.791,911,76,32,3.95,1.2,51,,8,21594,D4 - Willie Mays,125981,12.0,25.0,13.5,221.5,29.0,20.5,14.0,148.0,47.5,136.0,169.0,18.5,854.5,194.0
198,Failure to Launch Angle,Take Over,215,772,696,86,0.349,0.833,863,65,9,4.07,1.32,60,,8,21594,D4 - Willie Mays,124681,39.0,84.0,48.0,151.5,152.0,122.0,8.0,110.0,18.0,107.5,22.5,46.5,909.0,183.0
199,A+ for Effort,Take Over,253,731,768,30,0.344,0.839,971,7,40,4.71,1.37,57,,10,21594,D4 - Willie Mays,124767,130.0,52.5,120.0,1.5,107.0,146.5,23.0,4.5,62.5,5.0,4.0,35.5,692.0,213.0
200,Shelby Miller Return Tour,Take Over,178,548,523,54,0.346,0.826,886,79,4,4.26,1.22,52,,11,21594,D4 - Willie Mays,124653,3.0,1.0,1.0,28.5,125.0,103.5,10.0,158.0,10.0,53.0,146.5,21.0,660.5,217.0
201,God Squad,Take Over,200,664,685,72,0.339,0.8,960,19,23,4.16,1.24,50,,12,21594,D4 - Willie Mays,124721,21.0,19.0,42.5,93.5,65.5,32.5,19.0,17.0,31.5,84.0,122.0,16.5,564.0,220.0
202,Wrigley Wrecking Crew,ThisIsOurYear,294,881,845,78,0.354,0.862,1453,84,74,3.54,1.19,84,,1,21595,D4 - Frank Robinson,124985,214.0,210.0,201.0,127.5,193.5,207.0,169.0,175.0,175.0,215.5,180.0,139.5,2207.0,4.0
203,puddy,studio54,284,812,824,108,0.342,0.857,1246,83,43,3.45,1.07,84,,2,21595,D4 - Frank Robinson,124709,194.0,127.0,184.0,210.0,87.0,199.5,93.5,173.0,73.5,224.0,225.0,139.5,1930.0,29.0
204,Color of Money,Zolak,284,853,839,73,0.342,0.834,1451,91,61,3.82,1.2,88,,3,21595,D4 - Frank Robinson,125096,194.0,182.0,197.5,100.5,87.0,125.5,168.0,187.5,129.0,172.0,169.0,163.0,1875.0,33.0
205,Byron Buxton Top 5,stranske,290,859,802,81,0.369,0.865,1140,111,41,4.11,1.24,55,,4,21595,D4 - Frank Robinson,124663,208.0,189.0,167.0,138.0,226.0,210.5,71.0,216.5,67.0,97.5,122.0,29.0,1741.5,55.0
206,Warlex,Warlex,233,813,776,70,0.351,0.844,1265,11,5,3.9,1.21,101,,5,21595,D4 - Frank Robinson,124716,75.0,130.5,132.5,83.5,176.5,165.0,95.0,7.5,12.0,149.0,157.0,210.5,1394.0,107.0
207,Chatt Mapman Superstars,theDICTATORguy,265,834,776,54,0.343,0.804,1189,76,75,4.16,1.23,58,,6,21595,D4 - Frank Robinson,124747,154.0,159.5,132.5,28.5,96.5,40.5,79.5,148.0,178.0,84.0,136.0,38.5,1275.5,126.0
208,Ral,RalJTK,263,803,773,118,0.323,0.784,1494,109,58,4.31,1.3,72,,7,21595,D4 - Frank Robinson,125373,149.0,116.0,127.5,217.0,5.0,12.0,185.0,214.0,120.0,45.5,43.0,82.0,1316.0,120.0
209,Password is Taco,Mr_Whitman,240,775,768,43,0.345,0.839,1102,37,51,4.0,1.23,78,,8,21595,D4 - Frank Robinson,125450,90.0,87.0,120.0,9.0,117.5,146.5,60.0,34.5,98.0,126.5,136.0,106.0,1131.0,152.0
210,Scrapple10,Scrapple10,226,725,721,134,0.349,0.849,961,66,0,4.29,1.28,68,,9,21595,D4 - Frank Robinson,125463,66.0,47.0,67.0,224.0,152.0,182.5,20.0,113.5,2.0,49.0,65.0,68.5,1056.5,163.0
211,Daddy's Little Girls,Pete_Grassi,223,779,733,47,0.347,0.837,1131,14,3,4.16,1.28,106,,10,21595,D4 - Frank Robinson,125420,61.5,94.0,76.5,12.5,134.0,135.5,67.0,9.0,8.5,84.0,65.0,220.0,967.5,174.0
212,Chris Davis Support Group,sooners285,216,711,699,64,0.348,0.818,1195,58,67,4.31,1.29,54,,11,21595,D4 - Frank Robinson,124815,41.0,42.0,50.0,61.0,142.5,73.5,83.0,85.0,148.5,45.5,54.0,25.0,851.0,195.0
