,Team,Owner,HR,R,RBI,SB,OBP,OPS,SO,SV,HD,ERA,WHP,QS,Pts,Rank,league_id,league_name,team_id,HR_Points,R_Points,RBI_Points,SB_Points,OBP_Points,OPS_Points,SO_Points,SV_Points,HD_Points,ERA_Points,WHP_Points,QS_Points,Total_Points,Overall_Rank
11,Shaky,shaky,234,830,837,66,0.333,0.806,1166,81,52,4.62,1.32,80,,12,21579,The Sultans of Stats 2019,124202,78.0,149.0,196.0,73.5,22.0,45.0,75.0,166.0,102.5,7.5,22.5,117.0,1054.0,165.0
12,Clown Cheesesteaks,Hurtya,221,690,711,72,0.328,0.763,1457,51,81,4.12,1.21,76,,13,21579,The Sultans of Stats 2019,124188,53.0,30.5,59.0,93.5,9.0,3.0,170.5,62.5,194.5,95.5,157.0,96.0,1024.0,166.0
13,Mighty Morphin' Bauer Rangers,notgradylittle,220,741,673,56,0.338,0.801,1323,63,67,4.23,1.3,97,,14,21579,The Sultans of Stats 2019,124164,48.5,55.5,35.0,33.5,57.5,34.5,116.0,104.5,148.5,63.5,43.0,199.0,939.0,176.0
14,Humongous Melonheads,bearzRchill,220,748,702,69,0.333,0.789,1357,51,82,4.37,1.29,65,,15,21579,The Sultans of Stats 2019,124179,48.5,64.0,53.5,81.5,22.0,17.5,131.0,62.5,199.0,33.5,54.0,56.5,823.5,196.0
15,boston phucknuts,phucknut,219,719,675,61,0.32,0.764,1444,46,61,4.32,1.26,71,,16,21579,The Sultans of Stats 2019,124304,45.0,45.0,36.5,49.5,2.0,4.0,164.0,49.5,129.0,41.5,91.5,79.5,737.0,206.0
16,Team Pup N Suds,florun,278,827,805,65,0.364,0.868,1473,67,73,4.22,1.25,83,,1,21581,D2 - Tony La Russa,124161,182.5,145.0,171.0,66.5,223.0,214.0,178.0,117.5,171.5,68.0,105.5,131.5,1774.0,51.0
17,Bavarian Legends,xacex,281,851,797,84,0.343,0.825,1567,7,91,4.38,1.29,102,,2,21581,D2 - Tony La Russa,124148,189.0,180.5,158.5,145.0,96.5,97.5,205.0,4.5,214.5,32.0,54.0,214.0,1591.0,76.0
18,Makes you wanna Schoop Schoop Schoop,shivvvy,262,816,769,65,0.357,0.855,1572,99,40,3.92,1.2,89,,3,21581,D2 - Tony La Russa,124228,145.0,134.5,123.0,66.5,205.0,196.0,206.0,204.5,62.5,144.0,169.0,169.0,1825.0,42.5
19,hbt,onegaishimasu,249,861,745,71,0.347,0.832,1468,69,81,3.85,1.18,78,,4,21581,D2 - Tony La Russa,124226,114.5,193.5,92.5,87.5,134.0,119.0,176.0,126.5,194.5,166.0,191.0,106.0,1701.0,61.0
20,Hayzer,Hayzer13,250,823,816,56,0.344,0.817,1582,46,79,3.67,1.18,102,,5,21581,D2 - Tony La Russa,124209,120.0,141.5,178.5,33.5,107.0,70.0,209.0,49.5,186.5,200.0,191.0,214.0,1700.5,62.0
21,Syndergaarden Cop,GarrettGus,267,830,829,67,0.345,0.851,1192,80,70,4.3,1.31,66,,6,21581,D2 - Tony La Russa,124187,157.5,149.0,189.0,78.0,117.5,188.0,82.0,160.5,159.5,48.0,30.5,60.5,1420.0,101.0
22,Finding Nimmo,SPRX97,233,740,732,75,0.352,0.819,1348,47,89,3.66,1.18,75,,7,21581,D2 - Tony La Russa,124181,75.0,54.0,75.0,111.0,183.0,77.0,125.0,53.5,211.0,203.0,191.0,93.0,1451.5,94.0
23,kristusv,KristusV,280,809,756,100,0.341,0.83,1316,39,66,4.02,1.3,89,,8,21581,D2 - Tony La Russa,124204,187.5,123.5,107.5,197.0,78.0,114.5,113.0,38.5,145.0,120.0,43.0,169.0,1436.5,96.5
24,vzomed,vzomed,251,813,764,61,0.336,0.815,1669,60,83,4.32,1.26,98,,9,21581,D2 - Tony La Russa,124172,124.5,130.5,115.0,49.5,42.0,65.0,219.0,94.5,202.0,41.5,91.5,201.0,1376.0,110.0
25,Two Birds One Bat,sinfolaw,251,845,768,94,0.337,0.812,1419,86,47,4.33,1.36,93,,10,21581,D2 - Tony La Russa,124173,124.5,172.0,120.0,182.0,50.0,57.5,156.0,178.0,79.5,38.5,6.0,188.5,1352.5,115.0
26,BustHerPosey,BustHerPosey,241,794,755,73,0.333,0.783,1382,88,71,3.75,1.17,89,,11,21581,D2 - Tony La Russa,124165,93.5,104.0,105.5,100.5,22.0,9.5,140.0,181.0,163.0,188.5,203.5,169.0,1480.0,87.0
27,OldManMax,OldManMax,244,834,772,119,0.332,0.811,1107,51,81,4.25,1.31,47,,12,21581,D2 - Tony La Russa,124205,102.0,159.5,126.0,218.0,17.5,54.0,61.0,62.5,194.5,56.5,30.5,13.0,1095.0,160.0
28,CloudKoopa,CloudKoopa,225,752,713,65,0.337,0.811,1286,71,55,4.09,1.29,67,,13,21581,D2 - Tony La Russa,124154,63.5,67.0,61.0,66.5,50.0,54.0,105.0,129.5,114.5,102.5,54.0,64.5,932.0,178.0
29,Who's Your Vladdy?,26torrez,213,696,699,94,0.337,0.81,898,78,47,4.57,1.34,32,,14,21581,D2 - Tony La Russa,124207,38.0,35.5,50.0,182.0,50.0,51.0,13.0,154.0,79.5,9.0,13.5,4.0,679.5,215.5
30,Zach20245,Zach20245,253,861,787,102,0.35,0.844,1538,57,72,3.98,1.17,100,,1,21580,D2 - Joe Torre,124167,130.0,193.5,145.5,203.0,166.0,165.0,197.5,82.5,167.0,132.5,203.5,207.5,1993.5,21.0
31,Hakuna Tanaka,ndevito1,288,833,815,70,0.344,0.832,1410,52,91,3.92,1.24,87,,2,21580,D2 - Joe Torre,124178,203.5,157.5,177.0,83.5,107.0,119.0,153.0,67.0,214.5,144.0,122.0,156.5,1704.5,60.0
32,NextLevelFantasy,NextLvlFantasy,268,828,844,59,0.342,0.821,1520,25,118,3.51,1.17,98,,3,21580,D2 - Joe Torre,124033,161.0,146.5,200.0,43.0,87.0,84.5,191.0,21.5,225.0,219.5,203.5,201.0,1783.5,50.0
33,evilempire105,evilempire105,238,858,733,89,0.35,0.838,1375,101,81,4.02,1.25,80,,4,21580,D2 - Joe Torre,124168,85.0,187.0,76.5,164.0,166.0,140.5,135.0,207.0,194.5,120.0,105.5,117.0,1698.0,64.0
34,SparksFlowing,SparksFlowing,271,817,757,88,0.348,0.822,1384,47,79,3.76,1.18,84,,5,21580,D2 - Joe Torre,124217,166.5,136.0,109.0,159.5,142.5,90.0,141.0,53.5,186.5,183.5,191.0,139.5,1698.5,63.0
35,TheTinDoor,TheTinDoor,271,847,820,97,0.346,0.844,1302,60,71,4.21,1.26,66,,5,21580,D2 - Joe Torre,124159,166.5,175.0,182.0,187.5,125.0,165.0,110.0,94.5,163.0,72.0,91.5,60.5,1592.5,74.5
36,The Mookie Monster,MattR123,229,869,762,73,0.341,0.799,1483,62,63,3.93,1.28,95,,7,21580,D2 - Joe Torre,124232,70.0,202.0,114.0,100.5,78.0,30.0,180.0,101.0,136.0,141.0,65.0,194.0,1411.5,103.0
37,HeyWaduhYaSayNahKid,ndjolt02,257,767,753,73,0.342,0.82,1336,86,54,3.72,1.21,66,,8,21580,D2 - Joe Torre,124160,136.0,82.0,103.0,100.5,87.0,80.0,117.0,178.0,111.5,193.0,157.0,60.5,1405.5,104.0
38,The Ghost Of Drake LaRoche,cobright,279,742,768,30,0.342,0.827,1362,110,59,4.23,1.23,56,,9,21580,D2 - Joe Torre,124157,185.5,57.0,120.0,1.5,87.0,108.0,133.0,215.0,121.5,63.5,136.0,32.0,1260.0,132.0
39,gscorefb,gscorefb,268,784,770,76,0.33,0.807,1438,40,79,4.37,1.3,88,,10,21580,D2 - Joe Torre,124190,161.0,99.0,124.0,118.5,12.5,47.0,162.0,40.5,186.5,33.5,43.0,163.0,1190.5,144.0
40,IWannaBeHonest,Take Over,241,750,795,98,0.338,0.83,1031,54,33,4.53,1.38,58,,11,21580,D2 - Joe Torre,124150,93.5,65.0,155.0,190.5,57.5,114.5,34.0,73.0,50.5,15.0,2.5,38.5,889.5,185.0
41,Fuzzy Orange Monster,Take Over,208,692,588,88,0.344,0.812,1061,65,41,4.07,1.28,68,,12,21580,D2 - Joe Torre,124213,30.0,32.0,7.0,159.5,107.0,57.5,47.0,110.0,67.0,107.5,65.0,68.5,858.0,192.0
42,Vladdy is Zaddy,NDZ,221,757,723,65,0.335,0.804,1388,47,75,4.44,1.33,90,,13,21580,D2 - Joe Torre,124182,53.0,70.5,68.0,66.5,36.0,40.5,143.0,53.5,178.0,24.5,18.0,173.5,925.0,180.0
43,TeddyRoosevelt10,teddyroosevelt1,225,746,715,91,0.332,0.804,1184,78,48,4.4,1.24,64,,14,21580,D2 - Joe Torre,124152,63.5,62.5,63.0,168.0,17.5,40.5,77.0,154.0,84.5,29.5,122.0,53.5,935.5,177.0
44,Vandelay Industries,sterlingmallory,264,856,790,82,0.352,0.838,1634,92,82,3.85,1.2,95,,1,21582,D2 - Bobby Cox,124155,152.0,183.5,148.5,141.5,183.0,140.5,213.0,190.5,199.0,166.0,169.0,194.0,2080.5,10.0
45,The Nifty Fifty,HunterbeHunted,249,828,783,93,0.346,0.826,1562,113,91,3.59,1.21,84,,2,21582,D2 - Bobby Cox,124301,114.5,146.5,140.0,176.0,125.0,103.5,204.0,219.0,214.5,212.0,157.0,139.5,1951.5,27.0
46,Big Willy Style,bigwilbert,280,820,828,50,0.35,0.837,1492,72,69,3.78,1.23,100,,3,21582,D2 - Bobby Cox,124393,187.5,139.0,186.5,19.0,166.0,135.5,183.5,132.5,154.5,177.5,136.0,207.5,1825.0,42.5
47,Team SESH,shanewalden,261,819,746,87,0.349,0.843,1430,33,63,4.13,1.27,92,,4,21582,D2 - Bobby Cox,124195,143.0,138.0,94.0,155.0,152.0,159.5,158.0,26.5,136.0,91.5,78.5,184.0,1516.0,84.0
48,The Way Baseball Go,Untgt51,237,786,740,72,0.335,0.803,1649,51,73,3.96,1.19,96,,5,21582,D2 - Bobby Cox,124270,83.0,101.0,86.0,93.5,36.0,38.0,215.5,62.5,171.5,134.5,180.0,197.5,1399.0,105.0
49,Springer Training '19,ogin,245,812,789,77,0.341,0.836,1517,51,72,4.43,1.33,91,,6,21582,D2 - Bobby Cox,124174,106.0,127.0,147.0,124.5,78.0,132.5,190.0,62.5,167.0,26.5,18.0,178.0,1357.0,114.0
50,falco1002,chaopw2010,273,830,808,54,0.344,0.823,1387,91,56,4.54,1.34,86,,7,21582,D2 - Bobby Cox,124200,172.0,149.0,174.0,28.5,107.0,93.0,142.0,187.5,118.0,13.5,13.5,149.5,1347.5,116.0
51,Giada's Puff Pastries,luther_elmo,235,803,753,125,0.334,0.804,1504,40,73,4.33,1.25,84,,8,21582,D2 - Bobby Cox,124320,81.0,116.0,103.0,219.5,29.0,40.5,187.0,40.5,171.5,38.5,105.5,139.5,1271.5,128.0
52,INDUSTRIAL STRENGTH TRASH DOOKIE (Dirty Scherzey),MorphineSmile,262,776,792,63,0.339,0.821,1492,65,64,4.32,1.3,84,,9,21582,D2 - Bobby Cox,124336,145.0,89.5,150.5,57.5,65.5,84.5,183.5,110.0,142.0,41.5,43.0,139.5,1252.0,133.0
53,Right in the Pujols,frmrpreztaft,241,763,740,75,0.334,0.802,1527,33,91,3.9,1.26,87,,10,21582,D2 - Bobby Cox,124334,93.5,77.0,86.0,111.0,29.0,36.5,192.0,26.5,214.5,149.0,91.5,156.5,1263.0,131.0
54,slow drafts suck,69putout,263,803,829,76,0.344,0.843,1089,66,51,4.62,1.36,54,,11,21582,D2 - Bobby Cox,124149,149.0,116.0,189.0,118.5,107.0,159.5,53.5,113.5,98.0,7.5,6.0,25.0,1142.5,148.0
55,My team,tkfyesterday,221,764,708,108,0.357,0.846,980,16,29,4.13,1.31,82,,12,21582,D2 - Bobby Cox,124332,53.0,78.0,57.0,210.0,205.0,174.0,24.0,10.5,40.0,91.5,30.5,125.0,1098.5,158.0
56,Chicks Dig the Long Dongers,southpaw47,232,744,716,54,0.337,0.786,1379,81,88,4.0,1.18,65,,13,21582,D2 - Bobby Cox,124203,73.0,59.5,65.5,28.5,50.0,14.0,138.5,166.0,210.0,126.5,191.0,56.5,1179.0,145.0
57,The Wright Stuff,bruceitup,253,815,740,64,0.333,0.797,1461,84,53,4.45,1.25,78,,14,21582,D2 - Bobby Cox,124243,130.0,133.0,86.0,61.0,22.0,26.5,173.0,175.0,107.5,23.0,105.5,106.0,1148.5,147.0
58,Trillium Trails,nfeuerer,326,907,901,77,0.35,0.865,1601,73,80,3.86,1.17,90,,1,21583,D3 - Andy Pettitte,124328,226.0,220.0,221.0,124.5,166.0,210.5,211.0,138.0,190.5,161.0,203.5,173.5,2245.5,2.0
59,Happy Holadays,SHTTNwTHINKIN,263,838,798,66,0.343,0.826,1714,108,56,3.75,1.2,100,,2,21583,D3 - Andy Pettitte,124299,149.0,166.0,161.5,73.5,96.5,103.5,223.5,212.5,118.0,188.5,169.0,207.5,1869.0,34.0
60,Oneonta Tigers,breakfishclub,291,848,818,81,0.356,0.866,1450,76,72,4.52,1.38,94,,3,21583,D3 - Andy Pettitte,124345,210.0,176.0,180.5,138.0,199.5,212.5,167.0,148.0,167.0,17.0,2.5,190.5,1808.5,46.5
61,Bush League Brawlers,topheroc,263,800,835,79,0.339,0.821,1652,68,84,3.89,1.23,98,,4,21583,D3 - Andy Pettitte,124369,149.0,113.5,195.0,131.0,65.5,84.5,217.0,122.0,204.0,152.5,136.0,201.0,1771.0,52.0
62,The Juiced Balls,JayWilly,305,871,859,94,0.349,0.848,1538,56,46,4.26,1.24,88,,5,21583,D3 - Andy Pettitte,124296,220.0,203.0,210.0,182.0,152.0,179.0,197.5,80.0,76.0,53.0,122.0,163.0,1837.5,41.0
63,Ahead of the Curve,Take Over,243,823,752,80,0.355,0.851,1276,94,70,3.89,1.27,67,,6,21583,D3 - Andy Pettitte,124371,98.0,141.5,101.0,134.5,195.5,188.0,100.5,196.0,159.5,152.5,78.5,64.5,1610.0,70.5
64,Arrow'd by Archer,mkultra3,262,816,816,75,0.338,0.843,1399,88,79,4.31,1.31,77,,7,21583,D3 - Andy Pettitte,124440,145.0,134.5,178.5,111.0,57.5,159.5,149.0,181.0,186.5,45.5,30.5,100.0,1478.5,88.0
65,stupid money,Take Over,210,793,716,57,0.36,0.844,1038,59,27,3.66,1.17,57,,8,21583,D3 - Andy Pettitte,124344,33.0,102.5,65.5,38.0,217.0,165.0,37.0,89.5,36.5,203.0,203.5,35.5,1226.0,137.0
66,Springfield Isotopes,Saaulgooodmaan,219,696,710,126,0.351,0.849,925,26,2,4.16,1.22,77,,9,21583,D3 - Andy Pettitte,124359,45.0,35.5,58.0,221.5,176.5,182.5,16.0,23.0,7.0,84.0,146.5,100.0,1095.5,159.0
67,Helyar Hellhounds,Take Over,210,649,631,42,0.331,0.783,1289,60,8,3.48,1.09,89,,10,21583,D3 - Andy Pettitte,124284,33.0,12.5,17.0,8.0,14.5,9.5,106.0,94.5,16.5,222.5,224.0,169.0,927.0,179.0
68,Red Rockets,hgfantomos,194,699,616,108,0.342,0.802,1035,81,49,4.55,1.33,55,,11,21583,D3 - Andy Pettitte,124325,15.0,37.0,11.0,210.0,87.0,36.5,36.0,166.0,88.5,11.5,18.0,29.0,745.5,204.0
69,Lord Chanka,Take Over,217,665,594,41,0.344,0.817,860,36,64,4.4,1.28,40,,12,21583,D3 - Andy Pettitte,124391,43.0,20.5,10.0,7.0,107.0,70.0,7.0,32.5,142.0,29.5,65.0,7.5,541.0,221.0
70,Indecent Expos,MurrayN,274,845,867,37,0.35,0.846,1528,106,66,3.64,1.19,92,,1,21584,D3 - Randy Johnson,124295,174.0,172.0,214.5,5.0,166.0,174.0,193.0,211.0,145.0,206.5,180.0,184.0,2025.0,18.5
71,wOBAffet,AdroitNinja,272,796,775,58,0.352,0.845,1664,97,67,3.75,1.16,90,,2,21584,D3 - Randy Johnson,124338,170.5,106.0,130.0,41.0,183.0,169.5,218.0,199.5,148.5,188.5,211.0,173.5,1939.0,28.0
72,Redbird Redemption,RedbeardMtn,277,858,848,76,0.347,0.835,1209,30,63,4.03,1.25,87,,3,21584,D3 - Randy Johnson,124357,180.0,187.0,203.5,118.5,134.0,129.5,85.0,25.0,136.0,116.5,105.5,156.5,1577.0,78.0
73,Springfield Isotopes,sanru22,257,841,794,101,0.351,0.853,1460,52,53,4.21,1.26,86,,4,21584,D3 - Randy Johnson,124289,136.0,168.0,153.5,200.5,176.5,192.0,172.0,67.0,107.5,72.0,91.5,149.5,1686.0,65.0
74,Jhonny P. Goode,BackInRed,259,856,832,79,0.355,0.851,1295,54,51,4.21,1.27,83,,5,21584,D3 - Randy Johnson,124263,139.5,183.5,194.0,131.0,195.5,188.0,108.0,73.0,98.0,72.0,78.5,131.5,1592.5,74.5
75,Battered Bird Club,Tomosaki,263,831,776,76,0.335,0.825,1395,63,61,3.82,1.21,90,,6,21584,D3 - Randy Johnson,124355,149.0,152.0,132.5,118.5,36.0,97.5,147.0,104.5,129.0,172.0,157.0,173.5,1568.5,79.0
76,FaNtAsY bAsEbAlL,BluntForce19,250,776,715,54,0.341,0.799,1505,112,63,3.73,1.17,86,,7,21584,D3 - Randy Johnson,124269,120.0,89.5,63.0,28.5,78.0,30.0,188.0,218.0,136.0,192.0,203.5,149.5,1496.0,85.0
77,Swing and A Miss,bmox09,265,823,799,75,0.342,0.842,1060,99,33,4.02,1.24,59,,8,21584,D3 - Randy Johnson,124288,154.0,141.5,164.5,111.0,87.0,155.0,45.5,204.5,50.5,120.0,122.0,42.5,1398.0,106.0
78,Andy6789,Andy6789,216,746,730,93,0.348,0.833,1088,55,41,3.77,1.18,73,,9,21584,D3 - Randy Johnson,124280,41.0,62.5,73.5,176.0,142.5,122.0,51.5,76.5,67.0,180.0,191.0,84.5,1268.0,129.0
79,Ol' Dirty Bastardo,scottiemac41,216,708,691,97,0.345,0.798,888,82,69,4.13,1.24,48,,10,21584,D3 - Randy Johnson,124261,41.0,41.0,44.0,187.5,117.5,28.0,11.0,171.5,154.5,91.5,122.0,14.0,1023.5,167.0
80,Trout Mike Replica,camly75,260,757,727,63,0.349,0.846,1044,25,31,4.14,1.31,67,,11,21584,D3 - Randy Johnson,124267,142.0,70.5,71.5,57.5,152.0,174.0,39.0,21.5,44.0,88.0,30.5,64.5,955.0,175.0
81,Steve Lyon's Trousers,comosaydeesay,202,774,692,99,0.322,0.775,1042,8,39,4.08,1.3,68,,12,21584,D3 - Randy Johnson,124317,25.0,85.5,45.0,194.0,4.0,6.5,38.0,6.0,59.0,105.0,43.0,68.5,679.5,215.5
82,Ice Cold Pitchers,mbennings,287,844,785,74,0.35,0.849,1708,58,63,3.89,1.17,102,,1,21585,D3 - John Smoltz,124278,200.5,170.0,141.5,106.0,166.0,182.5,221.5,85.0,136.0,152.5,203.5,214.0,1979.0,23.0
83,jheist917,jheist917,271,849,831,90,0.339,0.82,1511,99,63,3.85,1.2,85,,2,21585,D3 - John Smoltz,124275,166.5,177.5,192.0,166.5,65.5,80.0,189.0,204.5,136.0,166.0,169.0,144.5,1857.0,36.0
84,Harper Contract Is Ryan Howard Contract 2.0,KobraCola,268,876,907,67,0.365,0.88,1270,81,83,3.94,1.24,71,,3,21585,D3 - John Smoltz,124255,161.0,207.0,223.0,78.0,224.5,222.5,98.0,166.0,202.0,138.0,122.0,79.5,1921.5,30.0
85,Rollie Fingaz,Rollie_Fingers,291,832,822,57,0.341,0.819,1729,62,105,3.82,1.13,91,,4,21585,D3 - John Smoltz,124254,210.0,155.0,183.0,38.0,78.0,77.0,225.0,101.0,223.0,172.0,218.0,178.0,1858.0,35.0
86,Gyroballs are tasty,Hardrock527,278,818,794,76,0.339,0.817,1649,115,60,3.86,1.21,103,,5,21585,D3 - John Smoltz,124310,182.5,137.0,153.5,118.5,65.5,70.0,215.5,221.0,125.0,161.0,157.0,217.0,1823.5,44.0
87,Light Sabermetrics,DarthKling,278,831,806,75,0.346,0.831,1577,49,68,4.35,1.3,101,,6,21585,D3 - John Smoltz,124276,182.5,152.0,172.0,111.0,125.0,117.0,208.0,59.0,151.0,35.5,43.0,210.5,1566.5,80.0
88,Stop melden,clayko,250,799,803,78,0.351,0.842,1160,54,51,4.18,1.35,77,,7,21585,D3 - John Smoltz,124251,120.0,112.0,168.0,127.5,176.5,155.0,74.0,73.0,98.0,79.0,9.5,100.0,1292.5,124.0
89,obiwan088,obiwan088,244,776,766,61,0.332,0.806,1280,93,55,3.71,1.23,78,,8,21585,D3 - John Smoltz,124297,102.0,89.5,116.5,49.5,17.5,45.0,102.0,193.5,114.5,194.5,136.0,106.0,1266.5,130.0
90,Arrdee,Arrdee,247,835,785,144,0.338,0.811,1147,62,48,4.19,1.28,59,,9,21585,D3 - John Smoltz,124273,111.0,162.0,141.5,226.0,57.5,54.0,72.0,101.0,84.5,77.0,65.0,42.5,1194.0,142.0
91,Killer Tofu,patodro,250,813,742,76,0.345,0.827,1203,92,32,4.76,1.31,64,,10,21585,D3 - John Smoltz,124245,120.0,130.5,88.5,118.5,117.5,108.0,84.0,190.5,47.5,4.0,30.5,53.5,1093.0,162.0
92,Nonstop87,Take Over,211,712,569,65,0.349,0.822,851,53,74,4.42,1.3,25,,11,21585,D3 - John Smoltz,124955,35.5,43.0,3.0,66.5,152.0,90.0,6.0,70.0,175.0,28.0,43.0,2.0,714.0,210.0
93,Untitled,Take Over,186,660,659,59,0.336,0.822,889,19,39,4.13,1.3,57,,12,21585,D3 - John Smoltz,124294,9.0,16.0,30.0,43.0,42.0,90.0,12.0,17.0,59.0,91.5,43.0,35.5,488.0,224.0
94,Chubby Checker,HauckPark,283,875,786,100,0.356,0.844,1491,92,82,4.04,1.24,86,,1,21586,D3 - Pedro Martinez,124326,191.5,206.0,143.5,197.0,199.5,165.0,182.0,190.5,199.0,114.0,122.0,149.5,2059.5,14.0
95,Mattingly's Sideburns,Zoomzilla,268,800,779,36,0.352,0.844,1600,62,119,3.23,1.12,104,,2,21586,D3 - Pedro Martinez,124322,161.0,113.5,136.0,4.0,183.0,165.0,210.0,101.0,226.0,226.0,219.5,218.0,1963.0,25.0
96,treemeister22,treemeister22,272,809,804,66,0.356,0.848,1346,81,69,3.54,1.22,83,,3,21586,D3 - Pedro Martinez,124315,170.5,123.5,169.5,73.5,199.5,179.0,123.0,166.0,154.5,215.5,146.5,131.5,1852.5,37.0
97,Show Me Your Foul Tips,mattsui,268,858,796,92,0.343,0.835,1423,19,87,4.04,1.22,107,,4,21586,D3 - Pedro Martinez,124340,161.0,187.0,156.5,171.0,96.5,129.5,157.0,17.0,208.5,114.0,146.5,221.0,1765.5,53.0
98,Billy Beane is Not My Lover,H4MSTER297,249,864,792,94,0.343,0.833,1576,73,23,3.76,1.24,102,,5,21586,D3 - Pedro Martinez,124316,114.5,198.0,150.5,182.0,96.5,122.0,207.0,138.0,31.5,183.5,122.0,214.0,1759.5,54.0
99,Blues Hammer,Coleslaw,294,835,855,104,0.337,0.838,1404,36,69,4.25,1.26,84,,6,21586,D3 - Pedro Martinez,124283,214.0,162.0,208.5,205.0,50.0,140.5,151.5,32.5,154.5,56.5,91.5,139.5,1606.0,72.0
100,The Mendoza Line,c_braun,259,766,759,48,0.34,0.825,1647,78,64,3.63,1.15,91,,7,21586,D3 - Pedro Martinez,124318,139.5,81.0,111.5,14.5,72.5,97.5,214.0,154.0,142.0,208.0,214.5,178.0,1627.0,69.0
101,Your Team Name,TonySnark,240,823,828,125,0.341,0.837,1232,88,26,4.23,1.25,61,,8,21586,D3 - Pedro Martinez,124319,90.0,141.5,186.5,219.5,78.0,135.5,91.0,181.0,34.5,63.5,105.5,48.5,1375.0,111.0
102,GIANT QUESTIONS,Tr0N,238,762,756,71,0.334,0.787,1389,118,48,3.79,1.25,99,,9,21586,D3 - Pedro Martinez,124279,85.0,75.5,107.5,87.5,29.0,15.0,144.5,224.0,84.5,176.0,105.5,204.0,1338.0,118.0
103,Klubots,hockeyisgood,220,744,727,96,0.352,0.838,1229,68,42,4.55,1.31,71,,10,21586,D3 - Pedro Martinez,124348,48.5,59.5,71.5,186.0,183.0,140.5,90.0,122.0,71.0,11.5,30.5,79.5,1093.5,161.0
104,Bullpen Bar,Mr_Monro,221,813,701,89,0.345,0.818,1270,75,16,4.49,1.33,76,,11,21586,D3 - Pedro Martinez,124324,53.0,130.5,52.0,164.0,117.5,73.5,98.0,144.0,23.0,20.0,18.0,96.0,989.5,169.0
105,Absolute Units,paledragon64,239,752,734,48,0.353,0.839,1051,35,52,4.78,1.34,51,,12,21586,D3 - Pedro Martinez,124330,87.5,67.0,78.0,14.5,189.5,146.5,42.5,30.0,102.5,3.0,13.5,18.5,793.0,200.0
