,Team,Owner,HR,R,RBI,SB,OBP,OPS,SO,SV,HD,ERA,WHP,QS,Pts,Rank,league_id,league_name,team_id,HR_Points,R_Points,RBI_Points,SB_Points,OBP_Points,OPS_Points,SO_Points,SV_Points,HD_Points,ERA_Points,WHP_Points,QS_Points,Total_Points,Overall_Rank
15,Hakuna Tanaka,ndevito1,288,833,815,70,0.344,0.832,1410,52,91,3.92,1.24,87,,2,21580,D2 - Joe Torre,124178,42.0,33.0,36.0,15.0,26.0,29.5,21.0,16.0,39.5,30.5,26.5,24.5,2029.0,9.0
16,NextLevelFantasy,NextLvlFantasy,268,828,844,59,0.342,0.821,1520,25,118,3.51,1.17,98,,3,21580,D2 - Joe Torre,124033,32.5,29.5,42.0,6.0,21.0,20.5,33.0,3.0,42.0,42.0,41.0,37.5,2121.5,6.0
17,evilempire105,evilempire105,238,858,733,89,0.35,0.838,1375,101,81,4.02,1.25,80,,4,21580,D2 - Joe Torre,124168,12.0,39.0,9.0,31.0,36.0,33.5,15.0,40.0,32.0,24.5,23.5,16.0,2022.5,10.0
18,SparksFlowing,SparksFlowing,271,817,757,88,0.348,0.822,1384,47,79,3.76,1.18,84,,5,21580,D2 - Joe Torre,124217,34.5,24.0,19.0,29.5,33.0,22.0,18.0,11.0,29.0,36.0,37.0,20.5,2016.5,12.0
19,TheTinDoor,TheTinDoor,271,847,820,97,0.346,0.844,1302,60,71,4.21,1.26,66,,5,21580,D2 - Joe Torre,124159,34.5,36.0,38.0,36.0,30.5,37.5,10.0,19.5,20.5,19.0,20.0,9.0,1907.0,14.0
20,The Mookie Monster,MattR123,229,869,762,73,0.341,0.799,1483,62,63,3.93,1.28,95,,7,21580,D2 - Joe Torre,124232,7.0,42.0,20.0,19.0,18.0,4.0,28.0,21.0,14.5,29.0,16.5,34.5,1719.0,21.0
21,HeyWaduhYaSayNahKid,ndjolt02,257,767,753,73,0.342,0.82,1336,86,54,3.72,1.21,66,,8,21580,D2 - Joe Torre,124160,25.0,12.0,15.5,19.0,21.0,19.0,12.0,34.5,10.0,38.0,30.5,9.0,1718.0,22.0
22,The Ghost Of Drake LaRoche,cobright,279,742,768,30,0.342,0.827,1362,110,59,4.23,1.23,56,,9,21580,D2 - Joe Torre,124157,38.0,4.0,22.5,1.0,21.0,26.0,14.0,41.0,13.0,17.0,28.5,4.0,1580.0,29.0
23,gscorefb,gscorefb,268,784,770,76,0.33,0.807,1438,40,79,4.37,1.3,88,,10,21580,D2 - Joe Torre,124190,32.5,14.0,25.0,23.5,1.0,10.0,24.0,7.5,29.0,10.0,12.0,26.0,1502.5,31.0
24,IWannaBeHonest,Take Over,241,750,795,98,0.338,0.83,1031,54,33,4.53,1.38,58,,11,21580,D2 - Joe Torre,124150,14.0,7.0,32.0,37.0,15.0,27.5,3.0,17.0,2.0,4.0,1.0,5.0,1218.0,40.0
25,Fuzzy Orange Monster,Take Over,208,692,588,88,0.344,0.812,1061,65,41,4.07,1.28,68,,12,21580,D2 - Joe Torre,124213,1.0,1.0,1.0,29.5,26.0,14.5,4.0,22.5,4.0,23.0,16.5,12.0,1203.0,41.0
26,Vladdy is Zaddy,NDZ,221,757,723,65,0.335,0.804,1388,47,75,4.44,1.33,90,,13,21580,D2 - Joe Torre,124182,3.5,9.0,7.0,11.5,8.5,8.0,20.0,11.0,27.0,6.0,6.5,30.0,1240.5,39.0
27,TeddyRoosevelt10,teddyroosevelt1,225,746,715,91,0.332,0.804,1184,78,48,4.4,1.24,64,,14,21580,D2 - Joe Torre,124152,5.5,6.0,5.0,32.0,2.5,8.0,7.0,29.5,7.0,8.0,26.5,6.0,1244.0,38.0
28,Vandelay Industries,sterlingmallory,264,856,790,82,0.352,0.838,1634,92,82,3.85,1.2,95,,1,21582,D2 - Bobby Cox,124155,30.0,38.0,30.0,26.0,38.5,33.5,40.0,38.0,34.0,33.5,32.5,34.5,2431.0,1.0
29,The Nifty Fifty,HunterbeHunted,249,828,783,93,0.346,0.826,1562,113,91,3.59,1.21,84,,2,21582,D2 - Bobby Cox,124301,18.5,29.5,27.0,33.0,30.5,25.0,36.0,42.0,39.5,41.0,30.5,20.5,2303.5,3.0
30,Big Willy Style,bigwilbert,280,820,828,50,0.35,0.837,1492,72,69,3.78,1.23,100,,3,21582,D2 - Bobby Cox,124393,39.5,26.0,39.0,2.0,36.0,32.0,29.5,28.0,18.0,35.0,28.5,39.5,2155.0,5.0
31,Team SESH,shanewalden,261,819,746,87,0.349,0.843,1430,33,63,4.13,1.27,92,,4,21582,D2 - Bobby Cox,124195,26.0,25.0,14.0,28.0,34.0,35.5,23.0,4.5,14.5,20.5,18.0,32.0,1824.0,15.0
32,The Way Baseball Go,Untgt51,237,786,740,72,0.335,0.803,1649,51,73,3.96,1.19,96,,5,21582,D2 - Bobby Cox,124270,11.0,15.0,11.0,17.0,8.5,6.0,41.0,14.0,25.0,28.0,34.0,36.0,1724.5,20.0
33,Springer Training '19,ogin,245,812,789,77,0.341,0.836,1517,51,72,4.43,1.33,91,,6,21582,D2 - Bobby Cox,124174,17.0,20.0,29.0,25.0,18.0,31.0,32.0,14.0,22.5,7.0,6.5,31.0,1687.0,24.0
34,falco1002,chaopw2010,273,830,808,54,0.344,0.823,1387,91,56,4.54,1.34,86,,7,21582,D2 - Bobby Cox,124200,36.0,31.5,35.0,3.5,26.0,23.0,19.0,37.0,12.0,3.0,4.5,23.0,1649.5,26.0
35,Giada's Puff Pastries,luther_elmo,235,803,753,125,0.334,0.804,1504,40,73,4.33,1.25,84,,8,21582,D2 - Bobby Cox,124320,10.0,17.5,15.5,42.0,6.5,8.0,31.0,7.5,25.0,11.5,23.5,20.5,1590.5,28.0
36,INDUSTRIAL STRENGTH TRASH DOOKIE (Dirty Scherzey),MorphineSmile,262,776,792,63,0.339,0.821,1492,65,64,4.32,1.3,84,,9,21582,D2 - Bobby Cox,124336,27.5,13.0,31.0,8.0,16.0,20.5,29.5,22.5,16.0,13.5,12.0,20.5,1574.5,30.0
37,Right in the Pujols,frmrpreztaft,241,763,740,75,0.334,0.802,1527,33,91,3.9,1.26,87,,10,21582,D2 - Bobby Cox,124334,14.0,10.0,11.0,21.5,6.5,5.0,34.0,4.5,39.5,32.0,20.0,24.5,1592.5,27.0
38,slow drafts suck,69putout,263,803,829,76,0.344,0.843,1089,66,51,4.62,1.36,54,,11,21582,D2 - Bobby Cox,124149,29.0,17.5,40.5,23.5,26.0,35.5,5.0,24.0,8.0,1.0,2.5,3.0,1459.5,33.0
39,My team,tkfyesterday,221,764,708,108,0.357,0.846,980,16,29,4.13,1.31,82,,12,21582,D2 - Bobby Cox,124332,3.5,11.0,3.0,40.0,40.5,39.0,2.0,2.0,1.0,20.5,9.0,17.0,1430.5,35.0
40,Chicks Dig the Long Dongers,southpaw47,232,744,716,54,0.337,0.786,1379,81,88,4.0,1.18,65,,13,21582,D2 - Bobby Cox,124203,8.0,5.0,6.0,3.5,12.5,2.0,16.0,32.0,36.0,26.0,37.0,7.0,1502.0,32.0
41,The Wright Stuff,bruceitup,253,815,740,64,0.333,0.797,1461,84,53,4.45,1.25,78,,14,21582,D2 - Bobby Cox,124243,23.5,22.0,11.0,9.0,4.5,3.0,25.0,33.0,9.0,5.0,23.5,14.5,1433.0,34.0
