,Team,Owner,HR,R,RBI,SB,OBP,OPS,SO,SV,HD,ERA,WHP,QS,Pts,Rank,league_id,league_name,team_id,HR_Points,R_Points,RBI_Points,SB_Points,OBP_Points,OPS_Points,SO_Points,SV_Points,HD_Points,ERA_Points,WHP_Points,QS_Points,Total_Points,Overall_Rank
106,13 Going on 330,meftw111,162,509,525,54,0.351,0.846,912,39,32,3.88,1.19,56,,1,21587,D3 - Greg Maddux,124323,198.5,201.5,223.0,169.0,174.5,181.5,211.0,108.5,121.0,150.0,175.5,189.0,2103.0,6.0
107,Woops,TehHat,162,504,473,54,0.348,0.857,844,30,44,3.84,1.23,53,,2,21587,D3 - Greg Maddux,124272,198.5,198.0,181.0,169.0,155.0,208.5,166.5,76.0,181.5,156.5,122.5,172.0,1985.0,15.0
108,Mighty Minnesota Mientkiewiczs,ZCyclone,121,466,443,60,0.346,0.824,844,43,41,4.06,1.27,56,,3,21587,D3 - Greg Maddux,124305,38.5,121.0,126.5,194.0,141.5,127.0,166.5,129.0,170.5,101.5,74.0,189.0,1579.0,82.0
109,Berber Collage Ellipsis,mheadphone,151,493,435,29,0.351,0.821,838,17,38,3.95,1.24,61,,4,21587,D3 - Greg Maddux,124307,160.0,178.5,109.0,16.0,174.5,120.5,161.5,21.5,154.0,128.5,112.5,212.0,1548.5,87.5
110,F---ING WIZARD FROGS!!!,StickyChicken,161,480,429,42,0.359,0.844,910,37,29,4.15,1.25,56,,5,21587,D3 - Greg Maddux,124281,194.0,152.0,99.0,94.5,211.0,175.5,210.0,100.5,108.0,75.0,100.0,189.0,1708.5,59.0
111,derekjohn,derekjohn,171,521,469,26,0.335,0.811,797,54,38,4.09,1.26,46,,6,21587,D3 - Greg Maddux,124268,214.0,214.0,170.5,11.5,44.0,91.0,135.5,180.5,154.0,90.0,86.0,100.5,1491.5,96.0
112,Ice Station Zebra Associates,sabugod,116,419,386,50,0.352,0.807,724,42,21,3.69,1.17,60,,7,21587,D3 - Greg Maddux,124303,25.0,41.0,35.5,150.5,181.5,75.5,85.0,123.5,55.0,190.0,195.5,208.5,1366.5,113.0
113,Jdthep,jdthep,136,446,428,40,0.34,0.806,787,60,33,4.02,1.2,45,,8,21587,D3 - Greg Maddux,124314,96.0,81.5,97.0,82.5,77.0,71.0,125.0,203.5,128.5,108.5,162.5,93.0,1326.0,118.0
114,Goonies Never Say Die,goon39,165,466,446,42,0.34,0.852,763,52,25,4.55,1.29,40,,9,21587,D3 - Greg Maddux,124293,205.0,121.0,136.0,94.5,77.0,196.5,106.0,169.5,81.0,13.0,52.0,57.0,1308.5,120.0
115,The Rally Caps,thatguychris,120,439,424,48,0.336,0.799,758,58,39,4.09,1.21,43,,10,21587,D3 - Greg Maddux,124271,34.5,69.5,88.0,135.5,50.5,51.5,103.0,194.5,161.0,90.0,150.0,75.5,1203.5,139.0
116,The BreakFastBall Club,Take Over,134,442,422,44,0.355,0.842,595,59,11,4.23,1.24,25,,11,21587,D3 - Greg Maddux,124302,87.0,75.5,82.0,110.0,200.5,171.0,27.5,198.5,33.0,61.0,112.5,7.0,1165.5,147.5
117,The Tato,ShortGameNate,137,439,435,63,0.338,0.806,621,24,36,4.09,1.28,26,,12,21587,D3 - Greg Maddux,124277,100.5,69.5,109.0,202.5,62.5,71.0,35.0,42.0,145.0,90.0,62.5,8.5,998.0,176.0
118,Riptide,BelowTheBenthic,140,484,430,67,0.351,0.83,852,63,51,3.63,1.17,58,,1,21588,D3 - Sandy Koufax,124259,115.0,162.0,100.0,210.5,174.5,146.5,175.5,211.0,201.5,202.5,195.5,202.0,2096.5,7.0
119,AREY36,AREY36,163,512,519,60,0.333,0.843,723,65,23,3.07,1.11,50,,2,21588,D3 - Sandy Koufax,124265,201.5,208.0,220.0,194.0,31.5,173.0,84.0,215.5,66.0,226.0,220.0,135.5,1975.0,18.0
120,Hartford Yard Goats,Foley23,149,495,461,45,0.342,0.825,892,64,29,3.79,1.22,63,,2,21588,D3 - Sandy Koufax,124246,151.5,183.0,161.0,118.0,98.5,129.5,201.0,213.5,108.0,170.5,135.5,217.0,1887.0,27.0
121,Monster Max's Ballpark Smash,Smackavelli,172,541,518,47,0.354,0.854,658,33,24,3.77,1.25,38,,4,21588,D3 - Sandy Koufax,124250,216.0,223.0,218.5,128.0,193.5,203.0,52.0,87.0,73.5,173.5,100.0,50.0,1718.0,55.5
122,Down With OBP,freakyouttie,141,474,439,40,0.343,0.827,840,51,31,3.98,1.26,54,,5,21588,D3 - Sandy Koufax,124282,120.5,136.5,122.0,82.5,111.5,137.0,164.0,164.0,116.5,119.5,86.0,178.0,1538.0,90.0
123,Service Time Manipulator,VoodooSteve,127,434,375,31,0.351,0.816,959,90,23,3.38,1.08,51,,6,21588,D3 - Sandy Koufax,124262,58.0,63.0,22.0,25.5,174.5,109.5,221.0,226.0,66.0,220.5,223.0,148.5,1557.5,86.0
124,wOBA Fett,Mrfarenheit,145,484,445,38,0.357,0.835,685,12,24,4.18,1.18,42,,7,21588,D3 - Sandy Koufax,124266,133.5,162.0,133.5,68.5,206.5,160.5,62.5,13.5,73.5,72.5,187.5,67.0,1341.0,116.0
125,Oh Righteous One,maxima423,134,427,408,60,0.342,0.807,722,15,24,4.32,1.3,51,,8,21588,D3 - Sandy Koufax,124274,87.0,52.0,62.0,194.0,98.5,75.5,83.0,15.5,73.5,38.5,42.0,148.5,970.0,183.0
126,The Big Cat's Pajamas,elawrence60,122,426,438,65,0.331,0.783,875,40,20,4.44,1.3,51,,9,21588,D3 - Sandy Koufax,124253,41.0,49.0,120.0,207.5,25.0,26.5,194.0,113.0,51.0,24.0,42.0,148.5,1041.5,172.0
127,BigLeagueJew,BarryBondsBalls,125,385,379,21,0.364,0.868,406,25,55,5.14,1.47,10,,10,21588,D3 - Sandy Koufax,124248,50.0,14.5,26.0,3.5,219.0,216.0,1.0,48.5,214.0,1.0,1.0,1.0,795.5,201.0
128,Emerald City Reign,spartanwolf,109,388,365,37,0.334,0.767,638,18,6,4.6,1.31,43,,11,21588,D3 - Sandy Koufax,124335,11.0,16.5,13.5,59.5,37.5,10.0,39.5,28.0,17.0,9.0,33.0,75.5,350.0,226.0
129,Team,Take Over,103,375,368,24,0.34,0.813,541,1,0,4.08,1.26,37,,12,21588,D3 - Sandy Koufax,124247,4.5,10.0,15.0,7.0,77.0,96.0,10.5,2.0,3.0,95.5,86.0,43.5,450.0,223.0
130,Carolina Cooters,patmikekelly,173,540,544,68,0.36,0.89,771,64,29,3.68,1.2,52,,1,21589,D3 - Jim Palmer,124451,218.0,222.0,226.0,213.0,214.0,223.0,114.0,213.5,108.0,193.5,162.5,162.0,2269.5,1.0
131,Prosner,Prosner,169,467,470,43,0.354,0.839,969,42,38,3.7,1.19,52,,2,21589,D3 - Jim Palmer,124312,211.5,124.0,174.5,102.0,193.5,167.5,223.0,123.5,154.0,188.0,175.5,162.0,1999.0,12.0
132,The Bats of Wrath,LesVlads,158,511,498,38,0.348,0.848,833,41,49,3.67,1.16,51,,3,21589,D3 - Jim Palmer,124419,187.0,205.5,206.0,68.5,155.0,186.0,155.5,117.5,194.5,197.0,202.5,148.5,2023.5,10.0
133,DSigMU21,DSigMU21,175,547,511,36,0.349,0.853,510,50,35,3.81,1.11,22,,4,21589,D3 - Jim Palmer,124376,221.0,225.5,216.0,54.5,161.5,199.5,4.0,159.0,140.0,165.0,220.0,4.0,1770.0,47.0
134,Posey Riot,Jewker,131,458,424,44,0.344,0.829,630,48,27,4.0,1.2,38,,5,21589,D3 - Jim Palmer,124453,77.5,109.5,88.0,110.0,126.5,143.0,37.0,153.0,95.0,113.0,162.5,50.0,1265.0,128.0
135,The Dizzy Batracers,Goyanks7777,130,488,421,50,0.344,0.815,694,37,32,4.19,1.27,46,,6,21589,D3 - Jim Palmer,124558,73.5,169.5,78.5,150.5,126.5,104.5,65.0,100.5,121.0,70.5,74.0,100.5,1234.5,131.0
136,SpearOfWealth,SpearOfWealth,142,440,402,43,0.327,0.769,932,42,39,3.92,1.28,52,,7,21589,D3 - Jim Palmer,124450,125.5,72.5,50.5,102.0,11.0,12.5,214.5,123.5,161.0,138.0,62.5,162.0,1235.5,129.5
137,Just the tip,Admiralthrawn11,116,405,407,44,0.339,0.789,614,41,28,3.63,1.16,46,,8,21589,D3 - Jim Palmer,124459,25.0,28.0,59.0,110.0,67.5,36.5,30.0,117.5,101.0,202.5,202.5,100.5,1080.0,161.0
138,The Amazin' Mess,Ramzavail,112,448,404,31,0.351,0.815,606,17,47,4.04,1.28,31,,9,21589,D3 - Jim Palmer,124506,17.5,86.0,55.5,25.5,174.5,104.5,29.0,21.5,188.5,105.0,62.5,19.5,889.5,194.0
139,Nut 2 Butt,ffejulator,127,417,382,76,0.344,0.815,579,26,3,4.07,1.28,31,,10,21589,D3 - Jim Palmer,124579,58.0,38.0,28.0,222.5,126.5,104.5,22.0,54.5,9.0,98.5,62.5,19.5,843.5,197.0
140,One Does Not Simply Walk if Youre Odor,JimmyChonga,115,342,337,31,0.325,0.764,664,39,24,3.72,1.19,44,,11,21589,D3 - Jim Palmer,124249,22.0,2.0,5.0,25.5,7.5,8.0,55.0,108.5,73.5,183.5,175.5,84.5,750.5,210.0
141,jackalope503,jackalope503,113,395,377,43,0.325,0.758,615,46,0,4.59,1.32,36,,12,21589,D3 - Jim Palmer,124380,19.0,20.5,25.0,102.0,7.5,5.5,31.5,145.5,3.0,11.0,26.5,37.0,434.0,224.0
142,Terrence Young,Terrence8026,173,530,495,32,0.362,0.876,902,51,43,3.74,1.19,58,,1,21590,D4 - Mike Mussina,124701,218.0,220.0,203.0,33.0,216.5,217.0,207.0,164.0,179.0,179.5,175.5,202.0,2214.5,3.0
143,HearTheBeard,hearthebeard,163,496,475,35,0.357,0.846,711,65,59,3.38,1.14,35,,2,21590,D4 - Mike Mussina,124722,201.5,185.5,184.5,48.5,206.5,181.5,77.0,215.5,218.0,220.5,211.5,32.5,1983.0,16.0
144,The Mensches,MasonO,174,476,462,40,0.343,0.855,698,60,24,3.69,1.21,41,,3,21590,D4 - Mike Mussina,124794,220.0,139.0,162.0,82.5,111.5,205.0,68.0,203.5,73.5,190.0,150.0,61.0,1666.0,68.0
145,Let The Mookie Win,Tcryden,126,471,457,58,0.353,0.829,704,36,42,4.32,1.22,43,,4,21590,D4 - Mike Mussina,124708,53.5,133.0,151.0,185.5,186.0,143.0,71.0,95.5,175.0,38.5,135.5,75.5,1443.0,98.0
146,cancer_sticks,cancer_sticks,135,469,421,39,0.344,0.808,903,51,41,4.06,1.22,44,,4,21590,D4 - Mike Mussina,124669,91.5,129.0,78.5,77.0,126.5,79.5,208.0,164.0,170.5,101.5,135.5,84.5,1446.0,97.0
147,Norwood Newt,nrwdnewt,108,442,414,51,0.343,0.799,654,45,8,3.38,1.19,44,,6,21590,D4 - Mike Mussina,124738,9.5,75.5,68.0,156.0,111.5,51.5,50.0,140.0,23.0,220.5,175.5,84.5,1165.5,147.5
148,Bowie Baysox,M5rich5,128,403,370,55,0.335,0.806,868,12,1,3.68,1.17,73,,7,21590,D4 - Mike Mussina,124700,64.5,27.0,18.0,174.0,44.0,71.0,189.0,13.5,6.0,193.5,195.5,225.0,1221.0,133.0
149,Lords of Lumber,Clarkbar36,124,390,372,51,0.359,0.846,623,44,5,4.25,1.3,42,,8,21590,D4 - Mike Mussina,124706,46.5,18.0,19.0,156.0,211.0,181.5,36.0,133.5,15.5,53.5,42.0,67.0,979.5,180.0
150,Ole,MatrixDream,153,463,437,36,0.352,0.878,480,5,19,4.9,1.39,39,,9,21590,D4 - Mike Mussina,124778,168.5,115.5,117.0,54.5,181.5,218.0,3.0,5.0,47.5,4.0,2.5,53.5,970.5,182.0
151,Black Love Soul Food,ceashley32,111,398,386,64,0.336,0.782,658,30,14,4.0,1.28,38,,10,21590,D4 - Mike Mussina,124731,15.5,24.0,35.5,204.5,50.5,24.5,52.0,76.0,40.0,113.0,62.5,50.0,748.0,211.0
152,Stupid Betts,brhill5873,104,382,335,55,0.323,0.743,575,45,5,3.59,1.23,37,,11,21590,D4 - Mike Mussina,124715,6.0,12.0,4.0,174.0,6.0,1.0,21.0,140.0,15.5,207.0,122.5,43.5,752.5,208.0
153,The Standing Waves,thejoelingdead,119,356,359,21,0.322,0.767,615,23,27,3.86,1.25,34,,12,21590,D4 - Mike Mussina,124813,31.0,5.0,10.0,3.5,5.0,10.0,31.5,37.0,95.0,154.0,100.0,28.0,510.0,221.0
154,Sultans of Swing,marcram,171,499,504,46,0.354,0.836,836,29,63,3.64,1.15,56,,1,21591,D4 - Mariano Rivera,125383,214.0,189.0,214.0,123.5,193.5,162.5,158.0,71.0,222.0,201.0,208.0,189.0,2145.5,5.0
155,wOBA Fett,Uncledonny,162,515,470,41,0.352,0.834,957,59,29,3.56,1.09,61,,2,21591,D4 - Mariano Rivera,124710,198.5,211.5,174.5,88.5,181.5,157.0,220.0,198.5,108.0,209.5,222.0,212.0,2181.5,4.0
156,The Good Boys,Thegoodboys59,157,482,478,51,0.366,0.896,648,52,28,3.91,1.21,35,,3,21591,D4 - Mariano Rivera,125385,184.5,157.0,189.0,156.0,223.0,225.5,46.5,169.5,101.0,142.0,150.0,32.5,1776.5,45.0
157,Van Buren Boys,VanBurenBoys_8,139,483,435,34,0.341,0.798,765,53,42,3.73,1.12,45,,4,21591,D4 - Mariano Rivera,125068,110.0,159.0,109.0,42.5,89.0,50.0,109.5,175.5,175.0,181.0,217.5,93.0,1511.0,94.0
158,Franimal House,parkranger2000,151,465,444,49,0.355,0.859,790,23,12,3.99,1.21,56,,5,21591,D4 - Mariano Rivera,124903,160.0,119.0,130.0,143.0,200.5,211.0,129.0,37.0,35.5,116.0,150.0,189.0,1620.0,77.0
159,Chazz city,wheredawhitewom,168,547,527,45,0.359,0.886,711,25,7,4.26,1.35,47,,6,21591,D4 - Mariano Rivera,124650,209.5,225.5,224.0,118.0,211.0,221.0,77.0,48.5,19.0,50.0,11.5,108.5,1523.5,92.0
160,Vottomatic,KeeptheDH,120,419,385,61,0.331,0.767,712,84,23,3.84,1.26,37,,7,21591,D4 - Mariano Rivera,125213,34.5,41.0,32.0,198.0,25.0,10.0,79.5,225.0,66.0,156.5,86.0,43.5,997.0,177.0
161,uggla123,superplatypus57,128,467,398,45,0.335,0.785,764,16,26,4.23,1.34,55,,8,21591,D4 - Mariano Rivera,125392,64.5,124.0,46.5,118.0,44.0,31.0,107.5,17.0,87.5,61.0,15.0,182.0,898.0,192.0
162,Darebel10000,Darebel10000,106,388,375,49,0.318,0.748,748,58,26,4.11,1.27,43,,9,21591,D4 - Mariano Rivera,124866,7.5,16.5,22.0,143.0,1.5,3.0,98.0,194.5,87.5,84.0,74.0,75.5,807.0,200.0
163,Little Cowboys,YellowPerch,95,371,324,76,0.33,0.782,592,18,8,3.8,1.21,50,,9,21591,D4 - Mariano Rivera,124711,2.0,9.0,3.0,222.5,19.0,24.5,25.0,28.0,23.0,168.5,150.0,135.5,810.0,199.0
164,War Pigs,gloriouswombat,138,369,384,31,0.336,0.8,618,56,0,4.45,1.36,28,,11,21591,D4 - Mariano Rivera,125378,104.5,8.0,29.5,25.5,50.5,54.5,33.0,186.5,3.0,23.0,8.0,13.0,539.0,220.0
165,"Rigs, Pipes & Lettuce",NufCed,99,329,365,45,0.326,0.784,564,6,4,3.93,1.21,44,,12,21591,D4 - Mariano Rivera,124685,3.0,1.0,13.5,118.0,9.5,29.0,18.0,6.5,12.0,134.5,150.0,84.5,579.5,218.0
166,SonsofBichettes,Wisemansstaff,150,484,455,52,0.354,0.831,773,56,50,3.72,1.16,37,,1,21592,D4 - Mark Buehrle,124697,155.0,162.0,147.0,161.0,193.5,150.0,116.0,186.5,199.0,183.5,202.5,43.5,1899.5,22.0
167,Dayzdnconfused,dayzdnconfused,152,515,500,32,0.345,0.837,649,44,17,3.96,1.26,40,,2,21592,D4 - Mark Buehrle,124695,165.0,211.5,209.0,33.0,137.0,165.0,48.5,133.5,43.5,125.5,86.0,57.0,1414.5,107.0
168,The Vottoman Empire,KitchenTaco,132,431,362,39,0.345,0.806,825,41,28,3.57,1.13,58,,3,21592,D4 - Mark Buehrle,124693,80.5,58.0,12.0,77.0,137.0,71.0,147.5,117.5,101.0,208.0,215.0,202.0,1426.5,105.0
169,The Muddbutts,jimtow28,167,514,493,71,0.334,0.824,707,36,24,4.2,1.27,49,,4,21592,D4 - Mark Buehrle,124652,207.5,210.0,202.0,217.0,37.5,127.0,73.0,95.5,73.5,68.5,74.0,122.5,1508.0,95.0
170,Wharf Rats,srndsnd,153,464,478,32,0.37,0.894,685,17,21,4.04,1.29,55,,5,21592,D4 - Mark Buehrle,124666,168.5,117.5,189.0,33.0,225.0,224.0,62.5,21.5,55.0,105.0,52.0,182.0,1435.0,102.5
171,Whirly Buehrles,eddardsnark31,140,436,403,30,0.343,0.796,862,42,34,4.18,1.22,51,,6,21592,D4 - Mark Buehrle,124682,115.0,66.0,53.0,19.0,111.5,46.0,183.5,123.5,135.5,72.5,135.5,148.5,1209.5,136.0
172,tbinta,tbinta,138,444,458,68,0.338,0.813,777,47,21,4.4,1.29,49,,7,21592,D4 - Mark Buehrle,124679,104.5,79.0,154.5,213.0,62.5,96.0,117.5,149.0,55.0,30.0,52.0,122.5,1235.5,129.5
173,Senatorialist,senatorialist,118,455,422,41,0.337,0.786,786,47,26,4.08,1.28,43,,8,21592,D4 - Mark Buehrle,124698,30.0,102.5,82.0,88.5,57.0,32.5,124.0,149.0,87.5,95.5,62.5,75.5,986.5,178.0
174,The Hacksaw,DrJackBauer,128,385,426,44,0.342,0.815,710,42,10,4.09,1.23,49,,9,21592,D4 - Mark Buehrle,124688,64.5,14.5,92.0,110.0,98.5,104.5,75.0,123.5,29.5,90.0,122.5,122.5,1047.0,168.0
175,Samuels Square Garden,jacobgomets,116,399,392,40,0.343,0.812,737,21,10,4.38,1.33,45,,10,21592,D4 - Mark Buehrle,124665,25.0,25.5,41.0,82.5,111.5,94.0,93.0,34.5,29.5,32.5,20.0,93.0,682.0,214.0
176,Lt. Frank Drebin,alekhine888,117,391,357,41,0.33,0.771,561,32,27,4.29,1.27,24,,11,21592,D4 - Mark Buehrle,124687,28.0,19.0,9.0,88.5,19.0,14.0,16.0,82.5,95.0,44.0,74.0,6.0,495.0,222.0
177,Keepin' it Realmuto,FletchTopper,106,354,312,27,0.342,0.832,451,36,0,4.07,1.29,36,,12,21592,D4 - Mark Buehrle,124691,7.5,4.0,2.0,13.0,98.5,153.0,2.0,95.5,3.0,98.5,52.0,37.0,566.0,219.0
178,The Rosies,RoRosie,177,546,534,57,0.36,0.882,777,40,66,3.69,1.21,50,,1,21593,D4 - Roger Clemens,124672,223.5,224.0,225.0,183.0,214.0,219.0,117.5,113.0,225.0,190.0,150.0,135.5,2219.5,2.0
179,Smoak 'Em If You Got 'Em,slaw47,158,493,501,53,0.334,0.822,865,80,11,3.82,1.21,53,,2,21593,D4 - Roger Clemens,124664,187.0,178.5,211.0,166.0,37.5,123.5,185.0,224.0,33.0,160.5,150.0,172.0,1828.0,36.0
180,Jobos Hobos,jobo1372,159,453,487,25,0.34,0.81,797,60,29,3.67,1.18,52,,3,21593,D4 - Roger Clemens,124660,189.5,94.5,196.5,9.5,77.0,85.5,135.5,203.5,108.0,197.0,187.5,162.0,1646.0,72.5
181,I Like Big Bats,fahey42,138,469,437,45,0.348,0.814,768,37,56,3.76,1.19,50,,4,21593,D4 - Roger Clemens,124671,104.5,129.0,117.0,118.0,155.0,99.0,113.0,100.5,216.0,176.5,175.5,135.5,1639.5,74.0
182,Some Lady Named Baby Ruth,abrown26,121,417,404,46,0.353,0.821,583,28,22,3.52,1.07,34,,5,21593,D4 - Roger Clemens,124651,38.5,38.0,55.5,123.5,186.0,120.5,24.0,66.0,60.5,212.0,224.0,28.0,1176.5,145.0
183,santiago casilla batting,Borderlines,142,500,460,59,0.347,0.829,521,46,11,4.41,1.32,33,,6,21593,D4 - Roger Clemens,124658,125.5,191.0,159.0,189.0,146.5,143.0,5.0,145.5,33.0,28.0,26.5,23.5,1215.5,134.0
184,Other People's Keepers,MrMet15,125,435,394,61,0.349,0.828,733,37,22,4.25,1.3,40,,7,21593,D4 - Roger Clemens,124670,50.0,65.0,42.5,198.0,161.5,140.0,87.5,100.5,60.5,53.5,42.0,57.0,1058.0,165.0
185,WillyMaysHays,willymayshays,156,447,460,31,0.348,0.856,529,26,53,4.19,1.29,23,,8,21593,D4 - Roger Clemens,124662,181.0,83.5,159.0,25.5,155.0,206.5,7.0,54.5,209.0,70.5,52.0,5.0,1208.5,137.0
186,LJ's Hoes,segoldma,136,485,473,44,0.351,0.837,555,24,4,4.51,1.26,34,,9,21593,D4 - Roger Clemens,124657,96.0,165.0,181.0,110.0,174.5,165.0,14.0,42.0,12.0,15.5,86.0,28.0,1089.0,160.0
187,Planet Express,PJFry,114,384,385,43,0.318,0.758,857,45,10,3.92,1.25,58,,10,21593,D4 - Roger Clemens,124674,20.0,13.0,32.0,102.0,1.5,5.5,178.5,140.0,29.5,138.0,100.0,202.0,962.0,185.0
188,Faith + 1,LeftCoastDrumer,91,362,297,58,0.33,0.746,620,23,9,3.9,1.13,44,,11,21593,D4 - Roger Clemens,124678,1.0,6.0,1.0,185.5,19.0,2.0,34.0,37.0,26.5,145.0,215.0,84.5,756.5,206.5
189,Springfield Isotopes,enjoyingcarp650,131,431,376,38,0.345,0.811,808,21,7,4.5,1.33,46,,12,21593,D4 - Roger Clemens,124667,77.5,58.0,24.0,68.5,137.0,91.0,140.0,34.5,19.0,17.5,20.0,100.5,787.5,202.0
190,The Duda Abides,kennkerp,176,530,515,42,0.353,0.86,830,43,22,3.74,1.2,62,,1,21594,D4 - Willie Mays,124690,222.0,220.0,217.0,94.5,186.0,212.0,150.0,129.0,60.5,179.5,162.5,215.0,2048.0,8.0
191,Ponch,ponch101,171,530,520,38,0.365,0.896,766,45,47,3.95,1.25,52,,2,21594,D4 - Willie Mays,124704,214.0,220.0,221.0,68.5,221.0,225.5,111.0,140.0,188.5,128.5,100.0,162.0,2000.0,11.0
192,Never Have I Devers,camboss,152,524,504,68,0.347,0.844,833,24,28,3.95,1.21,56,,3,21594,D4 - Willie Mays,124735,165.0,216.0,214.0,213.0,146.5,175.5,155.5,42.0,101.0,128.5,150.0,189.0,1896.0,23.0
193,Scherzer? I barely Cano her.,yaheardwperd,143,484,428,69,0.337,0.807,848,44,46,3.71,1.19,62,,4,21594,D4 - Willie Mays,124654,128.0,162.0,97.0,215.0,57.0,75.5,170.5,133.5,186.5,186.5,175.5,215.0,1802.0,42.0
194,God Hates Skaggs,mattcahill,146,461,460,33,0.343,0.834,920,52,15,3.72,1.2,69,,5,21594,D4 - Willie Mays,124726,138.0,112.5,159.0,38.0,111.5,157.0,212.0,169.5,42.0,183.5,162.5,224.0,1709.5,58.0
195,Dock Ellis,eatinChips,141,487,473,49,0.365,0.851,751,35,49,3.77,1.22,38,,6,21594,D4 - Willie Mays,124742,120.5,167.5,181.0,143.0,221.0,193.5,100.0,92.0,194.5,173.5,135.5,50.0,1772.0,46.0
196,Madison Mallards,MBatistussi,155,446,423,50,0.337,0.81,736,53,55,3.95,1.24,42,,7,21594,D4 - Willie Mays,124689,176.0,81.5,85.0,150.5,57.0,85.5,91.5,175.5,214.0,128.5,112.5,67.0,1424.5,106.0
197,Proxy Draft,Take Over,110,395,360,71,0.336,0.784,538,51,21,3.68,1.19,27,,8,21594,D4 - Willie Mays,125981,13.0,20.5,11.0,217.0,50.5,29.0,8.0,164.0,55.0,193.5,175.5,10.5,947.5,187.0
198,Failure to Launch Angle,Take Over,126,454,406,48,0.345,0.815,539,49,8,4.08,1.32,35,,9,21594,D4 - Willie Mays,124681,53.5,98.5,57.0,135.5,137.0,104.5,9.0,156.5,23.0,95.5,26.5,32.5,929.0,190.0
199,A+ for Effort,D3f3nd3r,156,457,435,24,0.34,0.83,594,7,20,4.91,1.39,36,,10,21594,D4 - Willie Mays,124767,181.0,107.5,109.0,7.0,77.0,146.5,26.0,9.0,51.0,3.0,2.5,37.0,756.5,206.5
200,Shelby Miller Return Tour,Take Over,108,351,351,35,0.343,0.801,550,48,4,4.14,1.18,32,,11,21594,D4 - Willie Mays,124653,9.5,3.0,7.0,48.5,111.5,58.5,12.0,153.0,12.0,76.5,187.5,21.0,700.0,212.0
201,God Squad,Take Over,110,399,416,35,0.342,0.795,595,18,12,3.98,1.22,30,,12,21594,D4 - Willie Mays,124721,13.0,25.5,71.0,48.5,98.5,45.0,27.5,28.0,35.5,119.5,135.5,17.0,664.5,216.0
202,Byron Buxton Top 5,stranske,160,490,457,49,0.372,0.865,738,71,26,3.99,1.22,40,,1,21595,D4 - Frank Robinson,124663,191.0,173.5,151.0,143.0,226.0,215.0,94.0,220.5,87.5,116.0,135.5,57.0,1810.0,41.0
203,Wrigley Wrecking Crew,ThisIsOurYear,146,481,435,45,0.356,0.853,767,39,51,3.42,1.14,47,,2,21595,D4 - Frank Robinson,124985,138.0,155.0,109.0,118.0,203.5,199.5,112.0,108.5,201.5,217.5,211.5,108.5,1882.5,29.0
204,puddy,studio54,149,461,456,62,0.345,0.848,725,57,25,3.37,1.06,48,,3,21595,D4 - Frank Robinson,124709,151.5,112.5,148.5,200.5,137.0,186.0,86.0,191.0,81.0,223.0,225.5,114.0,1856.5,31.0
205,Color of Money,Zolak,173,502,485,45,0.336,0.826,733,46,26,3.98,1.24,49,,4,21595,D4 - Frank Robinson,125096,218.0,193.5,193.5,118.0,50.5,132.5,87.5,145.5,87.5,119.5,112.5,122.5,1581.0,81.0
206,Chatt Mapman Superstars,theDICTATORguy,155,502,468,40,0.343,0.8,712,43,39,4.01,1.25,43,,5,21595,D4 - Frank Robinson,124747,176.0,193.5,168.0,82.5,111.5,54.5,79.5,129.0,161.0,110.5,100.0,75.5,1441.5,99.5
207,Warlex,Warlex,140,491,458,38,0.344,0.824,736,6,4,4.06,1.24,57,,6,21595,D4 - Frank Robinson,124716,115.0,176.0,154.5,68.5,126.5,127.0,91.5,6.5,12.0,101.5,112.5,197.0,1288.5,123.0
208,Ral,RalJTK,129,456,441,78,0.319,0.751,810,60,42,4.09,1.26,37,,7,21595,D4 - Frank Robinson,125373,70.0,105.5,123.0,225.5,3.0,4.0,141.0,203.5,175.0,90.0,86.0,43.5,1270.0,126.0
209,Daddy's Little Girls,Pete_Grassi,131,454,436,34,0.35,0.849,667,10,2,4.0,1.26,64,,8,21595,D4 - Frank Robinson,125420,77.5,98.5,113.5,42.5,166.5,189.0,56.5,11.0,7.5,113.0,86.0,219.5,1181.0,142.5
210,Chris Davis Support Group,sooners285,127,429,426,33,0.347,0.814,873,42,36,4.33,1.31,46,,9,21595,D4 - Frank Robinson,124815,58.0,55.5,92.0,38.0,146.5,99.0,192.5,123.5,145.0,36.5,33.0,100.5,1120.0,155.0
211,Password is Taco,Mr_Whitman,126,413,407,20,0.343,0.815,687,27,24,3.97,1.22,51,,10,21595,D4 - Frank Robinson,125450,53.5,34.0,59.0,2.0,111.5,104.5,64.0,60.0,73.5,123.0,135.5,148.5,969.0,184.0
212,Scrapple10,Scrapple10,133,431,422,73,0.347,0.849,551,40,0,4.24,1.3,36,,11,21595,D4 - Frank Robinson,125463,82.5,58.0,82.0,219.5,146.5,189.0,13.0,113.0,3.0,57.0,42.0,37.0,1042.5,170.0
213,Mad Max's Madness,Verarde,115,411,397,35,0.341,0.804,679,44,25,4.09,1.23,37,,12,21595,D4 - Frank Robinson,124684,22.0,31.0,45.0,48.5,89.0,65.5,60.0,133.5,81.0,90.0,122.5,43.5,831.5,198.0
