,Team,Owner,HR,R,RBI,SB,OBP,OPS,SO,SV,HD,ERA,WHP,QS,Pts,Rank,league_id,league_name,team_id,HR_Points,R_Points,RBI_Points,SB_Points,OBP_Points,OPS_Points,SO_Points,SV_Points,HD_Points,ERA_Points,WHP_Points,QS_Points,Total_Points,Overall_Rank
17,Bavarian Legends,xacex,161,497,446,52,0.344,0.825,897,7,62,3.88,1.21,65,,2,21581,D2 - Tony La Russa,124148,194.0,187.5,136.0,161.0,126.5,129.5,203.0,9.0,221.0,150.0,150.0,222.0,1889.5,26.0
18,vzomed,vzomed,154,512,457,34,0.345,0.845,963,17,58,4.25,1.25,60,,3,21581,D2 - Tony La Russa,124172,172.0,208.0,151.0,42.5,137.0,178.5,222.0,21.5,217.0,53.5,100.0,208.5,1711.5,57.0
19,Team Pup N Suds,florun,161,478,469,37,0.357,0.857,825,44,38,4.23,1.26,49,,4,21581,D2 - Tony La Russa,124161,194.0,144.5,170.5,59.5,206.5,208.5,147.5,133.5,154.0,61.0,86.0,122.5,1688.0,62.0
20,Makes you wanna Schoop Schoop Schoop,shivvvy,148,447,408,43,0.35,0.842,900,57,29,3.97,1.22,52,,5,21581,D2 - Tony La Russa,124228,146.5,83.5,62.0,102.0,166.5,171.0,204.5,191.0,108.0,123.0,135.5,162.0,1655.5,70.0
21,Finding Nimmo,SPRX97,139,429,427,40,0.363,0.844,822,19,52,3.83,1.22,51,,5,21581,D2 - Tony La Russa,124181,110.0,55.5,94.5,82.5,218.0,175.5,145.5,31.5,205.5,158.0,135.5,148.5,1560.5,85.0
22,Syndergaarden Cop,GarrettGus,151,477,478,35,0.344,0.849,718,55,38,4.21,1.32,42,,7,21581,D2 - Tony La Russa,124187,160.0,140.5,189.0,48.5,126.5,189.0,82.0,182.5,154.0,66.0,26.5,67.0,1431.5,104.0
23,hbt,onegaishimasu,120,480,417,31,0.347,0.8,847,51,24,3.72,1.16,49,,8,21581,D2 - Tony La Russa,124226,34.5,152.0,73.5,25.5,146.5,54.5,168.5,164.0,73.5,183.5,202.5,122.5,1401.0,109.0
24,BustHerPosey,BustHerPosey,136,448,421,47,0.331,0.775,815,52,32,3.91,1.17,53,,9,21581,D2 - Tony La Russa,124165,96.0,86.0,78.5,128.0,25.0,17.5,142.5,169.5,121.0,142.0,195.5,172.0,1373.5,111.0
25,kristusv,KristusV,148,454,408,62,0.335,0.808,790,29,26,3.87,1.25,57,,10,21581,D2 - Tony La Russa,124204,146.5,98.5,62.0,200.5,44.0,79.5,129.0,71.0,87.5,152.5,100.0,197.0,1368.0,112.0
26,OldManMax,OldManMax,142,470,468,65,0.334,0.802,696,30,52,4.51,1.38,26,,11,21581,D2 - Tony La Russa,124205,125.5,131.5,168.0,207.5,37.5,61.5,66.0,76.0,205.5,15.5,4.5,8.5,1107.5,157.0
27,Two Birds One Bat,sinfolaw,117,468,412,55,0.334,0.783,764,57,32,4.29,1.33,49,,12,21581,D2 - Tony La Russa,124173,28.0,126.5,66.0,174.0,37.5,26.5,107.5,191.0,121.0,44.0,20.0,122.5,1064.5,163.0
28,Who's Your Vladdy?,26torrez,129,419,416,64,0.332,0.797,562,37,36,4.48,1.33,21,,13,21581,D2 - Tony La Russa,124207,70.0,41.0,71.0,204.5,28.5,48.0,17.0,100.5,145.0,19.0,20.0,3.0,767.5,205.0
29,CloudKoopa,CloudKoopa,124,396,390,39,0.33,0.78,793,46,33,4.23,1.29,36,,14,21581,D2 - Tony La Russa,124154,46.5,22.5,39.0,77.0,19.0,21.0,132.0,145.5,128.5,61.0,52.0,37.0,781.0,203.0
30,Hakuna Tanaka,ndevito1,165,494,498,35,0.354,0.853,860,38,52,3.66,1.22,53,,1,21580,D2 - Joe Torre,124178,205.0,180.5,206.0,48.5,193.5,199.5,180.5,105.0,205.5,199.0,135.5,172.0,2030.5,9.0
31,NextLevelFantasy,NextLvlFantasy,165,479,501,30,0.348,0.834,831,18,74,3.48,1.2,52,,2,21580,D2 - Joe Torre,124033,205.0,148.5,211.0,19.0,155.0,157.0,151.5,28.0,226.0,213.5,162.5,162.0,1839.0,35.0
32,Zach20245,Zach20245,139,478,438,65,0.344,0.817,886,33,34,3.89,1.14,64,,3,21580,D2 - Joe Torre,124167,110.0,144.5,120.0,207.5,126.5,111.0,198.5,87.0,135.5,147.0,211.5,219.5,1818.5,39.0
33,evilempire105,evilempire105,134,495,415,52,0.351,0.831,782,53,52,3.65,1.16,49,,4,21580,D2 - Joe Torre,124168,87.0,183.0,69.0,161.0,174.5,150.0,121.0,175.5,205.5,200.0,202.5,122.5,1851.5,32.5
34,The Mookie Monster,MattR123,128,497,444,45,0.341,0.79,866,41,41,3.98,1.3,54,,5,21580,D2 - Joe Torre,124232,64.5,187.5,130.0,118.0,89.0,38.5,186.5,117.5,170.5,119.5,42.0,178.0,1441.5,99.5
35,SparksFlowing,SparksFlowing,151,463,434,49,0.348,0.826,772,26,50,3.97,1.22,46,,6,21580,D2 - Joe Torre,124217,160.0,115.5,105.0,143.0,155.0,132.5,115.0,54.5,199.0,123.0,135.5,100.5,1538.5,89.0
36,TheTinDoor,TheTinDoor,144,489,444,59,0.337,0.81,785,39,38,4.46,1.25,38,,7,21580,D2 - Joe Torre,124159,129.5,171.5,130.0,189.0,57.0,85.5,123.0,108.5,154.0,22.0,100.0,50.0,1320.0,119.0
37,HeyWaduhYaSayNahKid,ndjolt02,134,437,423,35,0.343,0.811,839,49,34,3.76,1.21,44,,8,21580,D2 - Joe Torre,124160,87.0,67.5,85.0,48.5,111.5,91.0,163.0,156.5,135.5,176.5,150.0,84.5,1356.5,115.0
38,TeddyRoosevelt10,teddyroosevelt1,126,454,436,57,0.33,0.797,749,60,25,3.56,1.18,42,,9,21580,D2 - Joe Torre,124152,53.5,98.5,113.5,183.0,19.0,48.0,99.0,203.5,81.0,209.5,187.5,67.0,1363.0,114.0
39,The Ghost Of Drake LaRoche,cobright,153,424,431,22,0.343,0.815,790,63,27,4.43,1.25,34,,10,21580,D2 - Joe Torre,124157,168.5,46.0,101.5,5.0,111.5,104.5,129.0,211.0,95.0,25.0,100.0,28.0,1125.0,154.0
40,gscorefb,gscorefb,148,445,436,41,0.335,0.807,806,28,40,4.59,1.36,50,,11,21580,D2 - Joe Torre,124190,146.5,80.0,113.5,88.5,44.0,75.5,139.0,66.0,166.5,11.0,8.0,135.5,1074.0,162.0
41,Fuzzy Orange Monster,HanshinFan,141,434,386,55,0.338,0.81,662,40,33,3.99,1.3,40,,12,21580,D2 - Joe Torre,124213,120.5,63.0,35.5,174.0,62.5,85.5,54.0,113.0,128.5,116.0,42.0,57.0,1051.5,166.0
42,Vladdy is Zaddy,NDZ,125,433,403,39,0.328,0.775,852,25,45,4.29,1.29,52,,13,21580,D2 - Joe Torre,124182,50.0,60.5,53.0,77.0,12.5,17.5,175.5,48.5,184.0,44.0,52.0,162.0,936.5,188.0
43,IWannaBeHonest,IWannaBeHonest,128,416,437,65,0.326,0.791,756,17,19,4.53,1.36,46,,14,21580,D2 - Joe Torre,124150,64.5,36.0,117.0,207.5,9.5,40.0,102.0,21.5,47.5,14.0,8.0,100.5,768.0,204.0
44,The Nifty Fifty,HunterbeHunted,136,480,445,52,0.348,0.821,901,71,52,3.38,1.2,52,,1,21582,D2 - Bobby Cox,124301,96.0,152.0,133.5,161.0,155.0,120.5,206.0,220.5,205.5,220.5,162.5,162.0,1995.0,13.0
45,Big Willy Style,bigwilbert,179,487,497,31,0.351,0.854,838,29,40,3.79,1.22,55,,2,21582,D2 - Bobby Cox,124393,225.0,167.5,204.0,25.5,174.5,203.0,161.5,71.0,166.5,170.5,135.5,182.0,1886.5,28.0
46,Vandelay Industries,sterlingmallory,136,477,420,49,0.344,0.793,889,55,49,3.81,1.18,56,,3,21582,D2 - Bobby Cox,124155,96.0,140.5,75.5,143.0,126.5,43.5,200.0,182.5,194.5,165.0,187.5,189.0,1743.5,53.0
47,Giada's Puff Pastries,luther_elmo,151,482,487,77,0.34,0.831,871,26,37,4.11,1.23,49,,4,21582,D2 - Bobby Cox,124320,160.0,157.0,196.5,224.0,77.0,150.0,191.0,54.5,149.5,84.0,122.5,122.5,1688.5,61.0
48,Dirty Scherzey,MorphineSmile,140,459,451,37,0.34,0.81,861,47,40,3.93,1.25,57,,5,21582,D2 - Bobby Cox,124336,115.0,111.0,141.5,59.5,77.0,85.5,182.0,149.0,166.5,134.5,100.0,197.0,1518.5,93.0
49,The Way Baseball Go,Untgt51,134,437,416,37,0.333,0.805,954,30,48,3.81,1.14,56,,6,21582,D2 - Bobby Cox,124270,87.0,67.5,71.0,59.5,31.5,67.5,219.0,76.0,190.5,165.0,211.5,189.0,1435.0,102.5
50,Team SESH,shanewalden,155,478,438,43,0.35,0.85,851,17,34,4.21,1.29,56,,6,21582,D2 - Bobby Cox,124195,176.0,144.5,120.0,102.0,166.5,191.0,173.0,21.5,135.5,66.0,52.0,189.0,1537.0,91.0
51,falco1002,chaopw2010,145,489,454,35,0.344,0.801,837,54,31,4.2,1.34,54,,8,21582,D2 - Bobby Cox,124200,133.5,171.5,146.0,48.5,126.5,58.5,159.5,180.5,116.5,68.5,15.0,178.0,1402.5,108.0
52,Chicks Dig the Long Dongers,southpaw47,128,452,420,30,0.34,0.786,876,59,36,4.02,1.15,42,,9,21582,D2 - Bobby Cox,124203,64.5,92.0,75.5,19.0,77.0,32.5,195.0,198.5,145.0,108.5,208.0,67.0,1282.5,124.0
53,The Wright Stuff,bruceitup,151,482,402,38,0.33,0.792,834,62,22,4.47,1.21,45,,10,21582,D2 - Bobby Cox,124243,160.0,157.0,50.5,68.5,19.0,41.5,157.0,208.5,60.5,20.5,150.0,93.0,1186.0,140.0
54,slow drafts suck,69putout,138,456,459,42,0.354,0.854,638,24,24,4.81,1.38,34,,10,21582,D2 - Bobby Cox,124149,104.5,105.5,157.0,94.5,193.5,203.0,39.5,42.0,73.5,5.0,4.5,28.0,1050.5,167.0
55,Right in the Pujols,frmrpreztaft,128,424,399,50,0.328,0.769,860,17,54,4.06,1.28,46,,12,21582,D2 - Bobby Cox,124334,64.5,46.0,48.0,150.5,12.5,12.5,180.5,21.5,211.0,101.5,62.5,100.5,1011.5,175.0
56,My team,tkfyesterday,123,427,407,59,0.35,0.823,580,4,17,4.13,1.33,49,,13,21582,D2 - Bobby Cox,124332,43.5,52.0,59.0,189.0,166.5,125.0,23.0,4.0,43.5,79.0,20.0,122.5,927.0,191.0
57,Springer Training '19,ogin,127,426,431,50,0.33,0.792,828,37,36,4.59,1.33,44,,14,21582,D2 - Bobby Cox,124174,58.0,49.0,101.5,150.5,19.0,41.5,149.0,100.5,145.0,11.0,20.0,84.5,929.5,189.0
58,The Juiced Balls,JayWilly,177,512,501,50,0.351,0.856,873,24,14,4.41,1.27,57,,1,21583,D3 - Andy Pettitte,124296,223.5,208.0,211.0,150.5,174.5,206.5,192.5,42.0,40.0,28.0,74.0,197.0,1747.5,52.0
59,Trillium Trails,nfeuerer,164,495,491,47,0.34,0.822,866,35,41,3.96,1.19,51,,2,21583,D3 - Andy Pettitte,124328,203.0,183.0,199.5,128.0,77.0,123.5,186.5,92.0,170.5,125.5,175.5,148.5,1812.5,40.0
60,Arrow'd by Archer,mkultra3,155,480,492,48,0.343,0.851,793,53,50,4.09,1.3,43,,3,21583,D3 - Andy Pettitte,124440,176.0,152.0,201.0,135.5,111.5,193.5,132.0,175.5,199.0,90.0,42.0,75.5,1683.5,63.0
61,Ahead of the Curve,jdballa,140,488,434,42,0.345,0.818,900,63,46,4.04,1.31,53,,4,21583,D3 - Andy Pettitte,124371,115.0,169.5,105.0,94.5,137.0,113.0,204.5,211.0,186.5,105.0,33.0,172.0,1646.0,72.5
62,Happy Holadays,SHTTNwTHINKIN,141,462,425,32,0.336,0.801,1000,69,35,3.6,1.19,60,,5,21583,D3 - Andy Pettitte,124299,120.5,114.0,90.0,33.0,50.5,58.5,224.0,218.5,140.0,205.5,175.5,208.5,1638.5,75.0
63,Oneonta Tigers,breakfishclub,156,480,453,49,0.36,0.863,832,36,37,4.74,1.35,56,,6,21583,D3 - Andy Pettitte,124345,181.0,152.0,144.5,143.0,214.0,214.0,153.5,95.5,149.5,7.0,11.5,189.0,1654.5,71.0
64,Bush League Brawlers,topheroc,138,443,458,55,0.338,0.808,862,51,44,3.61,1.19,50,,7,21583,D3 - Andy Pettitte,124369,104.5,77.5,154.5,174.0,62.5,79.5,183.5,164.0,181.5,204.0,175.5,135.5,1696.5,60.0
65,stupid money,spacejam8,123,458,423,38,0.356,0.829,648,26,13,3.88,1.19,42,,8,21583,D3 - Andy Pettitte,124344,43.5,109.5,85.0,68.5,203.5,143.0,46.5,54.5,37.5,150.0,175.5,67.0,1184.0,141.0
66,Helyar Hellhounds,holtbeast70,132,420,386,31,0.333,0.79,784,44,4,3.35,1.06,59,,9,21583,D3 - Andy Pettitte,124284,80.5,43.5,35.5,25.5,31.5,38.5,122.0,133.5,12.0,224.0,225.5,205.5,1177.5,144.0
67,Red Rockets,hgfantomos,124,455,394,59,0.343,0.804,778,48,30,4.34,1.3,47,,10,21583,D3 - Andy Pettitte,124325,46.5,102.5,42.5,189.0,111.5,65.5,119.0,153.0,114.0,35.0,42.0,108.5,1129.0,153.0
68,Springfield Isotopes,Saaulgooodmaan,133,424,432,78,0.347,0.839,541,18,2,4.41,1.24,44,,11,21583,D3 - Andy Pettitte,124359,82.5,46.0,103.0,225.5,146.5,167.5,10.5,28.0,7.5,28.0,112.5,84.5,1042.0,171.0
69,Lord Chanka,BillyDietz,137,417,373,26,0.348,0.827,556,24,40,4.12,1.27,27,,12,21583,D3 - Andy Pettitte,124391,100.5,38.0,20.0,11.5,155.0,137.0,15.0,42.0,166.5,81.5,74.0,10.5,851.5,196.0
70,wOBAffet,AdroitNinja,150,453,442,38,0.357,0.848,893,59,36,3.87,1.16,49,,1,21584,D3 - Randy Johnson,124338,155.0,94.5,124.5,68.5,206.5,186.0,202.0,198.5,145.0,152.5,202.5,122.5,1858.0,30.0
71,Indecent Expos,MurrayN,142,510,489,24,0.354,0.844,880,69,36,3.93,1.21,52,,2,21584,D3 - Randy Johnson,124295,125.5,204.0,198.0,7.0,193.5,175.5,196.0,218.5,145.0,134.5,150.0,162.0,1909.5,20.0
72,Battered Bird Club,Tomosaki,146,478,464,41,0.351,0.851,832,35,33,3.71,1.23,51,,3,21584,D3 - Randy Johnson,124355,138.0,144.5,164.0,88.5,174.5,193.5,153.5,92.0,128.5,186.5,122.5,148.5,1734.5,54.0
73,Springfield Isotopes,sanru22,157,491,485,52,0.349,0.846,934,28,25,4.11,1.25,53,,4,21584,D3 - Randy Johnson,124289,184.5,176.0,193.5,161.0,161.5,181.5,216.0,66.0,81.0,84.0,100.0,172.0,1777.0,44.0
74,Redbird Redemption,RedbeardMtn,145,484,498,53,0.354,0.833,716,20,29,3.82,1.23,51,,5,21584,D3 - Randy Johnson,124357,133.5,162.0,206.0,166.0,193.5,154.0,81.0,33.0,108.0,160.5,122.5,148.5,1668.5,67.0
75,Jhonny P. Goode,BackInRed,148,511,479,47,0.353,0.837,779,38,42,4.25,1.24,45,,6,21584,D3 - Randy Johnson,124263,146.5,205.5,191.0,128.0,186.0,165.0,120.0,105.0,175.0,53.5,112.5,93.0,1681.0,64.0
76,Swing and A Miss,bmox09,161,500,475,50,0.341,0.84,734,48,26,4.12,1.27,47,,7,21584,D3 - Randy Johnson,124288,194.0,191.0,184.5,150.5,89.0,169.0,89.5,153.0,87.5,81.5,74.0,108.5,1572.0,83.0
77,FaNtAsY bAsEbAlL,BluntForce19,130,448,385,38,0.333,0.763,841,75,27,3.93,1.19,50,,8,21584,D3 - Randy Johnson,124269,73.5,86.0,32.0,68.5,31.5,7.0,165.0,223.0,95.0,134.5,175.5,135.5,1227.0,132.0
78,Andy6789,Andy6789,120,420,396,63,0.34,0.801,638,33,22,3.68,1.16,48,,9,21584,D3 - Randy Johnson,124280,34.5,43.5,44.0,202.5,77.0,58.5,39.5,87.0,60.5,193.5,202.5,114.0,1157.0,149.0
79,Ol' Dirty Bastardo,scottiemac41,129,410,410,53,0.336,0.788,527,53,35,3.89,1.2,30,,10,21584,D3 - Randy Johnson,124261,70.0,29.5,65.0,166.0,50.5,35.0,6.0,175.5,140.0,147.0,162.5,17.0,1064.0,164.0
80,Steve Lyon's Trousers,comosaydeesay,117,440,391,56,0.32,0.772,678,7,26,4.23,1.31,45,,11,21584,D3 - Randy Johnson,124317,28.0,72.5,40.0,179.5,4.0,15.0,59.0,9.0,87.5,61.0,33.0,93.0,681.5,215.0
81,Trout Mike Replica,camly75,147,415,403,33,0.342,0.826,646,17,10,4.28,1.32,44,,12,21584,D3 - Randy Johnson,124267,141.5,35.0,53.0,38.0,98.5,132.5,45.0,21.5,29.5,46.5,26.5,84.5,752.0,209.0
82,Gyroballs are tasty,Hardrock527,169,467,481,39,0.343,0.835,1030,53,33,3.67,1.2,75,,1,21585,D3 - John Smoltz,124310,211.5,124.0,192.0,77.0,111.5,160.5,226.0,175.5,128.5,197.0,162.5,226.0,1992.0,14.0
83,Harper Contract Is Ryan Howard Contract 2.0,KobraCola,147,503,499,36,0.369,0.887,788,53,45,3.89,1.24,47,,2,21585,D3 - John Smoltz,124255,141.5,196.0,208.0,54.5,224.0,222.0,126.5,175.5,184.0,147.0,112.5,108.5,1900.0,21.0
84,Stop melden,clayko,162,503,504,52,0.354,0.861,704,45,27,4.14,1.33,54,,3,21585,D3 - John Smoltz,124251,198.5,196.0,214.0,161.0,193.5,213.0,71.0,140.0,95.0,76.5,20.0,178.0,1756.5,50.0
85,Ice Cold Pitchers,mbennings,161,475,443,48,0.343,0.821,931,34,39,3.85,1.19,51,,4,21585,D3 - John Smoltz,124278,194.0,138.0,126.5,135.5,111.5,120.5,213.0,90.0,161.0,155.0,175.5,148.5,1769.0,48.0
86,jheist917,jheist917,156,503,471,57,0.338,0.814,852,62,28,3.91,1.2,52,,5,21585,D3 - John Smoltz,124275,181.0,196.0,178.5,183.0,62.5,99.0,175.5,208.5,101.0,142.0,162.5,162.0,1851.5,32.5
87,Rollie Fingaz,Rollie_Fingers,154,473,491,29,0.342,0.811,1014,32,61,3.81,1.11,58,,5,21585,D3 - John Smoltz,124254,172.0,134.5,199.5,16.0,98.5,91.0,225.0,82.5,219.5,165.0,220.0,202.0,1825.5,37.0
88,Light Sabermetrics,DarthKling,150,500,452,48,0.347,0.826,906,27,32,4.28,1.28,60,,7,21585,D3 - John Smoltz,124276,155.0,191.0,143.0,135.5,146.5,132.5,209.0,60.0,121.0,46.5,62.5,208.5,1611.0,78.0
89,Arrdee,Arrdee,151,470,470,73,0.338,0.816,642,33,32,4.24,1.31,30,,8,21585,D3 - John Smoltz,124273,160.0,131.5,174.5,219.5,62.5,109.5,42.0,87.0,121.0,57.0,33.0,17.0,1214.5,135.0
90,obiwan088,obiwan088,111,427,375,36,0.334,0.776,760,61,32,3.42,1.15,51,,9,21585,D3 - John Smoltz,124297,15.5,52.0,22.0,54.5,37.5,19.0,104.5,207.0,121.0,217.5,208.0,148.5,1207.0,138.0
91,Nonstop87,Take Over,131,453,369,43,0.348,0.808,571,31,52,4.24,1.26,20,,10,21585,D3 - John Smoltz,124955,77.5,94.5,16.5,102.0,155.0,79.5,20.0,80.0,205.5,57.0,86.0,2.0,975.5,181.0
92,Killer Tofu,patodro,144,457,434,38,0.34,0.811,711,66,19,4.93,1.35,33,,11,21585,D3 - John Smoltz,124245,129.5,107.5,105.0,68.5,77.0,91.0,77.0,217.0,47.5,2.0,11.5,23.5,957.0,186.0
93,Untitled,Take Over,103,381,369,44,0.336,0.803,569,15,21,4.75,1.37,33,,12,21585,D3 - John Smoltz,124294,4.5,11.0,16.5,110.0,50.5,63.5,19.0,15.5,55.0,6.0,6.0,23.5,381.0,225.0
94,Mattingly's Sideburns,Zoomzilla,149,473,450,18,0.355,0.842,932,30,65,3.29,1.13,64,,1,21586,D3 - Pedro Martinez,124322,151.5,134.5,140.0,1.0,200.5,171.0,214.5,76.0,223.5,225.0,215.0,219.5,1972.0,19.0
95,Billy Beane is Not My Lover,H4MSTER297,147,528,476,60,0.34,0.813,885,58,8,3.77,1.22,49,,2,21586,D3 - Pedro Martinez,124316,141.5,218.0,186.5,194.0,77.0,96.0,197.0,194.5,23.0,173.5,135.5,122.5,1759.0,49.0
96,Chubby Checker,HauckPark,159,521,444,55,0.362,0.847,837,56,43,4.33,1.28,47,,3,21586,D3 - Pedro Martinez,124326,189.5,214.0,130.0,174.0,216.5,184.0,159.5,186.5,179.0,36.5,62.5,108.5,1840.5,34.0
97,GIANT QUESTIONS,Tr0N,145,469,458,38,0.344,0.818,870,74,19,3.6,1.22,66,,4,21586,D3 - Pedro Martinez,124279,133.5,129.0,154.5,68.5,126.5,113.0,190.0,222.0,47.5,205.5,135.5,223.0,1748.5,51.0
98,Show Me Your Foul Tips,mattsui,153,479,470,50,0.34,0.827,831,2,39,4.03,1.22,61,,5,21586,D3 - Pedro Martinez,124340,168.5,148.5,174.5,150.5,77.0,137.0,151.5,3.0,161.0,107.0,135.5,212.0,1626.0,76.0
99,treemeister22,treemeister22,145,455,466,33,0.365,0.858,734,56,49,3.82,1.25,43,,6,21586,D3 - Pedro Martinez,124315,133.5,102.5,166.0,38.0,221.0,210.0,89.5,186.5,194.5,160.5,100.0,75.5,1677.5,66.0
100,The Mendoza Line,c_braun,136,426,426,34,0.339,0.82,937,45,42,3.54,1.12,52,,7,21586,D3 - Pedro Martinez,124318,96.0,49.0,92.0,42.5,67.5,117.0,217.0,140.0,175.0,211.0,217.5,162.0,1586.5,80.0
101,Blues Hammer,Coleslaw,168,468,486,48,0.339,0.834,815,24,39,4.3,1.29,47,,8,21586,D3 - Pedro Martinez,124283,209.5,126.5,195.0,135.5,67.5,157.0,142.5,42.0,161.0,41.5,52.0,108.5,1438.5,101.0
102,Klubots,hockeyisgood,141,433,447,60,0.341,0.81,805,50,23,4.3,1.27,50,,9,21586,D3 - Pedro Martinez,124348,120.5,60.5,138.0,194.0,89.0,85.5,138.0,159.0,66.0,41.5,74.0,135.5,1301.5,122.0
103,Bullpen Bar,Mr_Monro,120,486,400,61,0.344,0.805,709,38,13,4.13,1.27,44,,10,21586,D3 - Pedro Martinez,124324,34.5,166.0,49.0,198.0,126.5,67.5,74.0,105.0,37.5,79.0,74.0,84.5,1095.5,158.0
104,Your Team Name,TonySnark,136,464,463,75,0.329,0.819,645,50,18,4.38,1.27,28,,11,21586,D3 - Pedro Martinez,124319,96.0,117.5,163.0,221.0,14.5,115.0,44.0,159.0,45.0,32.5,74.0,13.0,1094.5,159.0
105,Absolute Units,paledragon64,130,412,380,31,0.346,0.803,649,25,33,4.5,1.3,37,,12,21586,D3 - Pedro Martinez,124330,73.5,32.5,27.0,25.5,141.5,63.5,48.5,48.5,128.5,17.5,42.0,43.5,692.0,213.0
